ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.502286729361467735e-04,-9.794036536203229559e+00
0.000000000000000000e+00,-1.502286737233276138e-04,-9.794036536347096700e+00
0.000000000000000000e+00,-1.502286745105084541e-04,-9.794036536490960287e+00
0.000000000000000000e+00,-1.502286752976892672e-04,-9.794036536634825652e+00
0.000000000000000000e+00,-1.502286760848701075e-04,-9.794036536778691016e+00
0.000000000000000000e+00,-1.502286768720509477e-04,-9.794036536922556380e+00
0.000000000000000000e+00,-1.502286776592317880e-04,-9.794036537066423520e+00
0.000000000000000000e+00,-1.502286784464126012e-04,-9.794036537210288884e+00
0.000000000000000000e+00,-1.502286792335934143e-04,-9.794036537354154248e+00
0.000000000000000000e+00,-1.502286800207742546e-04,-9.794036537498019612e+00
0.000000000000000000e+00,-1.502286808079550677e-04,-9.794036537641884976e+00
0.000000000000000000e+00,-1.502286815951359080e-04,-9.794036537785748564e+00
0.000000000000000000e+00,-1.502286823823166940e-04,-9.794036537929615704e+00
0.000000000000000000e+00,-1.502286831694975072e-04,-9.794036538073479292e+00
0.000000000000000000e+00,-1.502286839566782932e-04,-9.794036538217342880e+00
0.000000000000000000e+00,-1.502286847438591335e-04,-9.794036538361210020e+00
0.000000000000000000e+00,-1.502286855310399467e-04,-9.794036538505073608e+00
0.000000000000000000e+00,-1.502286863182207598e-04,-9.794036538648940748e+00
0.000000000000000000e+00,-1.502286871054015459e-04,-9.794036538792806112e+00
0.000000000000000000e+00,-1.502286878925823590e-04,-9.794036538936669700e+00
0.000000000000000000e+00,-1.502286886797631993e-04,-9.794036539080536841e+00
0.000000000000000000e+00,-1.502286894669439853e-04,-9.794036539224400428e+00
0.000000000000000000e+00,-1.502286902541247985e-04,-9.794036539368265792e+00
0.000000000000000000e+00,-1.502286910413055845e-04,-9.794036539512131156e+00
0.000000000000000000e+00,-1.502286918284863977e-04,-9.794036539655994744e+00
0.000000000000000000e+00,-1.502286926156671837e-04,-9.794036539799861885e+00
0.000000000000000000e+00,-1.502286934028479698e-04,-9.794036539943725472e+00
0.000000000000000000e+00,-1.502286941900287829e-04,-9.794036540087590836e+00
0.000000000000000000e+00,-1.502286949772095690e-04,-9.794036540231456200e+00
0.000000000000000000e+00,-1.502286957643903821e-04,-9.794036540375321565e+00
0.000000000000000000e+00,-1.502286965515711411e-04,-9.794036540519185152e+00
0.000000000000000000e+00,-1.502286973387519542e-04,-9.794036540663052293e+00
0.000000000000000000e+00,-1.502286981259327132e-04,-9.794036540806917657e+00
0.000000000000000000e+00,-1.502286989131134992e-04,-9.794036540950781244e+00
0.000000000000000000e+00,-1.502286997002942582e-04,-9.794036541094646608e+00
0.000000000000000000e+00,-1.502287004874750713e-04,-9.794036541238511973e+00
0.000000000000000000e+00,-1.502287012746558303e-04,-9.794036541382377337e+00
0.000000000000000000e+00,-1.502287020618366434e-04,-9.794036541526242701e+00
0.000000000000000000e+00,-1.502287028490174024e-04,-9.794036541670106288e+00
0.000000000000000000e+00,-1.502287036361981884e-04,-9.794036541813973429e+00
0.000000000000000000e+00,-1.502287044233789474e-04,-9.794036541957837017e+00
0.000000000000000000e+00,-1.502287052105597605e-04,-9.794036542101702381e+00
0.000000000000000000e+00,-1.502287059977405195e-04,-9.794036542245567745e+00
0.000000000000000000e+00,-1.502287067849213055e-04,-9.794036542389433109e+00
0.000000000000000000e+00,-1.502287075721020645e-04,-9.794036542533298473e+00
0.000000000000000000e+00,-1.502287083592828505e-04,-9.794036542677163837e+00
0.000000000000000000e+00,-1.502287091464636095e-04,-9.794036542821029201e+00
0.000000000000000000e+00,-1.502287099336443413e-04,-9.794036542964894565e+00
0.000000000000000000e+00,-1.502287107208251002e-04,-9.794036543108759929e+00
0.000000000000000000e+00,-1.502287115080058592e-04,-9.794036543252623517e+00
0.000000000000000000e+00,-1.502287122951866181e-04,-9.794036543396488881e+00
0.000000000000000000e+00,-1.502287130823674042e-04,-9.794036543540354245e+00
0.000000000000000000e+00,-1.502287138695481360e-04,-9.794036543684217833e+00
0.000000000000000000e+00,-1.502287146567288950e-04,-9.794036543828084973e+00
0.000000000000000000e+00,-1.502287154439096539e-04,-9.794036543971948561e+00
0.000000000000000000e+00,-1.502287162310904129e-04,-9.794036544115815701e+00
0.000000000000000000e+00,-1.502287170182711447e-04,-9.794036544259681065e+00
