q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999796344019e-01,-3.217512193403988742e-06,-1.905609775311382870e-06,5.171782331963071105e-06
9.999999999587305677e-01,-3.561641738577783110e-06,3.114536679484249224e-07,8.352045841981908957e-06
9.999999999324158395e-01,-2.699752547391464634e-06,-3.083421324115817618e-06,1.087990322618481439e-05
9.999999999744560997e-01,-5.951256625710327105e-07,2.008632259643418028e-06,6.833679584477411437e-06
9.999999999673880868e-01,-2.711111619380228516e-06,5.949683172779010612e-06,4.740784516436631662e-06
9.999999998480786356e-01,-7.053282133139020520e-07,1.141772824612242690e-05,1.315220418380551105e-05
9.999999997845644417e-01,3.630765088010728118e-06,1.215623459796456788e-05,1.642907948666433586e-05
9.999999997516607619e-01,6.473642100007793959e-07,1.265930454211683277e-05,1.833033812303229480e-05
9.999999997894539749e-01,-1.958812548508182056e-06,1.254247407582289914e-05,1.612269340965765411e-05
9.999999998962780801e-01,-6.870559353294825233e-06,8.772460623852508448e-06,9.125954159267858713e-06
9.999999999149771224e-01,-5.952284416038683113e-06,7.702912208926703810e-06,8.676467220016969409e-06
9.999999998859834260e-01,-1.005632239583873943e-05,2.256817009978906988e-06,1.103677338739474707e-05
9.999999997944685193e-01,-9.593506011228729836e-06,9.593193526217985969e-06,1.506646477126140525e-05
9.999999996841356653e-01,-1.403688344129046177e-05,4.618732574561970924e-06,2.033130214587866211e-05
9.999999996529811419e-01,-1.399058495522562511e-05,8.264566996166132552e-06,2.073639589905404139e-05
9.999999997720669942e-01,-9.597427341232695809e-06,1.022853520318623575e-05,1.609759264926931556e-05
9.999999996874394670e-01,-7.168113439982937871e-06,1.291009580370759310e-05,2.017594367896250013e-05
9.999999996965110993e-01,-4.485756807204522900e-06,1.508432029660365717e-05,1.895570905034701844e-05
9.999999996876437480e-01,-1.654977477866713301e-06,1.925366807956336746e-05,1.585148646767039769e-05
9.999999994726261887e-01,-9.059308258104828708e-06,2.248674851810860087e-05,2.161070255266545574e-05
9.999999995481323456e-01,-1.081652769108791469e-05,1.589487063315616974e-05,2.311041338581787004e-05
9.999999992631805057e-01,-1.467902445048893701e-05,2.289642375729514901e-05,2.709093832960487270e-05
9.999999991406682831e-01,-1.695785879707801790e-05,2.058114410935501184e-05,3.174131406821234806e-05
9.999999994495087918e-01,-2.078947397586668316e-05,1.518043722691507394e-05,2.093643909665838721e-05
9.999999994956378924e-01,-1.725041466458117798e-05,1.627009317409298505e-05,2.112892706625854662e-05
9.999999994134313175e-01,-1.728121775928921725e-05,1.671811727184294066e-05,2.439265192699594106e-05
9.999999994408642623e-01,-1.588207550819762680e-05,1.419264965705072573e-05,2.577983609619182473e-05
