pos_lat (deg),pos_lon (deg),pos_alt (m)
2.999999999999999645e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.000000009021000480e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.000000018041494698e+01,1.199999999999963762e+02,1.509323444514511388e-07
3.000000027061916086e+01,1.199999999999921982e+02,3.174175351569801905e-07
3.000000036082472832e+01,1.199999999999870965e+02,6.675295508363582192e-07
3.000000045102706636e+01,1.199999999999776321e+02,1.222381636098420805e-06
3.000000054122086013e+01,1.199999999999620570e+02,1.809323737528889286e-06
3.000000063142037376e+01,1.199999999999462830e+02,2.284817538243324200e-06
3.000000072162725928e+01,1.199999999999292584e+02,2.743239224690609080e-06
3.000000081183490863e+01,1.199999999999162839e+02,2.511825485226968666e-06
3.000000090204660097e+01,1.199999999999006519e+02,2.332606114654946481e-06
3.000000099226831551e+01,1.199999999998803730e+02,2.535471023946103758e-06
3.000000108248958952e+01,1.199999999998534292e+02,2.726133234968768627e-06
3.000000117270385402e+01,1.199999999998295834e+02,2.946849262968207863e-06
3.000000126291691060e+01,1.199999999998009343e+02,3.053892999097743166e-06
3.000000135312978244e+01,1.199999999997731805e+02,3.294568591868866350e-06
3.000000144334840257e+01,1.199999999997524185e+02,4.115256741897819245e-06
3.000000153356237931e+01,1.199999999997310738e+02,4.692662802339368344e-06
3.000000162377818924e+01,1.199999999997130260e+02,5.696317067315971418e-06
3.000000171398730231e+01,1.199999999996921929e+02,7.026343300363682824e-06
3.000000180419482376e+01,1.199999999996705640e+02,8.581655484043145549e-06
3.000000189439777998e+01,1.199999999996458513e+02,9.484814713094299885e-06
3.000000198459949985e+01,1.199999999996278461e+02,1.070756602247887470e-05
3.000000207480500336e+01,1.199999999996191349e+02,1.189883480268603924e-05
3.000000216500545136e+01,1.199999999996045119e+02,1.321369514679573259e-05
3.000000225521369757e+01,1.199999999995926743e+02,1.416967765550824178e-05
3.000000234542770272e+01,1.199999999995842330e+02,1.526107662437047209e-05
3.000000243563246372e+01,1.199999999995748396e+02,1.638004764430935794e-05
3.000000252583805604e+01,1.199999999995639257e+02,1.732944262133021915e-05
3.000000261604680674e+01,1.199999999995540207e+02,1.825869413470171374e-05
3.000000270625995213e+01,1.199999999995480664e+02,1.956326844581513977e-05
3.000000279647590773e+01,1.199999999995429079e+02,2.100584390656866948e-05
3.000000288668947945e+01,1.199999999995332445e+02,2.151877642806231553e-05
3.000000297689470585e+01,1.199999999995196021e+02,2.271031351292756456e-05
3.000000306710573739e+01,1.199999999995171862e+02,2.411786458680944672e-05
3.000000315731573863e+01,1.199999999995146709e+02,2.538923388641538606e-05
3.000000324752309666e+01,1.199999999995251017e+02,2.672498302909502872e-05
3.000000333772381822e+01,1.199999999995292939e+02,2.873024053196171991e-05
3.000000342793193653e+01,1.199999999995286828e+02,3.056415759145507730e-05
3.000000351814257726e+01,1.199999999995290096e+02,3.255792978389116226e-05
3.000000360834928514e+01,1.199999999995261675e+02,3.439552084319075258e-05
3.000000369854882720e+01,1.199999999995255564e+02,3.548653510406939751e-05
3.000000378874403495e+01,1.199999999995248174e+02,3.722737537090297499e-05
3.000000387894039733e+01,1.199999999995271338e+02,3.834480614914153180e-05
3.000000396914248668e+01,1.199999999995289954e+02,3.968026197352590690e-05
3.000000405934775927e+01,1.199999999995286544e+02,4.112459753222662116e-05
3.000000414954868333e+01,1.199999999995288107e+02,4.378108813687454811e-05
3.000000423975381381e+01,1.199999999995336992e+02,4.628488097077836891e-05
3.000000432995812361e+01,1.199999999995433200e+02,4.898536165767848144e-05
3.000000442016500202e+01,1.199999999995566498e+02,5.210403598520305915e-05
3.000000451037517735e+01,1.199999999995712301e+02,5.434597141807112760e-05
3.000000460058985396e+01,1.199999999995912958e+02,5.763360201069949189e-05
3.000000469079801846e+01,1.199999999996081783e+02,6.087151713323194142e-05
3.000000478100266577e+01,1.199999999996169038e+02,6.429633378509275491e-05
3.000000487120408721e+01,1.199999999996286846e+02,6.823453828250367807e-05
3.000000496141552375e+01,1.199999999996420712e+02,7.169251948326015066e-05
3.000000505162016040e+01,1.199999999996593942e+02,7.548852093060512305e-05
3.000000514181942890e+01,1.199999999996808953e+02,7.961565987343390569e-05
3.000000523201791935e+01,1.199999999997082512e+02,8.289578361573372834e-05
3.000000532221799077e+01,1.199999999997374260e+02,8.592991572435927942e-05
3.000000541242154384e+01,1.199999999997722853e+02,8.839424833292249786e-05
3.000000550262978649e+01,1.199999999998085940e+02,9.093693312992564887e-05
3.000000559283020252e+01,1.199999999998418048e+02,9.243725820420070583e-05
3.000000568302968773e+01,1.199999999998730260e+02,9.202993354608246111e-05
3.000000577322931150e+01,1.199999999999010925e+02,9.042832641378214804e-05
3.000000586343029951e+01,1.199999999999245546e+02,8.849726885210872410e-05
3.000000595363065869e+01,1.199999999999425597e+02,8.589878265695398581e-05
3.000000604382747937e+01,1.199999999999692051e+02,8.320304169377242692e-05
3.000000613402180250e+01,1.199999999999937614e+02,8.047339622137683471e-05
