vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000019905948386079e+00,7.570870710459384572e-05,-5.894379511196330965e-06
1.999985788411890786e+00,2.815114020821330733e-05,-5.248054337348935695e-05
1.999977936572421733e+00,-4.089787907939027999e-06,-6.763000674577365940e-05
2.000039459790640350e+00,1.057065951426091520e-04,-5.663917502882662137e-05
2.000086009818313304e+00,3.565333403375021005e-05,-5.245410302457660472e-05
2.000017863754002256e+00,3.198286354752145384e-05,-6.660648754708052642e-05
1.999927902343380914e+00,7.713002612656086397e-05,-8.618804009350194593e-05
1.999913848295092000e+00,8.163961895924423261e-05,-9.776040542165960836e-06
1.999921091010560037e+00,8.126564979330647143e-05,3.294884375233680132e-05
1.999959412113820223e+00,1.308726517300995516e-04,4.898508899181946714e-05
2.000013106845813127e+00,8.848414583819677257e-05,6.668520015820214922e-05
1.999973808086679794e+00,8.953421763217847356e-05,3.818168312627273175e-05
2.000024061834561273e+00,6.196770393420038400e-05,-4.194352914056692194e-05
2.000070509041380618e+00,-2.836298296544255957e-06,-4.379820995113734342e-05
2.000000156371111171e+00,2.692705196576154636e-05,-7.587314159357828967e-05
1.999967145220086229e+00,5.274033739508302948e-05,-7.389093450847946927e-05
1.999905628144395431e+00,8.389403505727538110e-05,-3.007893081124084808e-05
1.999957436137168143e+00,8.505244214317710355e-05,-4.664525541160353359e-05
1.999931917466678977e+00,1.098451522695255368e-04,-6.919058888694332545e-05
1.999981764820594865e+00,1.570295749504869499e-04,-7.292102443391011094e-05
1.999917427580750529e+00,1.336348357541564612e-04,-7.668831626086094620e-05
1.999968946163705352e+00,1.325771435505469797e-04,-7.554457074680464277e-05
2.000004340231602562e+00,7.470787296471858023e-05,-9.942242086106386513e-05
2.000058479915039822e+00,1.596071656333161769e-04,-9.942058473023431822e-05
2.000001218280970328e+00,1.541441742156955468e-04,-8.936489276112684571e-05
2.000064739082605847e+00,1.763028958385163040e-04,-1.014263623769497781e-04
2.000034207345516624e+00,1.680476688620668058e-04,-1.574393993148677062e-04
2.000033239158033549e+00,1.313670544136838903e-04,-1.726530372294622856e-04
1.999975277350416247e+00,2.321060288412184929e-04,-2.579136888615739796e-04
2.000058077955789493e+00,2.818677887248739766e-04,-2.678089651247087433e-04
2.000037776804638678e+00,2.599947754363528696e-04,-3.424960118150563340e-04
2.000181178591883047e+00,2.022354254168893693e-04,-3.747689054414167086e-04
2.000185683831008809e+00,2.333503749428678033e-04,-4.351473673441141519e-04
2.000135623305349331e+00,2.781964350479532600e-04,-4.314935433724392442e-04
2.000182265499924839e+00,2.246874266035665986e-04,-4.610296477680804472e-04
2.000120293340902133e+00,2.007479970217109400e-04,-4.359381803636914565e-04
2.000127259343417396e+00,2.324295520826164191e-04,-5.162998525303854908e-04
2.000052958252532598e+00,2.539113968328104835e-04,-3.533308978206475869e-04
2.000031591743592241e+00,1.648855613135307352e-04,-3.672116338059852798e-04
2.000047111363236318e+00,2.030535049892388702e-04,-4.609161748110158856e-04
1.999956759069705159e+00,1.991826567199619176e-04,-6.361735838160485334e-04
1.999990927991942558e+00,1.785408341522528133e-04,-6.578599227888995513e-04
2.000067549128359712e+00,2.078741807925486385e-04,-6.409730949699557045e-04
