pos_lat (deg),pos_lon (deg),pos_alt (m)
3.099998245000000097e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099998263039232071e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099998281079129114e+01,1.199999999999973710e+02,-6.656164799566428089e-07
3.099998299119238965e+01,1.199999999999961773e+02,-1.650106259344354501e-06
3.099998317158951977e+01,1.199999999999969589e+02,-2.248122765373291669e-06
3.099998335198815980e+01,1.199999999999969589e+02,-3.525492174808929326e-06
3.099998353238164484e+01,1.199999999999927383e+02,-4.137789239635052829e-06
3.099998371276890197e+01,1.199999999999830891e+02,-5.417966223275818094e-06
3.099998389315284797e+01,1.199999999999822791e+02,-7.206304209084677312e-06
3.099998407354142671e+01,1.199999999999793232e+02,-8.893146638615108990e-06
3.099998425393047441e+01,1.199999999999810854e+02,-1.070425341204695965e-05
3.099998443431785944e+01,1.199999999999850075e+02,-1.194091542459616671e-05
3.099998461470756439e+01,1.199999999999887734e+02,-1.294300700842632482e-05
3.099998479510073324e+01,1.199999999999918714e+02,-1.419248805775841492e-05
3.099998497549093557e+01,1.200000000000021032e+02,-1.548142943143690918e-05
3.099998515588001879e+01,1.200000000000156888e+02,-1.675802911910652770e-05
3.099998533626772357e+01,1.200000000000241442e+02,-1.867196925338523257e-05
3.099998551664936386e+01,1.200000000000304539e+02,-2.069268303834964989e-05
3.099998569703136653e+01,1.200000000000390514e+02,-2.230564928793402334e-05
3.099998587741367473e+01,1.200000000000469100e+02,-2.357386288788802711e-05
3.099998605780568539e+01,1.200000000000564313e+02,-2.515749482036501060e-05
3.099998623818692067e+01,1.200000000000673168e+02,-2.679017211269212609e-05
3.099998641856929282e+01,1.200000000000760991e+02,-2.939198271984065359e-05
3.099998659895540953e+01,1.200000000000859615e+02,-3.229173140160586510e-05
3.099998677934251745e+01,1.200000000000871125e+02,-3.503957682149094326e-05
3.099998695972627516e+01,1.200000000000886331e+02,-3.744324116434123050e-05
3.099998714011602274e+01,1.200000000000950706e+02,-3.935326392763089715e-05
3.099998732050275052e+01,1.200000000001055867e+02,-4.215352972955919617e-05
3.099998750089023858e+01,1.200000000001133174e+02,-4.413602746469930983e-05
3.099998768127849402e+01,1.200000000001190017e+02,-4.445853222360684760e-05
3.099998786166889531e+01,1.200000000001366516e+02,-4.568615527606888129e-05
3.099998804206419223e+01,1.200000000001571294e+02,-4.732771146498895599e-05
3.099998822246910990e+01,1.200000000001747225e+02,-4.760812268168633168e-05
3.099998840287394231e+01,1.200000000001860201e+02,-4.770148084466922648e-05
3.099998858327527884e+01,1.200000000001985541e+02,-4.861700568106550730e-05
3.099998876367869372e+01,1.200000000002121681e+02,-4.895203030228488674e-05
3.099998894408778938e+01,1.200000000002240483e+02,-4.997326556036201444e-05
3.099998912449855837e+01,1.200000000002375913e+02,-5.163156278536793040e-05
3.099998930490469462e+01,1.200000000002467999e+02,-5.377416055947857175e-05
3.099998948530604181e+01,1.200000000002627587e+02,-5.523873352098760466e-05
3.099998966571359205e+01,1.200000000002773817e+02,-5.676772638979544122e-05
3.099998984612015818e+01,1.200000000002987548e+02,-5.866390061072801330e-05
3.099999002652677049e+01,1.200000000003195169e+02,-6.050136376425006791e-05
3.099999020693164908e+01,1.200000000003337988e+02,-6.243759031510029433e-05
3.099999038733982815e+01,1.200000000003544898e+02,-6.450546125827513917e-05
3.099999056773629746e+01,1.200000000003788614e+02,-6.638648469101692039e-05
3.099999074812996724e+01,1.200000000003948344e+02,-6.734485123599089963e-05
3.099999092852824489e+01,1.200000000004115606e+02,-6.720973230153839170e-05
3.099999110892736454e+01,1.200000000004238956e+02,-6.628060478858114962e-05
3.099999128932696379e+01,1.200000000004329053e+02,-6.545583849605275835e-05
3.099999146973324571e+01,1.200000000004424408e+02,-6.495937818607890155e-05
3.099999165013940328e+01,1.200000000004418297e+02,-6.521617472706809412e-05
3.099999183054087126e+01,1.200000000004367706e+02,-6.429708331684944338e-05
3.099999201095074497e+01,1.200000000004226735e+02,-6.332927047844243509e-05
3.099999219135784401e+01,1.200000000004067999e+02,-6.242829299270295426e-05
3.099999237176436040e+01,1.200000000003886100e+02,-6.173349486691074174e-05
3.099999255216801330e+01,1.200000000003714575e+02,-6.138104134786217365e-05
3.099999273257565946e+01,1.200000000003567493e+02,-6.092674454093739949e-05
3.099999291298409076e+01,1.200000000003442580e+02,-5.986240861884910161e-05
3.099999309338981135e+01,1.200000000003299760e+02,-5.941690467993830497e-05
3.099999327379351755e+01,1.200000000003146567e+02,-5.896245384146558413e-05
3.099999345419622543e+01,1.200000000003084608e+02,-5.920078609566078309e-05
3.099999363459768276e+01,1.200000000003008722e+02,-5.923939120617245034e-05
