ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.581322653042548487e-03,-1.803923316523792556e-05,-2.151843746488271442e-03
3.581322646267596360e-03,-1.803923316473347339e-05,-2.151843757763851304e-03
3.581322639492646401e-03,-1.803923316422902123e-05,-2.151843769039431600e-03
3.581322632717694274e-03,-1.803923316372457245e-05,-2.151843780315011462e-03
3.581322625942743448e-03,-1.803923316322011690e-05,-2.151843791590590891e-03
3.581322619167792189e-03,-1.803923316271566473e-05,-2.151843802866171187e-03
3.581322612392840495e-03,-1.803923316221121595e-05,-2.151843814141751049e-03
3.581322605617889236e-03,-1.803923316170676379e-05,-2.151843825417330477e-03
3.581322598842937542e-03,-1.803923316120231162e-05,-2.151843836692910773e-03
3.581322592067985415e-03,-1.803923316069786623e-05,-2.151843847968490635e-03
3.581322585293034589e-03,-1.803923316019341407e-05,-2.151843859244070498e-03
3.581322578518082462e-03,-1.803923315968896868e-05,-2.151843870519649926e-03
3.581322571743131636e-03,-1.803923315918450973e-05,-2.151843881795228921e-03
3.581322564968179509e-03,-1.803923315868006435e-05,-2.151843893070809217e-03
3.581322558193227815e-03,-1.803923315817561218e-05,-2.151843904346389079e-03
3.581322551418275688e-03,-1.803923315767116001e-05,-2.151843915621968941e-03
3.581322544643324862e-03,-1.803923315716670785e-05,-2.151843926897548370e-03
3.581322537868372301e-03,-1.803923315666225568e-05,-2.151843938173127364e-03
3.581322531093420174e-03,-1.803923315615780352e-05,-2.151843949448707227e-03
3.581322524318468481e-03,-1.803923315565335135e-05,-2.151843960724287089e-03
3.581322517543517221e-03,-1.803923315514890596e-05,-2.151843971999866517e-03
3.581322510768565528e-03,-1.803923315464445041e-05,-2.151843983275445946e-03
3.581322503993612967e-03,-1.803923315414000502e-05,-2.151843994551025374e-03
3.581322497218660840e-03,-1.803923315363554946e-05,-2.151844005826604803e-03
3.581322490443709147e-03,-1.803923315313110069e-05,-2.151844017102184665e-03
3.581322483668757453e-03,-1.803923315262664852e-05,-2.151844028377763660e-03
3.581322476893804459e-03,-1.803923315212219974e-05,-2.151844039653343522e-03
3.581322470118852765e-03,-1.803923315161774758e-05,-2.151844050928922517e-03
3.581322463343901072e-03,-1.803923315111329880e-05,-2.151844062204502379e-03
3.581322456568948077e-03,-1.803923315060884663e-05,-2.151844073480081374e-03
3.581322449793996384e-03,-1.803923315010439447e-05,-2.151844084755660802e-03
3.581322443019043823e-03,-1.803923314959994569e-05,-2.151844096031240230e-03
3.581322436244091263e-03,-1.803923314909549352e-05,-2.151844107306819225e-03
3.581322429469139135e-03,-1.803923314859104475e-05,-2.151844118582398654e-03
3.581322422694186575e-03,-1.803923314808658919e-05,-2.151844129857978516e-03
3.581322415919234014e-03,-1.803923314758214041e-05,-2.151844141133557077e-03
3.581322409144281453e-03,-1.803923314707769164e-05,-2.151844152409136506e-03
3.581322402369329326e-03,-1.803923314657323608e-05,-2.151844163684715500e-03
3.581322395594376765e-03,-1.803923314606878392e-05,-2.151844174960294929e-03
3.581322388819424204e-03,-1.803923314556433514e-05,-2.151844186235873056e-03
3.581322382044471644e-03,-1.803923314505988297e-05,-2.151844197511452918e-03
3.581322375269519083e-03,-1.803923314455543420e-05,-2.151844208787031913e-03
3.581322368494566089e-03,-1.803923314405098881e-05,-2.151844220062610908e-03
3.581322361719613528e-03,-1.803923314354653325e-05,-2.151844231338190770e-03
3.581322354944660967e-03,-1.803923314304208109e-05,-2.151844242613768898e-03
3.581322348169708406e-03,-1.803923314253763231e-05,-2.151844253889347892e-03
3.581322341394754978e-03,-1.803923314203317675e-05,-2.151844265164927321e-03
3.581322334619802417e-03,-1.803923314152872798e-05,-2.151844276440505882e-03
3.581322327844849857e-03,-1.803923314102427581e-05,-2.151844287716084877e-03
3.581322321069896428e-03,-1.803923314051982703e-05,-2.151844298991663872e-03
3.581322314294943434e-03,-1.803923314001537148e-05,-2.151844310267242866e-03
3.581322307519990873e-03,-1.803923313951092609e-05,-2.151844321542821428e-03
3.581322300745037445e-03,-1.803923313900647054e-05,-2.151844332818399989e-03
3.581322293970084017e-03,-1.803923313850202176e-05,-2.151844344093979851e-03
3.581322287195131456e-03,-1.803923313799756959e-05,-2.151844355369557978e-03
3.581322280420178028e-03,-1.803923313749312082e-05,-2.151844366645136973e-03
3.581322273645225467e-03,-1.803923313698866865e-05,-2.151844377920715968e-03
3.581322266870272039e-03,-1.803923313648421648e-05,-2.151844389196294529e-03
3.581322260095318611e-03,-1.803923313597976771e-05,-2.151844400471873090e-03
3.581322253320365183e-03,-1.803923313547531554e-05,-2.151844411747452085e-03
3.581322246545411755e-03,-1.803923313497086676e-05,-2.151844423023030212e-03
3.581322239770458327e-03,-1.803923313446641460e-05,-2.151844434298609207e-03
