gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-9.503440627491285819e-02,1.032462460642972167e-02,3.458306663828340094e-02
-5.087544784663852737e-02,-4.630218581231802799e-02,-2.978625441149620329e-02
2.087615799469601761e-03,-1.021074315841731875e-02,7.959853383836394333e-03
-2.739241393781743916e-02,-2.265032368177491082e-02,3.113008126077837154e-02
6.073659259193329996e-02,-2.476656316212390296e-03,-6.550821932578461404e-02
2.952036233996233744e-03,7.354510952879572856e-03,-8.104507577779795913e-02
-1.840190553468577100e-02,4.213984559823064080e-02,-7.735588687257386256e-04
2.300168951889431865e-02,-2.850450816542829391e-02,-7.594344387954306752e-04
-3.845049815776519810e-03,3.677955280031519354e-03,-2.065405211851074202e-03
-4.328004961375107179e-02,2.240706835235530686e-02,5.885724878035378249e-02
3.050024041344418478e-03,4.508100190821538733e-02,1.791309638005258303e-02
-4.879791575046359131e-03,-7.435941866679812717e-02,-2.579195491038226151e-02
-4.918501383079655620e-02,2.000551771708953402e-02,2.068719064500379803e-02
9.785228239618186385e-03,1.608381141493860772e-02,-1.427305749702831479e-02
4.220193317487564572e-02,-1.552352593158472759e-02,2.900873603631451761e-02
1.028424558703737793e-02,-6.195580857587219825e-02,-1.329422188873728358e-02
-6.335064124883640381e-03,-8.218470208833280818e-03,-8.293389817920045204e-02
7.027200215100128100e-02,4.593639876828218421e-02,-3.356449945604794705e-02
1.131174216535250389e-02,1.053929573977827466e-01,-1.115302043205397466e-03
3.278252525057916145e-02,-2.667771123138151790e-02,-6.519144408848655259e-02
-7.055319346619503933e-03,-2.356440769079689093e-02,2.164119807767193177e-02
5.305477203420835841e-02,2.931814158826848843e-02,3.717669784361558177e-02
4.118722474216781476e-02,-8.971959178230782400e-03,-3.439158826419076026e-02
2.217788773167977175e-03,-2.845850206295016255e-02,4.764101003682667812e-02
2.859348920073826600e-02,-8.331875876080278506e-03,3.910897538233190640e-02
9.735046478328821667e-03,-3.120543370393241700e-02,5.169189103060498752e-03
-5.801618272546481964e-02,-3.218804443287408214e-04,1.481157061689518557e-02
4.857398066395136882e-02,4.745178188049532612e-03,2.700219908094082799e-02
5.650093533670508088e-03,-2.026437627035288999e-02,3.622922095090946610e-03
5.864000782693387821e-03,1.761922450123587849e-02,5.068532727855754733e-02
4.444972309169530067e-02,-1.543644124741967369e-02,-4.260276165357546573e-03
4.709465492983476442e-02,-2.655520924391631399e-02,9.460250189808483076e-03
-1.119997865845332764e-02,-5.302015200552608054e-02,9.744836551106009562e-03
-1.855047806261153620e-02,8.941873194913044220e-02,-3.870599544852448143e-02
