ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.502259391857213870e-04,-9.794036036587673522e+00
0.000000000000000000e+00,-1.502259399729074857e-04,-9.794036036731533557e+00
0.000000000000000000e+00,-1.502259407600935301e-04,-9.794036036875398921e+00
0.000000000000000000e+00,-1.502259415472796287e-04,-9.794036037019262508e+00
0.000000000000000000e+00,-1.502259423344657003e-04,-9.794036037163126096e+00
0.000000000000000000e+00,-1.502259431216517718e-04,-9.794036037306987907e+00
0.000000000000000000e+00,-1.502259439088378704e-04,-9.794036037450853271e+00
0.000000000000000000e+00,-1.502259446960239420e-04,-9.794036037594716859e+00
0.000000000000000000e+00,-1.502259454832100406e-04,-9.794036037738576894e+00
0.000000000000000000e+00,-1.502259462703960850e-04,-9.794036037882442258e+00
0.000000000000000000e+00,-1.502259470575821295e-04,-9.794036038026305846e+00
0.000000000000000000e+00,-1.502259478447682010e-04,-9.794036038170169434e+00
0.000000000000000000e+00,-1.502259486319542996e-04,-9.794036038314033021e+00
0.000000000000000000e+00,-1.502259494191403441e-04,-9.794036038457896609e+00
0.000000000000000000e+00,-1.502259502063263885e-04,-9.794036038601760197e+00
0.000000000000000000e+00,-1.502259509935124600e-04,-9.794036038745625561e+00
0.000000000000000000e+00,-1.502259517806985316e-04,-9.794036038889487372e+00
0.000000000000000000e+00,-1.502259525678845760e-04,-9.794036039033349184e+00
0.000000000000000000e+00,-1.502259533550706475e-04,-9.794036039177214548e+00
0.000000000000000000e+00,-1.502259541422566920e-04,-9.794036039321076359e+00
0.000000000000000000e+00,-1.502259549294427364e-04,-9.794036039464939947e+00
0.000000000000000000e+00,-1.502259557166288079e-04,-9.794036039608803534e+00
0.000000000000000000e+00,-1.502259565038148524e-04,-9.794036039752668898e+00
0.000000000000000000e+00,-1.502259572910008968e-04,-9.794036039896530710e+00
0.000000000000000000e+00,-1.502259580781869412e-04,-9.794036040040394298e+00
0.000000000000000000e+00,-1.502259588653729857e-04,-9.794036040184257885e+00
0.000000000000000000e+00,-1.502259596525590030e-04,-9.794036040328121473e+00
0.000000000000000000e+00,-1.502259604397450474e-04,-9.794036040471983284e+00
0.000000000000000000e+00,-1.502259612269311189e-04,-9.794036040615848648e+00
0.000000000000000000e+00,-1.502259620141171634e-04,-9.794036040759714012e+00
0.000000000000000000e+00,-1.502259628013031807e-04,-9.794036040903574047e+00
0.000000000000000000e+00,-1.502259635884892251e-04,-9.794036041047439411e+00
0.000000000000000000e+00,-1.502259643756752696e-04,-9.794036041191302999e+00
0.000000000000000000e+00,-1.502259651628612869e-04,-9.794036041335166587e+00
0.000000000000000000e+00,-1.502259659500473313e-04,-9.794036041479028398e+00
0.000000000000000000e+00,-1.502259667372333758e-04,-9.794036041622893762e+00
0.000000000000000000e+00,-1.502259675244193660e-04,-9.794036041766757350e+00
0.000000000000000000e+00,-1.502259683116054104e-04,-9.794036041910619161e+00
0.000000000000000000e+00,-1.502259690987914819e-04,-9.794036042054484525e+00
0.000000000000000000e+00,-1.502259698859774451e-04,-9.794036042198346337e+00
0.000000000000000000e+00,-1.502259706731634895e-04,-9.794036042342209925e+00
0.000000000000000000e+00,-1.502259714603495068e-04,-9.794036042486073512e+00
0.000000000000000000e+00,-1.502259722475355241e-04,-9.794036042629937100e+00
0.000000000000000000e+00,-1.502259730347215415e-04,-9.794036042773800688e+00
0.000000000000000000e+00,-1.502259738219075588e-04,-9.794036042917666052e+00
0.000000000000000000e+00,-1.502259746090935761e-04,-9.794036043061527863e+00
0.000000000000000000e+00,-1.502259753962795934e-04,-9.794036043205389674e+00
0.000000000000000000e+00,-1.502259761834656108e-04,-9.794036043349256815e+00
0.000000000000000000e+00,-1.502259769706516281e-04,-9.794036043493118626e+00
0.000000000000000000e+00,-1.502259777578376183e-04,-9.794036043636980438e+00
0.000000000000000000e+00,-1.502259785450236356e-04,-9.794036043780845802e+00
0.000000000000000000e+00,-1.502259793322096530e-04,-9.794036043924711166e+00
0.000000000000000000e+00,-1.502259801193956432e-04,-9.794036044068572977e+00
0.000000000000000000e+00,-1.502259809065816605e-04,-9.794036044212436565e+00
0.000000000000000000e+00,-1.502259816937676778e-04,-9.794036044356301929e+00
0.000000000000000000e+00,-1.502259824809536680e-04,-9.794036044500165517e+00
0.000000000000000000e+00,-1.502259832681396854e-04,-9.794036044644027328e+00
0.000000000000000000e+00,-1.502259840553256485e-04,-9.794036044787890916e+00
0.000000000000000000e+00,-1.502259848425116387e-04,-9.794036044931754503e+00
0.000000000000000000e+00,-1.502259856296976560e-04,-9.794036045075618091e+00
0.000000000000000000e+00,-1.502259864168836462e-04,-9.794036045219479902e+00
0.000000000000000000e+00,-1.502259872040696365e-04,-9.794036045363345266e+00
0.000000000000000000e+00,-1.502259879912555996e-04,-9.794036045507208854e+00
0.000000000000000000e+00,-1.502259887784416169e-04,-9.794036045651070665e+00
0.000000000000000000e+00,-1.502259895656275800e-04,-9.794036045794936030e+00
0.000000000000000000e+00,-1.502259903528135702e-04,-9.794036045938799617e+00
0.000000000000000000e+00,-1.502259911399995876e-04,-9.794036046082661429e+00
0.000000000000000000e+00,-1.502259919271855236e-04,-9.794036046226525016e+00
0.000000000000000000e+00,-1.502259927143715138e-04,-9.794036046370388604e+00
0.000000000000000000e+00,-1.502259935015575040e-04,-9.794036046514252192e+00
0.000000000000000000e+00,-1.502259942887434942e-04,-9.794036046658117556e+00
0.000000000000000000e+00,-1.502259950759294574e-04,-9.794036046801979367e+00
0.000000000000000000e+00,-1.502259958631154476e-04,-9.794036046945842955e+00
0.000000000000000000e+00,-1.502259966503014107e-04,-9.794036047089708319e+00
0.000000000000000000e+00,-1.502259974374874009e-04,-9.794036047233571907e+00
0.000000000000000000e+00,-1.502259982246733640e-04,-9.794036047377433718e+00
0.000000000000000000e+00,-1.502259990118593000e-04,-9.794036047521297306e+00
0.000000000000000000e+00,-1.502259997990452903e-04,-9.794036047665160893e+00
0.000000000000000000e+00,-1.502260005862312534e-04,-9.794036047809024481e+00
0.000000000000000000e+00,-1.502260013734172165e-04,-9.794036047952886292e+00
0.000000000000000000e+00,-1.502260021606031796e-04,-9.794036048096751657e+00
0.000000000000000000e+00,-1.502260029477891427e-04,-9.794036048240615244e+00
0.000000000000000000e+00,-1.502260037349751058e-04,-9.794036048384477056e+00
0.000000000000000000e+00,-1.502260045221610418e-04,-9.794036048528342420e+00
0.000000000000000000e+00,-1.502260053093470321e-04,-9.794036048672206007e+00
0.000000000000000000e+00,-1.502260060965329681e-04,-9.794036048816069595e+00
0.000000000000000000e+00,-1.502260068837189041e-04,-9.794036048959929630e+00
0.000000000000000000e+00,-1.502260076709048943e-04,-9.794036049103796771e+00
0.000000000000000000e+00,-1.502260084580908032e-04,-9.794036049247658582e+00
0.000000000000000000e+00,-1.502260092452767663e-04,-9.794036049391522170e+00
0.000000000000000000e+00,-1.502260100324627565e-04,-9.794036049535385757e+00
0.000000000000000000e+00,-1.502260108196486654e-04,-9.794036049679249345e+00
0.000000000000000000e+00,-1.502260116068346286e-04,-9.794036049823112933e+00
0.000000000000000000e+00,-1.502260123940205375e-04,-9.794036049966976520e+00
0.000000000000000000e+00,-1.502260131812065006e-04,-9.794036050110840108e+00
0.000000000000000000e+00,-1.502260139683924366e-04,-9.794036050254703696e+00
0.000000000000000000e+00,-1.502260147555783726e-04,-9.794036050398569060e+00
0.000000000000000000e+00,-1.502260155427643086e-04,-9.794036050542429095e+00
0.000000000000000000e+00,-1.502260163299502717e-04,-9.794036050686294459e+00
0.000000000000000000e+00,-1.502260171171361806e-04,-9.794036050830158047e+00
