pos_lat (deg),pos_lon (deg),pos_alt (m)
2.999999999999999645e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.000000018042002026e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.000000036084324506e+01,1.199999999999976552e+02,-8.914615013275635841e-07
3.000000054126383375e+01,1.199999999999928377e+02,-1.432441366357134250e-06
3.000000072167874521e+01,1.199999999999970868e+02,-1.973094691515619995e-06
3.000000090209307047e+01,1.200000000000080576e+02,-2.530596501358125823e-06
3.000000108250669584e+01,1.200000000000230216e+02,-2.426317554010646256e-06
3.000000126292210112e+01,1.200000000000366782e+02,-2.259398575266141499e-06
3.000000144333155205e+01,1.200000000000502638e+02,-1.797872054543072240e-06
3.000000162374345436e+01,1.200000000000657678e+02,-1.139403555371592431e-06
3.000000180415463547e+01,1.200000000000817977e+02,-9.096631057959023804e-07
3.000000198457307476e+01,1.200000000001102904e+02,-2.804770691334724240e-07
3.000000216498957428e+01,1.200000000001381295e+02,-6.096324463718805170e-07
3.000000234541013455e+01,1.200000000001599290e+02,-1.207733149577396278e-06
3.000000252583963700e+01,1.200000000001824816e+02,-1.871125075989332129e-06
3.000000270627104726e+01,1.200000000002116138e+02,-2.011926022972637676e-06
3.000000288671116522e+01,1.200000000002359570e+02,-1.834232759086954798e-06
3.000000306715311638e+01,1.200000000002653451e+02,-1.293599413287100631e-06
3.000000324760088688e+01,1.200000000002849418e+02,-9.496209580019894523e-07
3.000000342805286735e+01,1.200000000003043823e+02,-3.492382748308159803e-07
3.000000360849927716e+01,1.200000000003250165e+02,6.480709794026009637e-07
3.000000378894610975e+01,1.200000000003573888e+02,2.022228151493226477e-06
3.000000396939037373e+01,1.200000000003798704e+02,3.875061056094028854e-06
3.000000414983671604e+01,1.200000000004028209e+02,5.236870093694036385e-06
3.000000433028669278e+01,1.200000000004294662e+02,6.323918730224842034e-06
3.000000451073749019e+01,1.200000000004539942e+02,7.829203868711597875e-06
3.000000469118781510e+01,1.200000000004721841e+02,9.020333583268729899e-06
3.000000487162909835e+01,1.200000000004918377e+02,9.897481273594939679e-06
3.000000505207628265e+01,1.200000000005136371e+02,1.060365743754324150e-05
3.000000523251981832e+01,1.200000000005411920e+02,1.167710465207132093e-05
3.000000541296330070e+01,1.200000000005665157e+02,1.339100658032911204e-05
3.000000559341264506e+01,1.200000000005919532e+02,1.466896930994211327e-05
3.000000577385921829e+01,1.200000000006182148e+02,1.573755868433361700e-05
3.000000595430104156e+01,1.200000000006441923e+02,1.648236732726270865e-05
3.000000613473682165e+01,1.200000000006713208e+02,1.652675754351951891e-05
3.000000631517811200e+01,1.200000000007061516e+02,1.604297439195929650e-05
3.000000649561813404e+01,1.200000000007398455e+02,1.569177784467874607e-05
3.000000667605598892e+01,1.200000000007759127e+02,1.543277468007475184e-05
3.000000685648987897e+01,1.200000000008170815e+02,1.565368679631130039e-05
3.000000703692606052e+01,1.200000000008651853e+02,1.523538935214814880e-05
3.000000721736319065e+01,1.200000000009124790e+02,1.453024523625815490e-05
3.000000739780411863e+01,1.200000000009689956e+02,1.401249332518598675e-05
3.000000757824929920e+01,1.200000000010229542e+02,1.375910739944842301e-05
3.000000775869102299e+01,1.200000000010835919e+02,1.403441444420495246e-05
3.000000793913255137e+01,1.200000000011428511e+02,1.366990759164766202e-05
3.000000811958051372e+01,1.200000000011949339e+02,1.328388114342138860e-05
3.000000830002993268e+01,1.200000000012337864e+02,1.268845088421670477e-05
3.000000848048026825e+01,1.200000000012734347e+02,1.259147217942873382e-05
3.000000866093134633e+01,1.200000000013076118e+02,1.197601167385897238e-05
3.000000884137939039e+01,1.200000000013381083e+02,1.165447466118050215e-05
