q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999889174207e-01,-3.669104185583420611e-06,-2.067882297678868300e-06,2.103980379982635056e-06
9.999999999577059429e-01,-5.859375452110982983e-06,1.113317496144486816e-06,7.001174993298915609e-06
9.999999999663328198e-01,-4.895270020754366318e-06,2.112004365470904491e-06,6.237804260820297636e-06
9.999999999295844377e-01,-7.414965953213164947e-06,-2.393170707790080522e-06,8.951086828901264885e-06
9.999999999004129947e-01,-1.038754993854718388e-05,-7.358637926627009239e-06,6.092872637205653975e-06
9.999999998972237680e-01,-6.300804866380589224e-06,-1.081601562817285636e-05,6.990418557710507644e-06
9.999999998681743385e-01,-6.999842893725266181e-07,-8.963713841953386362e-06,1.352084797674905471e-05
9.999999999180655408e-01,-7.392513302022113410e-07,-8.861059142642169534e-06,9.208911450714377282e-06
9.999999999118589500e-01,-2.981978003619057345e-06,-8.965456091680813777e-06,9.327942159125099378e-06
9.999999999458900612e-01,-4.206735859043281320e-06,-3.627474543600336804e-06,8.795711747165441485e-06
9.999999998941643264e-01,-6.707938057696046847e-06,-6.619051401982664172e-06,1.108435206115712776e-05
9.999999999152934249e-01,-5.328759330272512711e-06,-8.604180009523013559e-06,8.184459991041108601e-06
9.999999999212986213e-01,-7.745598913916854490e-06,-9.281771302904992966e-06,3.355158820409962454e-06
9.999999999684503482e-01,-3.428373681317369057e-06,-7.094587906674733506e-06,1.006243495571792041e-06
9.999999999565654107e-01,-5.321000360143529730e-06,-7.638537116505720353e-06,-4.571330524277450983e-07
9.999999999780551097e-01,-3.171346981972919500e-06,-3.027446293457678709e-06,4.966578435042552217e-06
9.999999999179834953e-01,-4.085157254840539194e-06,-8.181710793130634110e-06,8.966837164301811377e-06
9.999999998561468484e-01,-7.775803383378237734e-06,-4.520976249160153734e-06,1.438067995993738431e-05
9.999999998535334944e-01,-4.203631375188767930e-06,1.362588693535169654e-06,1.653499312973920739e-05
9.999999998193035422e-01,-3.363949998053754394e-06,4.378621978864036066e-06,1.819078163501665685e-05
