vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000123539196475786e+00,-5.680589635515415894e-05,-2.087677558743226825e-05
2.000097166265695670e+00,4.757769304271946740e-05,6.854414293808411165e-05
2.000132705751900719e+00,5.466548114175122293e-05,3.259758280016933682e-05
2.000149398633719322e+00,1.473525644165119084e-04,-5.253214025621989828e-05
2.000204566730300115e+00,1.353099053901821939e-04,-1.311310293289622074e-04
2.000148963136662239e+00,1.165722292393795486e-04,-1.015195785352419314e-04
2.000171291588771272e+00,9.256878865393320061e-05,-7.310615776542229570e-05
2.000149143522305106e+00,-1.019827323635758443e-06,-8.221513452399391178e-05
2.000109436514222683e+00,7.589098687681301023e-05,-5.737819195574175304e-05
2.000098421715980734e+00,-2.087188845925952896e-06,-2.508857392314555433e-05
2.000062483868672913e+00,-6.999224151167559769e-05,-1.312472559241635775e-05
2.000134674084323549e+00,-1.907376133419144888e-05,-6.401112725994769111e-05
2.000156183304113711e+00,-5.554300691891841398e-05,5.547051506347262188e-06
2.000062019571593463e+00,-1.073725187892870571e-04,1.341112993189774106e-06
2.000009406275358614e+00,-1.850651112758854152e-04,1.770085032126895996e-05
1.999968368645318906e+00,-1.712745296042508759e-04,-3.362406934765716242e-06
1.999990573706582175e+00,-1.664617609960324291e-04,1.094776184317290504e-05
2.000028152421056138e+00,-2.332261683374247893e-04,4.787891943353481876e-05
1.999955513002193985e+00,-2.554524990894022725e-04,6.650024002280146976e-05
1.999906321598047265e+00,-2.163377120700881546e-04,1.654581599769349657e-04
1.999919362699637659e+00,-2.087944799145819178e-04,2.128490376389024195e-04
1.999983623158709589e+00,-2.543310419444808762e-04,2.523778754721012533e-04
1.999980380561604987e+00,-2.451173729354358876e-04,2.456102717484173899e-04
2.000007548329665763e+00,-1.881963302319672720e-04,2.383887264455424959e-04
1.999953931358403825e+00,-8.790218809254188054e-05,3.845813504506536817e-04
1.999926129682543019e+00,-1.350891962274751532e-04,3.886731808680459876e-04
1.999931845269588448e+00,-1.048286459544616389e-04,3.801074016296856432e-04
1.999920388407712801e+00,-1.628619605877502236e-06,3.006098497775439807e-04
1.999939844363859631e+00,9.322496149403853541e-05,3.670196173185282223e-04
2.000048919057164643e+00,1.128425520212285478e-04,3.574440340724567718e-04
2.000076207591814370e+00,1.071320742580010512e-04,3.857704828151103352e-04
2.000078184556452587e+00,4.563997613572036470e-05,3.890272531213262138e-04
2.000068349080164065e+00,-3.827852576548975414e-05,3.687116846453109584e-04
2.000104680673903346e+00,-6.894210024963157201e-05,2.789852946034186319e-04
2.000069684057579789e+00,-5.505505003232669125e-05,2.595827851109186154e-04
2.000021244475214122e+00,-8.282913837080551180e-05,2.822581075771847569e-04
1.999986606419787094e+00,-4.852339609882836807e-05,2.957229987316926153e-04
1.999903195317638716e+00,-4.869965993750838371e-05,3.434094322220406881e-04
1.999967809470511337e+00,6.940501674330725173e-05,3.631895194075034257e-04
1.999938050370563491e+00,1.244532703284181342e-04,3.706963995893511397e-04
1.999926857403313551e+00,8.335842215858000899e-05,3.098297262314540605e-04
1.999983190356969143e+00,1.036417189335723621e-04,2.869946280327866886e-04
1.999988521542162223e+00,1.099406673939317666e-04,3.701740471865054864e-04
2.000023668217860706e+00,8.019753157216393620e-05,3.339785006071751454e-04
