ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.502284621380708387e-04,-9.794036497677812036e+00
0.000000000000000000e+00,-1.502284629252520585e-04,-9.794036497821675624e+00
0.000000000000000000e+00,-1.502284637124332782e-04,-9.794036497965540988e+00
0.000000000000000000e+00,-1.502284644996145250e-04,-9.794036498109406352e+00
0.000000000000000000e+00,-1.502284652867957990e-04,-9.794036498253271716e+00
0.000000000000000000e+00,-1.502284660739770187e-04,-9.794036498397135304e+00
0.000000000000000000e+00,-1.502284668611582384e-04,-9.794036498541000668e+00
0.000000000000000000e+00,-1.502284676483394582e-04,-9.794036498684866032e+00
0.000000000000000000e+00,-1.502284684355206779e-04,-9.794036498828731396e+00
0.000000000000000000e+00,-1.502284692227019518e-04,-9.794036498972596760e+00
0.000000000000000000e+00,-1.502284700098831445e-04,-9.794036499116462124e+00
0.000000000000000000e+00,-1.502284707970643642e-04,-9.794036499260327489e+00
0.000000000000000000e+00,-1.502284715842455839e-04,-9.794036499404189300e+00
0.000000000000000000e+00,-1.502284723714268036e-04,-9.794036499548054664e+00
0.000000000000000000e+00,-1.502284731586080234e-04,-9.794036499691920028e+00
0.000000000000000000e+00,-1.502284739457892431e-04,-9.794036499835783616e+00
0.000000000000000000e+00,-1.502284747329704628e-04,-9.794036499979648980e+00
0.000000000000000000e+00,-1.502284755201516555e-04,-9.794036500123514344e+00
0.000000000000000000e+00,-1.502284763073329023e-04,-9.794036500267379708e+00
0.000000000000000000e+00,-1.502284770945140949e-04,-9.794036500411245072e+00
0.000000000000000000e+00,-1.502284778816953147e-04,-9.794036500555110436e+00
0.000000000000000000e+00,-1.502284786688765344e-04,-9.794036500698975800e+00
0.000000000000000000e+00,-1.502284794560577270e-04,-9.794036500842839388e+00
0.000000000000000000e+00,-1.502284802432389467e-04,-9.794036500986704752e+00
0.000000000000000000e+00,-1.502284810304201394e-04,-9.794036501130570116e+00
0.000000000000000000e+00,-1.502284818176013320e-04,-9.794036501274433704e+00
0.000000000000000000e+00,-1.502284826047825246e-04,-9.794036501418299068e+00
0.000000000000000000e+00,-1.502284833919637443e-04,-9.794036501562166208e+00
0.000000000000000000e+00,-1.502284841791449370e-04,-9.794036501706029796e+00
0.000000000000000000e+00,-1.502284849663261296e-04,-9.794036501849896936e+00
0.000000000000000000e+00,-1.502284857535073222e-04,-9.794036501993760524e+00
0.000000000000000000e+00,-1.502284865406885148e-04,-9.794036502137624112e+00
0.000000000000000000e+00,-1.502284873278697075e-04,-9.794036502281491252e+00
0.000000000000000000e+00,-1.502284881150509001e-04,-9.794036502425354840e+00
0.000000000000000000e+00,-1.502284889022320927e-04,-9.794036502569218428e+00
0.000000000000000000e+00,-1.502284896894132853e-04,-9.794036502713085568e+00
0.000000000000000000e+00,-1.502284904765944780e-04,-9.794036502856950932e+00
0.000000000000000000e+00,-1.502284912637756164e-04,-9.794036503000814520e+00
0.000000000000000000e+00,-1.502284920509568090e-04,-9.794036503144681660e+00
0.000000000000000000e+00,-1.502284928381380016e-04,-9.794036503288545248e+00
0.000000000000000000e+00,-1.502284936253191672e-04,-9.794036503432410612e+00
0.000000000000000000e+00,-1.502284944125003598e-04,-9.794036503576275976e+00
0.000000000000000000e+00,-1.502284951996815524e-04,-9.794036503720139564e+00
0.000000000000000000e+00,-1.502284959868627179e-04,-9.794036503864004928e+00
0.000000000000000000e+00,-1.502284967740439106e-04,-9.794036504007870292e+00
0.000000000000000000e+00,-1.502284975612250490e-04,-9.794036504151735656e+00
0.000000000000000000e+00,-1.502284983484062145e-04,-9.794036504295601020e+00
0.000000000000000000e+00,-1.502284991355873800e-04,-9.794036504439466384e+00
0.000000000000000000e+00,-1.502284999227685726e-04,-9.794036504583331748e+00
0.000000000000000000e+00,-1.502285007099497382e-04,-9.794036504727197112e+00
0.000000000000000000e+00,-1.502285014971309037e-04,-9.794036504871060700e+00
0.000000000000000000e+00,-1.502285022843120421e-04,-9.794036505014926064e+00
0.000000000000000000e+00,-1.502285030714932076e-04,-9.794036505158791428e+00
0.000000000000000000e+00,-1.502285038586743731e-04,-9.794036505302655016e+00
0.000000000000000000e+00,-1.502285046458555387e-04,-9.794036505446522156e+00
0.000000000000000000e+00,-1.502285054330367313e-04,-9.794036505590385744e+00
0.000000000000000000e+00,-1.502285062202178697e-04,-9.794036505734251108e+00
0.000000000000000000e+00,-1.502285070073990081e-04,-9.794036505878116472e+00
0.000000000000000000e+00,-1.502285077945801736e-04,-9.794036506021981836e+00
0.000000000000000000e+00,-1.502285085817613121e-04,-9.794036506165847200e+00
0.000000000000000000e+00,-1.502285093689424505e-04,-9.794036506309710788e+00
0.000000000000000000e+00,-1.502285101561236160e-04,-9.794036506453576152e+00
0.000000000000000000e+00,-1.502285109433047815e-04,-9.794036506597441516e+00
0.000000000000000000e+00,-1.502285117304859199e-04,-9.794036506741306880e+00
0.000000000000000000e+00,-1.502285125176670583e-04,-9.794036506885170468e+00
0.000000000000000000e+00,-1.502285133048481696e-04,-9.794036507029037608e+00
0.000000000000000000e+00,-1.502285140920293352e-04,-9.794036507172901196e+00
0.000000000000000000e+00,-1.502285148792104736e-04,-9.794036507316768336e+00
0.000000000000000000e+00,-1.502285156663915849e-04,-9.794036507460631924e+00
0.000000000000000000e+00,-1.502285164535727233e-04,-9.794036507604495512e+00
0.000000000000000000e+00,-1.502285172407538888e-04,-9.794036507748362652e+00
0.000000000000000000e+00,-1.502285180279350001e-04,-9.794036507892226240e+00
0.000000000000000000e+00,-1.502285188151161657e-04,-9.794036508036091604e+00
0.000000000000000000e+00,-1.502285196022972499e-04,-9.794036508179958744e+00
0.000000000000000000e+00,-1.502285203894783883e-04,-9.794036508323824108e+00
0.000000000000000000e+00,-1.502285211766595267e-04,-9.794036508467689472e+00
0.000000000000000000e+00,-1.502285219638406380e-04,-9.794036508611554837e+00
0.000000000000000000e+00,-1.502285227510217764e-04,-9.794036508755418424e+00
0.000000000000000000e+00,-1.502285235382028877e-04,-9.794036508899285565e+00
0.000000000000000000e+00,-1.502285243253840261e-04,-9.794036509043149152e+00
0.000000000000000000e+00,-1.502285251125651375e-04,-9.794036509187014516e+00
0.000000000000000000e+00,-1.502285258997462759e-04,-9.794036509330879881e+00
0.000000000000000000e+00,-1.502285266869273601e-04,-9.794036509474741692e+00
0.000000000000000000e+00,-1.502285274741084985e-04,-9.794036509618607056e+00
0.000000000000000000e+00,-1.502285282612895827e-04,-9.794036509762474196e+00
0.000000000000000000e+00,-1.502285290484707211e-04,-9.794036509906337784e+00
0.000000000000000000e+00,-1.502285298356518053e-04,-9.794036510050203148e+00
0.000000000000000000e+00,-1.502285306228329166e-04,-9.794036510194068512e+00
0.000000000000000000e+00,-1.502285314100140550e-04,-9.794036510337932100e+00
0.000000000000000000e+00,-1.502285321971951664e-04,-9.794036510481797464e+00
0.000000000000000000e+00,-1.502285329843762506e-04,-9.794036510625662828e+00
0.000000000000000000e+00,-1.502285337715573348e-04,-9.794036510769526416e+00
0.000000000000000000e+00,-1.502285345587384461e-04,-9.794036510913393556e+00
0.000000000000000000e+00,-1.502285353459195303e-04,-9.794036511057258920e+00
0.000000000000000000e+00,-1.502285361331006416e-04,-9.794036511201122508e+00
0.000000000000000000e+00,-1.502285369202817258e-04,-9.794036511344989648e+00
0.000000000000000000e+00,-1.502285377074628100e-04,-9.794036511488853236e+00
0.000000000000000000e+00,-1.502285384946439484e-04,-9.794036511632718600e+00
0.000000000000000000e+00,-1.502285392818250326e-04,-9.794036511776583964e+00
0.000000000000000000e+00,-1.502285400690061439e-04,-9.794036511920447552e+00
