q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999908574244e-01,-3.171153136007908387e-06,-2.394619009602595057e-06,-1.579457826787943279e-06
9.999999999471105294e-01,-9.957909346796838416e-06,-1.873497646142949381e-06,-1.763245192851745566e-06
9.999999999235554826e-01,-1.069948977910805185e-05,5.717710588278354919e-07,-6.171138065007709268e-06
9.999999999123030392e-01,-1.056382183357889734e-05,-6.233576871794424131e-06,-4.994219117413194711e-06
9.999999998806261559e-01,-1.312768161664007476e-05,-5.094279728390669197e-06,-6.360806537439647836e-06
9.999999998860691353e-01,-1.327190216990288256e-05,-6.524008055494750062e-06,-3.025830143555179354e-06
9.999999998867384887e-01,-1.294306263515231843e-05,-9.132957427753238972e-07,-7.626663488330076751e-06
9.999999998446579275e-01,-1.397034917680691786e-05,-1.594860634019720302e-06,-1.062873809916553291e-05
9.999999998975291904e-01,-1.139297460933601006e-05,-5.592696124627675727e-06,-6.622930103817069345e-06
9.999999998080736363e-01,-1.644449962832544762e-05,-4.912610461193164090e-06,-9.449719166460772147e-06
9.999999996087268750e-01,-2.330154172995578147e-05,2.510945511027000965e-07,-1.547647409903522993e-05
9.999999996507750177e-01,-2.343850717825303386e-05,1.778481111250253325e-06,-1.207988040320107918e-05
9.999999996992822160e-01,-2.337736646632012944e-05,-1.439974933318686191e-06,-7.270529883697120160e-06
9.999999996327268992e-01,-2.554630770075544844e-05,1.933621449553554019e-06,-8.842705128243599923e-06
9.999999995728523494e-01,-2.743489698276914315e-05,-1.983839399366571983e-06,-9.883624190079680802e-06
9.999999995887928206e-01,-2.728943418911395581e-05,-1.086217070825961263e-06,-8.747639712458877518e-06
9.999999996067630015e-01,-2.701581547538727795e-05,6.357663288538597702e-07,-7.497697214447521886e-06
9.999999996672664926e-01,-2.569048138920342181e-05,2.168581249544349467e-06,-8.737253112320472304e-07
9.999999995846106104e-01,-2.796449826209898801e-05,6.983244999651154650e-06,3.665985298944892483e-09
9.999999997004649366e-01,-2.388287199253304007e-05,5.344259156031989345e-06,-3.425489354658087838e-07
9.999999995981387890e-01,-2.757280434924963341e-05,1.892946063230968976e-06,-6.315022627420618474e-06
9.999999993880163141e-01,-3.153140640889248784e-05,7.084512164138772977e-06,-1.339953524278435413e-05
9.999999992608163968e-01,-3.600046190245934975e-05,5.659255493216906063e-06,-1.225996461001887749e-05
9.999999990810648498e-01,-3.673979358584846536e-05,1.351428841538851236e-05,-1.747632424271456327e-05
9.999999989770416153e-01,-3.521690967245454015e-05,2.201516321719555917e-05,-1.791698800067211919e-05
9.999999988719676658e-01,-3.553260212000076843e-05,2.422356451310629243e-05,-2.016724516713336857e-05
9.999999991766050922e-01,-2.546278171447612052e-05,2.281819502093771339e-05,-2.185786674325905119e-05
9.999999993306262214e-01,-2.567815049342803957e-05,1.789131345786056782e-05,-1.895470923745522549e-05
9.999999992201675791e-01,-2.469464645659571385e-05,2.139751219457096509e-05,-2.218075238937913308e-05
