ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.581308534365960396e-03,-1.803922938021065823e-05,-2.151867244086849273e-03
3.581308527590936278e-03,-1.803922937970620267e-05,-2.151867255362382731e-03
3.581308520815913027e-03,-1.803922937920175051e-05,-2.151867266637915322e-03
3.581308514040888909e-03,-1.803922937869729495e-05,-2.151867277913448780e-03
3.581308507265864791e-03,-1.803922937819283940e-05,-2.151867289188981805e-03
3.581308500490841540e-03,-1.803922937768838723e-05,-2.151867300464514830e-03
3.581308493715817422e-03,-1.803922937718393168e-05,-2.151867311740048288e-03
3.581308486940793304e-03,-1.803922937667947613e-05,-2.151867323015581313e-03
3.581308480165769186e-03,-1.803922937617502396e-05,-2.151867334291113470e-03
3.581308473390745067e-03,-1.803922937567056841e-05,-2.151867345566647362e-03
3.581308466615720949e-03,-1.803922937516611285e-05,-2.151867356842180386e-03
3.581308459840696831e-03,-1.803922937466166407e-05,-2.151867368117712977e-03
3.581308453065673147e-03,-1.803922937415720852e-05,-2.151867379393246002e-03
3.581308446290648161e-03,-1.803922937365275297e-05,-2.151867390668779027e-03
3.581308439515624911e-03,-1.803922937314829741e-05,-2.151867401944311184e-03
3.581308432740599925e-03,-1.803922937264384525e-05,-2.151867413219844209e-03
3.581308425965574940e-03,-1.803922937213939308e-05,-2.151867424495377667e-03
3.581308419190551689e-03,-1.803922937163493414e-05,-2.151867435770909390e-03
3.581308412415527137e-03,-1.803922937113048536e-05,-2.151867447046442415e-03
3.581308405640502152e-03,-1.803922937062602642e-05,-2.151867458321975440e-03
3.581308398865478033e-03,-1.803922937012157425e-05,-2.151867469597508031e-03
3.581308392090453048e-03,-1.803922936961711870e-05,-2.151867480873040622e-03
3.581308385315428930e-03,-1.803922936911266315e-05,-2.151867492148573213e-03
3.581308378540404812e-03,-1.803922936860821098e-05,-2.151867503424105803e-03
3.581308371765380260e-03,-1.803922936810375543e-05,-2.151867514699638828e-03
3.581308364990355275e-03,-1.803922936759930665e-05,-2.151867525975170985e-03
3.581308358215330289e-03,-1.803922936709484771e-05,-2.151867537250704010e-03
3.581308351440306171e-03,-1.803922936659039215e-05,-2.151867548526236601e-03
3.581308344665281619e-03,-1.803922936608593999e-05,-2.151867559801768758e-03
3.581308337890256634e-03,-1.803922936558148443e-05,-2.151867571077301783e-03
3.581308331115231648e-03,-1.803922936507702888e-05,-2.151867582352834374e-03
3.581308324340207096e-03,-1.803922936457257671e-05,-2.151867593628366097e-03
3.581308317565181244e-03,-1.803922936406812455e-05,-2.151867604903899122e-03
3.581308310790157125e-03,-1.803922936356367238e-05,-2.151867616179431713e-03
3.581308304015132574e-03,-1.803922936305921344e-05,-2.151867627454963870e-03
3.581308297240106721e-03,-1.803922936255476127e-05,-2.151867638730496461e-03
3.581308290465081735e-03,-1.803922936205030572e-05,-2.151867650006028185e-03
3.581308283690057184e-03,-1.803922936154584678e-05,-2.151867661281560776e-03
3.581308276915031331e-03,-1.803922936104140139e-05,-2.151867672557093800e-03
3.581308270140006345e-03,-1.803922936053694245e-05,-2.151867683832625958e-03
3.581308263364981793e-03,-1.803922936003249028e-05,-2.151867695108158115e-03
3.581308256589955941e-03,-1.803922935952803473e-05,-2.151867706383690272e-03
3.581308249814931389e-03,-1.803922935902358256e-05,-2.151867717659222429e-03
3.581308243039905536e-03,-1.803922935851912701e-05,-2.151867728934755020e-03
3.581308236264880551e-03,-1.803922935801466806e-05,-2.151867740210287178e-03
3.581308229489855131e-03,-1.803922935751021929e-05,-2.151867751485819335e-03
3.581308222714829279e-03,-1.803922935700576034e-05,-2.151867762761351058e-03
3.581308215939804727e-03,-1.803922935650131157e-05,-2.151867774036883649e-03
3.581308209164778874e-03,-1.803922935599685601e-05,-2.151867785312415807e-03
3.581308202389753455e-03,-1.803922935549240046e-05,-2.151867796587947530e-03
3.581308195614728469e-03,-1.803922935498794490e-05,-2.151867807863479688e-03
3.581308188839702183e-03,-1.803922935448349274e-05,-2.151867819139011845e-03
3.581308182064676330e-03,-1.803922935397904057e-05,-2.151867830414544002e-03
3.581308175289650911e-03,-1.803922935347458502e-05,-2.151867841690075726e-03
3.581308168514625058e-03,-1.803922935297012947e-05,-2.151867852965607449e-03
3.581308161739600506e-03,-1.803922935246567730e-05,-2.151867864241140040e-03
3.581308154964573786e-03,-1.803922935196121836e-05,-2.151867875516672197e-03
3.581308148189548367e-03,-1.803922935145676619e-05,-2.151867886792203487e-03
3.581308141414522514e-03,-1.803922935095231403e-05,-2.151867898067735645e-03
3.581308134639497095e-03,-1.803922935044785847e-05,-2.151867909343267368e-03
3.581308127864470808e-03,-1.803922934994339953e-05,-2.151867920618799526e-03
3.581308121089444955e-03,-1.803922934943895075e-05,-2.151867931894330815e-03
3.581308114314418669e-03,-1.803922934893449520e-05,-2.151867943169863406e-03
3.581308107539392816e-03,-1.803922934843003964e-05,-2.151867954445395130e-03
3.581308100764366530e-03,-1.803922934792559087e-05,-2.151867965720926420e-03
3.581308093989341110e-03,-1.803922934742113192e-05,-2.151867976996459444e-03
3.581308087214315258e-03,-1.803922934691667976e-05,-2.151867988271989867e-03
3.581308080439288971e-03,-1.803922934641222420e-05,-2.151867999547522024e-03
3.581308073664262251e-03,-1.803922934590777204e-05,-2.151868010823053748e-03
3.581308066889235964e-03,-1.803922934540331310e-05,-2.151868022098585038e-03
3.581308060114210545e-03,-1.803922934489885754e-05,-2.151868033374116761e-03
3.581308053339183825e-03,-1.803922934439440877e-05,-2.151868044649648485e-03
3.581308046564157539e-03,-1.803922934388995321e-05,-2.151868055925180209e-03
3.581308039789131252e-03,-1.803922934338549766e-05,-2.151868067200712366e-03
3.581308033014104966e-03,-1.803922934288104549e-05,-2.151868078476243222e-03
3.581308026239078245e-03,-1.803922934237658994e-05,-2.151868089751774512e-03
3.581308019464051959e-03,-1.803922934187213100e-05,-2.151868101027306236e-03
3.581308012689025672e-03,-1.803922934136768222e-05,-2.151868112302837959e-03
3.581308005913998952e-03,-1.803922934086322666e-05,-2.151868123578370116e-03
3.581307999138972666e-03,-1.803922934035877450e-05,-2.151868134853900973e-03
3.581307992363945512e-03,-1.803922933985431894e-05,-2.151868146129432263e-03
3.581307985588919225e-03,-1.803922933934986339e-05,-2.151868157404963119e-03
3.581307978813892939e-03,-1.803922933884541461e-05,-2.151868168680494842e-03
3.581307972038865785e-03,-1.803922933834095228e-05,-2.151868179956026566e-03
3.581307965263839065e-03,-1.803922933783650350e-05,-2.151868191231557422e-03
3.581307958488812778e-03,-1.803922933733204456e-05,-2.151868202507089146e-03
3.581307951713785624e-03,-1.803922933682759240e-05,-2.151868213782620002e-03
3.581307944938758470e-03,-1.803922933632314023e-05,-2.151868225058151726e-03
3.581307938163732184e-03,-1.803922933581868468e-05,-2.151868236333683015e-03
3.581307931388704596e-03,-1.803922933531423251e-05,-2.151868247609214739e-03
3.581307924613678310e-03,-1.803922933480977357e-05,-2.151868258884745162e-03
3.581307917838651156e-03,-1.803922933430532140e-05,-2.151868270160276451e-03
3.581307911063624002e-03,-1.803922933380086924e-05,-2.151868281435807741e-03
3.581307904288596848e-03,-1.803922933329641368e-05,-2.151868292711339465e-03
3.581307897513570562e-03,-1.803922933279196152e-05,-2.151868303986869888e-03
3.581307890738542540e-03,-1.803922933228750258e-05,-2.151868315262401177e-03
3.581307883963516254e-03,-1.803922933178305041e-05,-2.151868326537931600e-03
3.581307877188488666e-03,-1.803922933127859486e-05,-2.151868337813463324e-03
3.581307870413461512e-03,-1.803922933077414269e-05,-2.151868349088994180e-03
3.581307863638434359e-03,-1.803922933026968375e-05,-2.151868360364525036e-03
