ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.582709579868836869e-03,-1.803933645345540579e-05,-2.149533791502812857e-03
3.582709573101119840e-03,-1.803933645295129922e-05,-2.149533802782824070e-03
3.582709566333401943e-03,-1.803933645244718925e-05,-2.149533814062835283e-03
3.582709559565684914e-03,-1.803933645194307929e-05,-2.149533825342846063e-03
3.582709552797968319e-03,-1.803933645143897271e-05,-2.149533836622857710e-03
3.582709546030250422e-03,-1.803933645093485936e-05,-2.149533847902868923e-03
3.582709539262532959e-03,-1.803933645043075956e-05,-2.149533859182880136e-03
3.582709532494815063e-03,-1.803933644992664621e-05,-2.149533870462890916e-03
3.582709525727098034e-03,-1.803933644942253963e-05,-2.149533881742902129e-03
3.582709518959380137e-03,-1.803933644891843644e-05,-2.149533893022913342e-03
3.582709512191662674e-03,-1.803933644841432309e-05,-2.149533904302924122e-03
3.582709505423945645e-03,-1.803933644791021312e-05,-2.149533915582935335e-03
3.582709498656227749e-03,-1.803933644740610655e-05,-2.149533926862946115e-03
3.582709491888509852e-03,-1.803933644690199658e-05,-2.149533938142956895e-03
3.582709485120792389e-03,-1.803933644639789001e-05,-2.149533949422968108e-03
3.582709478353074493e-03,-1.803933644589377665e-05,-2.149533960702978887e-03
3.582709471585357464e-03,-1.803933644538967347e-05,-2.149533971982990101e-03
3.582709464817639567e-03,-1.803933644488556350e-05,-2.149533983263000447e-03
3.582709458049921671e-03,-1.803933644438145354e-05,-2.149533994543011660e-03
3.582709451282203340e-03,-1.803933644387734696e-05,-2.149534005823022006e-03
3.582709444514485444e-03,-1.803933644337323700e-05,-2.149534017103032785e-03
3.582709437746767547e-03,-1.803933644286913042e-05,-2.149534028383043565e-03
3.582709430979049651e-03,-1.803933644236502045e-05,-2.149534039663054778e-03
3.582709424211331754e-03,-1.803933644186091049e-05,-2.149534050943065992e-03
3.582709417443613858e-03,-1.803933644135680730e-05,-2.149534062223075904e-03
3.582709410675895528e-03,-1.803933644085269395e-05,-2.149534073503086683e-03
3.582709403908177631e-03,-1.803933644034858737e-05,-2.149534084783097463e-03
3.582709397140459735e-03,-1.803933643984448080e-05,-2.149534096063107375e-03
3.582709390372740971e-03,-1.803933643934037083e-05,-2.149534107343118155e-03
3.582709383605023074e-03,-1.803933643883626087e-05,-2.149534118623128934e-03
3.582709376837305178e-03,-1.803933643833215768e-05,-2.149534129903139280e-03
3.582709370069586414e-03,-1.803933643782804433e-05,-2.149534141183150060e-03
3.582709363301868517e-03,-1.803933643732393775e-05,-2.149534152463160840e-03
3.582709356534149753e-03,-1.803933643681983117e-05,-2.149534163743171186e-03
3.582709349766431857e-03,-1.803933643631572121e-05,-2.149534175023181531e-03
3.582709342998713093e-03,-1.803933643581161125e-05,-2.149534186303192311e-03
3.582709336230995197e-03,-1.803933643530750128e-05,-2.149534197583203091e-03
3.582709329463276433e-03,-1.803933643480339470e-05,-2.149534208863213437e-03
3.582709322695557669e-03,-1.803933643429928474e-05,-2.149534220143223349e-03
3.582709315927839339e-03,-1.803933643379517816e-05,-2.149534231423233695e-03
3.582709309160120141e-03,-1.803933643329106820e-05,-2.149534242703244041e-03
3.582709302392402245e-03,-1.803933643278696162e-05,-2.149534253983254387e-03
3.582709295624683481e-03,-1.803933643228285166e-05,-2.149534265263264732e-03
3.582709288856963849e-03,-1.803933643177874508e-05,-2.149534276543275078e-03
3.582709282089245953e-03,-1.803933643127463512e-05,-2.149534287823285424e-03
3.582709275321526322e-03,-1.803933643077052854e-05,-2.149534299103295337e-03
3.582709268553808425e-03,-1.803933643026642196e-05,-2.149534310383305682e-03
3.582709261786088794e-03,-1.803933642976231200e-05,-2.149534321663316028e-03
3.582709255018370030e-03,-1.803933642925820204e-05,-2.149534332943326374e-03
3.582709248250651266e-03,-1.803933642875409207e-05,-2.149534344223336720e-03
3.582709241482931635e-03,-1.803933642824998549e-05,-2.149534355503346632e-03
3.582709234715213305e-03,-1.803933642774588231e-05,-2.149534366783356978e-03
3.582709227947494541e-03,-1.803933642724176557e-05,-2.149534378063366891e-03
3.582709221179775777e-03,-1.803933642673766238e-05,-2.149534389343376803e-03
3.582709214412056146e-03,-1.803933642623355580e-05,-2.149534400623386715e-03
3.582709207644337382e-03,-1.803933642572944584e-05,-2.149534411903397061e-03
3.582709200876617751e-03,-1.803933642522533587e-05,-2.149534423183406973e-03
3.582709194108898119e-03,-1.803933642472122591e-05,-2.149534434463416886e-03
3.582709187341179789e-03,-1.803933642421711933e-05,-2.149534445743426798e-03
3.582709180573460158e-03,-1.803933642371300937e-05,-2.149534457023436710e-03
3.582709173805740527e-03,-1.803933642320889940e-05,-2.149534468303447056e-03
3.582709167038021763e-03,-1.803933642270479283e-05,-2.149534479583456534e-03
3.582709160270302132e-03,-1.803933642220068625e-05,-2.149534490863466447e-03
3.582709153502582934e-03,-1.803933642169657290e-05,-2.149534502143476359e-03
3.582709146734863303e-03,-1.803933642119246971e-05,-2.149534513423486705e-03
3.582709139967143672e-03,-1.803933642068835636e-05,-2.149534524703496183e-03
3.582709133199424040e-03,-1.803933642018425317e-05,-2.149534535983506096e-03
3.582709126431704843e-03,-1.803933641968014320e-05,-2.149534547263515574e-03
3.582709119663985212e-03,-1.803933641917603324e-05,-2.149534558543525486e-03
3.582709112896265580e-03,-1.803933641867192666e-05,-2.149534569823534965e-03
3.582709106128545949e-03,-1.803933641816781670e-05,-2.149534581103544877e-03
3.582709099360825884e-03,-1.803933641766371012e-05,-2.149534592383554356e-03
3.582709092593107120e-03,-1.803933641715960016e-05,-2.149534603663563834e-03
3.582709085825386622e-03,-1.803933641665548680e-05,-2.149534614943573747e-03
3.582709079057666557e-03,-1.803933641615138362e-05,-2.149534626223583225e-03
3.582709072289946926e-03,-1.803933641564727365e-05,-2.149534637503593137e-03
3.582709065522226861e-03,-1.803933641514316030e-05,-2.149534648783602616e-03
3.582709058754507229e-03,-1.803933641463905711e-05,-2.149534660063612095e-03
3.582709051986786731e-03,-1.803933641413495053e-05,-2.149534671343622007e-03
3.582709045219067533e-03,-1.803933641363084057e-05,-2.149534682623631052e-03
3.582709038451347035e-03,-1.803933641312673061e-05,-2.149534693903640964e-03
3.582709031683627404e-03,-1.803933641262262403e-05,-2.149534705183650442e-03
3.582709024915907339e-03,-1.803933641211851406e-05,-2.149534716463659921e-03
3.582709018148186840e-03,-1.803933641161441088e-05,-2.149534727743669400e-03
3.582709011380466775e-03,-1.803933641111029752e-05,-2.149534739023678444e-03
3.582709004612747144e-03,-1.803933641060619095e-05,-2.149534750303687489e-03
3.582708997845026212e-03,-1.803933641010208098e-05,-2.149534761583697402e-03
3.582708991077306580e-03,-1.803933640959797102e-05,-2.149534772863706446e-03
3.582708984309586082e-03,-1.803933640909386444e-05,-2.149534784143715491e-03
3.582708977541866017e-03,-1.803933640858975109e-05,-2.149534795423724970e-03
3.582708970774145518e-03,-1.803933640808564451e-05,-2.149534806703734448e-03
3.582708964006424586e-03,-1.803933640758153794e-05,-2.149534817983743493e-03
3.582708957238704521e-03,-1.803933640707742797e-05,-2.149534829263752538e-03
3.582708950470984022e-03,-1.803933640657331801e-05,-2.149534840543762450e-03
3.582708943703263090e-03,-1.803933640606921143e-05,-2.149534851823771495e-03
3.582708936935542592e-03,-1.803933640556510147e-05,-2.149534863103780540e-03
3.582708930167822527e-03,-1.803933640506099489e-05,-2.149534874383789585e-03
3.582708923400101161e-03,-1.803933640455688493e-05,-2.149534885663798630e-03
3.582708916632381096e-03,-1.803933640405277496e-05,-2.149534896943807675e-03
3.582708909864660597e-03,-1.803933640354867516e-05,-2.149534908223816720e-03
