ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.581581009947444692e-03,-1.803925240273420577e-05,-2.151413703516883661e-03
3.581581003173840878e-03,-1.803925240222981459e-05,-2.151413714793289685e-03
3.581580996400236198e-03,-1.803925240172543358e-05,-2.151413726069694842e-03
3.581580989626631951e-03,-1.803925240122104240e-05,-2.151413737346099999e-03
3.581580982853027270e-03,-1.803925240071665461e-05,-2.151413748622505156e-03
3.581580976079422590e-03,-1.803925240021227020e-05,-2.151413759898910746e-03
3.581580969305817909e-03,-1.803925239970788241e-05,-2.151413771175315903e-03
3.581580962532213228e-03,-1.803925239920349462e-05,-2.151413782451721494e-03
3.581580955758608548e-03,-1.803925239869910344e-05,-2.151413793728126217e-03
3.581580948985003000e-03,-1.803925239819471904e-05,-2.151413805004532241e-03
3.581580942211398753e-03,-1.803925239769033463e-05,-2.151413816280937398e-03
3.581580935437794072e-03,-1.803925239718594684e-05,-2.151413827557342121e-03
3.581580928664189391e-03,-1.803925239668155905e-05,-2.151413838833747278e-03
3.581580921890583843e-03,-1.803925239617717126e-05,-2.151413850110152435e-03
3.581580915116979163e-03,-1.803925239567278686e-05,-2.151413861386557592e-03
3.581580908343374482e-03,-1.803925239516839568e-05,-2.151413872662962315e-03
3.581580901569769368e-03,-1.803925239466401127e-05,-2.151413883939368339e-03
3.581580894796163820e-03,-1.803925239415962010e-05,-2.151413895215773062e-03
3.581580888022559139e-03,-1.803925239365523569e-05,-2.151413906492177786e-03
3.581580881248953591e-03,-1.803925239315085129e-05,-2.151413917768582942e-03
3.581580874475349344e-03,-1.803925239264646011e-05,-2.151413929044988099e-03
3.581580867701743796e-03,-1.803925239214207232e-05,-2.151413940321392822e-03
3.581580860928138248e-03,-1.803925239163768792e-05,-2.151413951597797546e-03
3.581580854154533134e-03,-1.803925239113330351e-05,-2.151413962874202702e-03
3.581580847380927586e-03,-1.803925239062891233e-05,-2.151413974150607426e-03
3.581580840607322038e-03,-1.803925239012452454e-05,-2.151413985427013016e-03
3.581580833833716924e-03,-1.803925238962014014e-05,-2.151413996703417306e-03
3.581580827060112243e-03,-1.803925238911574896e-05,-2.151414007979822463e-03
3.581580820286506695e-03,-1.803925238861136456e-05,-2.151414019256227186e-03
3.581580813512900280e-03,-1.803925238810697338e-05,-2.151414030532632776e-03
3.581580806739295166e-03,-1.803925238760258897e-05,-2.151414041809036632e-03
3.581580799965689618e-03,-1.803925238709820118e-05,-2.151414053085441355e-03
3.581580793192084070e-03,-1.803925238659381339e-05,-2.151414064361846078e-03
3.581580786418478955e-03,-1.803925238608942560e-05,-2.151414075638251235e-03
3.581580779644872540e-03,-1.803925238558503781e-05,-2.151414086914655958e-03
3.581580772871266558e-03,-1.803925238508065340e-05,-2.151414098191060248e-03
3.581580766097661878e-03,-1.803925238457626561e-05,-2.151414109467464537e-03
3.581580759324055462e-03,-1.803925238407187443e-05,-2.151414120743869694e-03
3.581580752550449481e-03,-1.803925238356749342e-05,-2.151414132020274417e-03
3.581580745776843933e-03,-1.803925238306310563e-05,-2.151414143296679141e-03
3.581580739003237951e-03,-1.803925238255871784e-05,-2.151414154573084297e-03
3.581580732229632403e-03,-1.803925238205432666e-05,-2.151414165849488153e-03
3.581580725456026421e-03,-1.803925238154994225e-05,-2.151414177125892009e-03
3.581580718682420873e-03,-1.803925238104555446e-05,-2.151414188402296732e-03
3.581580711908814892e-03,-1.803925238054116667e-05,-2.151414199678701022e-03
3.581580705135208476e-03,-1.803925238003677888e-05,-2.151414210955105745e-03
3.581580698361602495e-03,-1.803925237953239448e-05,-2.151414222231510468e-03
3.581580691587996079e-03,-1.803925237902800669e-05,-2.151414233507915191e-03
3.581580684814390098e-03,-1.803925237852361551e-05,-2.151414244784318613e-03
3.581580678040783682e-03,-1.803925237801923110e-05,-2.151414256060723337e-03
3.581580671267177701e-03,-1.803925237751484670e-05,-2.151414267337128060e-03
3.581580664493571285e-03,-1.803925237701045552e-05,-2.151414278613531916e-03
3.581580657719965304e-03,-1.803925237650606773e-05,-2.151414289889936205e-03
3.581580650946358888e-03,-1.803925237600167994e-05,-2.151414301166340495e-03
3.581580644172752039e-03,-1.803925237549729553e-05,-2.151414312442744350e-03
3.581580637399146057e-03,-1.803925237499290435e-05,-2.151414323719149074e-03
3.581580630625539642e-03,-1.803925237448851656e-05,-2.151414334995553363e-03
3.581580623851932793e-03,-1.803925237398413216e-05,-2.151414346271957653e-03
3.581580617078326378e-03,-1.803925237347974776e-05,-2.151414357548361942e-03
3.581580610304720396e-03,-1.803925237297535997e-05,-2.151414368824765364e-03
3.581580603531113547e-03,-1.803925237247096879e-05,-2.151414380101170087e-03
3.581580596757506264e-03,-1.803925237196658438e-05,-2.151414391377574377e-03
3.581580589983900283e-03,-1.803925237146219998e-05,-2.151414402653978666e-03
3.581580583210293434e-03,-1.803925237095780880e-05,-2.151414413930382089e-03
3.581580576436687018e-03,-1.803925237045342101e-05,-2.151414425206786378e-03
3.581580569663080169e-03,-1.803925236994903322e-05,-2.151414436483190234e-03
3.581580562889473320e-03,-1.803925236944464543e-05,-2.151414447759594090e-03
3.581580556115866471e-03,-1.803925236894025764e-05,-2.151414459035998379e-03
3.581580549342259188e-03,-1.803925236843587323e-05,-2.151414470312402669e-03
3.581580542568652339e-03,-1.803925236793148205e-05,-2.151414481588805657e-03
3.581580535795046358e-03,-1.803925236742710104e-05,-2.151414492865209947e-03
3.581580529021438208e-03,-1.803925236692271325e-05,-2.151414504141614236e-03
3.581580522247832226e-03,-1.803925236641832207e-05,-2.151414515418017658e-03
3.581580515474224510e-03,-1.803925236591393428e-05,-2.151414526694421948e-03
3.581580508700617661e-03,-1.803925236540955326e-05,-2.151414537970824936e-03
3.581580501927010378e-03,-1.803925236490516208e-05,-2.151414549247229226e-03
3.581580495153403529e-03,-1.803925236440077090e-05,-2.151414560523633081e-03
3.581580488379795812e-03,-1.803925236389638650e-05,-2.151414571800036504e-03
3.581580481606188963e-03,-1.803925236339199871e-05,-2.151414583076440359e-03
3.581580474832582114e-03,-1.803925236288761092e-05,-2.151414594352844215e-03
3.581580468058974398e-03,-1.803925236238322312e-05,-2.151414605629248071e-03
3.581580461285367115e-03,-1.803925236187883533e-05,-2.151414616905651927e-03
3.581580454511760266e-03,-1.803925236137445432e-05,-2.151414628182055349e-03
3.581580447738152550e-03,-1.803925236087005975e-05,-2.151414639458459205e-03
3.581580440964544833e-03,-1.803925236036567535e-05,-2.151414650734862193e-03
3.581580434190937984e-03,-1.803925235986128417e-05,-2.151414662011266049e-03
3.581580427417330268e-03,-1.803925235935690654e-05,-2.151414673287669471e-03
3.581580420643722552e-03,-1.803925235885251197e-05,-2.151414684564073327e-03
3.581580413870114835e-03,-1.803925235834812418e-05,-2.151414695840476749e-03
3.581580407096507553e-03,-1.803925235784373639e-05,-2.151414707116880605e-03
3.581580400322899836e-03,-1.803925235733935199e-05,-2.151414718393283593e-03
3.581580393549292120e-03,-1.803925235683496759e-05,-2.151414729669687449e-03
3.581580386775684403e-03,-1.803925235633057302e-05,-2.151414740946090871e-03
3.581580380002076687e-03,-1.803925235582618861e-05,-2.151414752222494293e-03
3.581580373228468971e-03,-1.803925235532180760e-05,-2.151414763498897282e-03
3.581580366454861254e-03,-1.803925235481741303e-05,-2.151414774775300704e-03
3.581580359681253538e-03,-1.803925235431302524e-05,-2.151414786051704560e-03
3.581580352907645821e-03,-1.803925235380863745e-05,-2.151414797328107548e-03
3.581580346134038105e-03,-1.803925235330425643e-05,-2.151414808604510970e-03
3.581580339360429521e-03,-1.803925235279986187e-05,-2.151414819880913959e-03
