pos_lat (deg),pos_lon (deg),pos_alt (m)
3.099962385199999915e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099962403239233311e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099962421278242175e+01,1.199999999999989200e+02,9.046156423459110805e-07
3.099962439317293317e+01,1.199999999999958504e+02,1.707301094233554188e-06
3.099962457356628320e+01,1.199999999999902940e+02,3.851097757674562300e-06
3.099962475396868555e+01,1.199999999999894555e+02,5.638319008916773618e-06
3.099962493437553590e+01,1.199999999999878071e+02,7.586966664812767649e-06
3.099962511478454985e+01,1.200000000000008811e+02,8.831232835127547103e-06
3.099962529519372723e+01,1.200000000000163709e+02,1.003913323586998215e-05
3.099962547559890425e+01,1.200000000000322871e+02,1.096767609518910967e-05
3.099962565599969366e+01,1.200000000000542144e+02,1.203107236925868802e-05
3.099962583639751657e+01,1.200000000000800640e+02,1.376222089643073629e-05
3.099962601679384022e+01,1.200000000001098641e+02,1.609410243537335713e-05
3.099962619719471135e+01,1.200000000001377742e+02,1.932476181844858888e-05
3.099962637759820794e+01,1.200000000001765557e+02,2.301627342689349369e-05
3.099962655800622358e+01,1.200000000002199272e+02,2.673572103228190924e-05
3.099962673841879024e+01,1.200000000002657004e+02,3.064095213481414563e-05
3.099962691883234811e+01,1.200000000003074803e+02,3.380122027196922718e-05
3.099962709924007953e+01,1.200000000003505676e+02,3.699162788159243416e-05
3.099962727964577169e+01,1.200000000003979181e+02,3.932460116131103711e-05
3.099962746004716507e+01,1.200000000004490630e+02,4.233774578458955910e-05
3.099962764044957453e+01,1.200000000005005063e+02,4.626135437603723924e-05
3.099962782085719581e+01,1.200000000005564829e+02,5.067208496779535795e-05
3.099962800126596107e+01,1.200000000006105836e+02,5.577579989177624918e-05
3.099962818167821155e+01,1.200000000006633343e+02,6.134034488992173536e-05
3.099962836209693151e+01,1.200000000007159997e+02,6.675791417010030766e-05
3.099962854251836575e+01,1.200000000007684378e+02,7.220158617362590966e-05
3.099962872294021565e+01,1.200000000008173942e+02,7.841994358300507508e-05
3.099962890336265886e+01,1.200000000008615615e+02,8.484582525080640325e-05
3.099962908377640858e+01,1.200000000009058709e+02,9.217729386082804100e-05
3.099962926419175702e+01,1.200000000009466277e+02,9.938235959072189575e-05
3.099962944460800429e+01,1.200000000009914061e+02,1.062795269991911022e-04
3.099962962502119623e+01,1.200000000010381029e+02,1.123505561258345448e-04
3.099962980544500368e+01,1.200000000010802808e+02,1.182304364916521874e-04
3.099962998587956520e+01,1.200000000011290098e+02,1.228259232397527862e-04
3.099963016631502555e+01,1.200000000011708607e+02,1.278984288316677273e-04
3.099963034674819795e+01,1.200000000012095711e+02,1.328850311116634426e-04
3.099963052717852818e+01,1.200000000012569927e+02,1.372056512369237882e-04
3.099963070760327710e+01,1.200000000013027233e+02,1.421012887691294583e-04
