Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.680458711052138906e-04,-1.792641432568138247e-04,7.148945484990570356e-04
2.540529936004564684e-04,3.892111370271973393e-05,5.289294741074768332e-04
4.431293259387148798e-04,3.334316897703251941e-04,5.230429539806119923e-04
1.076613599480548671e-03,2.576495822913785661e-04,4.376996014767996256e-04
1.215241624609056902e-03,6.676791493932152620e-04,6.692003996132129661e-04
1.583303754171357623e-03,5.119976295709023932e-04,1.270106346796723729e-03
1.079235207634212995e-03,2.259724909352757601e-04,1.533168660980057264e-03
1.194767425264560770e-03,-6.169620259953306502e-04,1.220100916845385207e-03
1.012538245265255481e-03,-8.777779729236131426e-04,1.386609699758598524e-03
4.461114115109041404e-04,-3.665010025284257990e-04,1.257525134814544950e-03
2.535442746416991639e-04,-1.239650476386211422e-03,1.256757833323022622e-03
9.471561617682386933e-05,-1.802744559581607184e-03,1.309118405488814358e-03
-4.321254897100005243e-04,-1.720886928188281907e-03,1.126717881421183606e-03
-5.612375804300473621e-04,-1.727876801820264199e-03,1.587396272440306675e-03
-7.094675365953814934e-04,-1.595397452281738888e-03,1.101340990661857800e-03
-1.129357947309477276e-03,-2.308498583497697182e-03,1.580242341562010377e-03
-9.809873424227483641e-04,-2.736583441305517634e-03,1.168857483180464315e-03
-4.648263882592389390e-04,-2.253893138202467568e-03,1.731351660033766471e-03
1.211591243233258277e-04,-2.076757907940255787e-03,2.000773710806763670e-03
5.403893297930598919e-04,-1.689312488558829348e-03,2.727340319829037359e-03
-3.743735300084002611e-05,-1.773853238406547256e-03,2.702049823654784771e-03
4.015817387888768390e-04,-2.383097696798727912e-03,1.272354075160285827e-03
1.087095128764469301e-03,-2.483139039296695331e-03,1.591988692668970268e-03
9.237102499574282406e-04,-2.385319259158821467e-03,2.055400868287599134e-03
4.181556417892727512e-06,-3.098895762351366011e-03,2.554654925127086435e-03
2.051083389217346869e-04,-3.230792800430077813e-03,2.675001485893880020e-03
6.315038091032478896e-04,-2.146323515824487618e-03,2.706566753579674450e-03
3.644389826877421292e-04,-2.341639945626857594e-03,3.335797069249880290e-03
7.295874280821404477e-04,-2.123039894867041321e-03,3.123306674883169921e-03
1.092857528231644219e-03,-2.360907897564097028e-03,3.298704654891745826e-03
1.381261085337352800e-03,-1.574618465564261690e-03,3.511537225588516088e-03
9.078499470322752606e-04,-1.796306474751895683e-03,3.842563284267977008e-03
1.296594581744738408e-03,-1.999080576714094316e-03,3.494542749851674464e-03
9.945371680586487934e-04,-1.533612583318031634e-03,2.714359902253502769e-03
1.041640080475829920e-03,-1.020158335653099024e-03,2.504409130100934775e-03
