q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999929694017e-01,1.022058224902462993e-06,-3.593934088433687223e-06,-3.167454605176408090e-07
9.999999998599203854e-01,3.823080313997014454e-06,-1.627267491983229144e-05,-8.622101410054995977e-07
9.999999997665558471e-01,4.945489911258508371e-06,-2.088891190816426300e-05,2.466544855674947396e-06
9.999999996838114802e-01,1.165952700730804572e-05,-2.227809463493067238e-05,3.448231707291767281e-07
9.999999995276539488e-01,1.499233775729365369e-05,-2.649965644667359144e-05,4.205945828085718516e-06
9.999999996003893221e-01,1.446192678914565076e-05,-2.343352174894121527e-05,6.398754285388089870e-06
9.999999997312725153e-01,9.964336623679389047e-06,-1.336055642647387570e-05,1.611404957391086910e-05
9.999999997546619168e-01,9.895126619214788527e-06,-1.205139303574694390e-05,1.573298299982242815e-05
9.999999997959614362e-01,1.536618970038029053e-05,-1.087348633214920499e-05,7.329708637581773766e-06
9.999999996458822649e-01,2.003041991766292085e-05,-9.494001512662395486e-06,1.472690228956745927e-05
9.999999995567144806e-01,2.240677208931939431e-05,-1.737633367165810207e-06,1.953172288056905336e-05
9.999999996058660523e-01,1.868233321850075386e-05,-7.752905472709775781e-06,1.947128264342441948e-05
9.999999994959501981e-01,2.167883824688197973e-05,-7.132111796177532905e-06,2.207397902561371894e-05
9.999999993759381978e-01,2.325215827072912039e-05,-7.953342392832995263e-06,2.538119714185864057e-05
9.999999993217957295e-01,2.002516489759131473e-05,-1.051038006138616039e-05,2.906773583240101412e-05
9.999999994119873614e-01,1.443716410050286422e-05,-1.222646740140470088e-05,2.860257502127253569e-05
9.999999991719435988e-01,1.776699104855165734e-05,-1.446523504781191219e-05,3.363337429676812809e-05
9.999999991832103641e-01,1.781755233725457627e-05,-1.035288869004130542e-05,3.476969696172252551e-05
9.999999991716053138e-01,2.204473175372291077e-05,-1.116944978713691909e-05,3.234288940371613137e-05
9.999999993490157335e-01,2.201333226464653595e-05,-6.922882801045406901e-06,2.773906103649687778e-05
9.999999992696838591e-01,2.824826871406603811e-05,-6.271329751071190179e-06,2.496673394564446837e-05
9.999999992263877147e-01,2.732401004329051424e-05,-9.976991794812964463e-06,2.647796697855631332e-05
9.999999994060806419e-01,2.187643630334874418e-05,-9.855052961055254322e-06,2.474142681786323431e-05
9.999999994743338227e-01,1.757784518319043733e-05,-1.070059150680508532e-05,2.505691575755943228e-05
9.999999993110051388e-01,2.311329677892164577e-05,-1.181837120198670300e-05,2.653472070123392832e-05
9.999999992940421523e-01,2.580250164169055314e-05,-1.140615484404355300e-05,2.482027659811658583e-05
9.999999992788290992e-01,2.141058567001458458e-05,-1.360049987184954748e-05,2.826579419734780071e-05
9.999999991167420887e-01,2.928536143231901196e-05,-1.337500530084013642e-05,2.701837360696991003e-05
9.999999991109587150e-01,2.607820989396794249e-05,-1.614596639190935914e-05,2.893643449570340573e-05
9.999999989989205584e-01,2.789296093896700922e-05,-1.922514934067882724e-05,2.923243599087368416e-05
9.999999989480593543e-01,1.949293400559209188e-05,-2.021764239526304855e-05,3.626504752062220888e-05
9.999999990443829700e-01,1.990439825565048116e-05,-2.183153253459715036e-05,3.222472963724501340e-05
9.999999986621382897e-01,2.829013413820225659e-05,-2.703153568554144637e-05,3.383323513254078382e-05
9.999999983587947172e-01,2.682704574824305643e-05,-3.306721276502092043e-05,3.833118430254681217e-05
9.999999982335124882e-01,2.832764339245147652e-05,-3.542507989697084184e-05,3.841331987188735943e-05
9.999999982585219271e-01,2.353585215874978142e-05,-2.821507889846395782e-05,4.618364695176488687e-05
9.999999983483953692e-01,2.404148386001603139e-05,-3.216130445980083498e-05,4.112015360900194853e-05
9.999999982313789726e-01,2.632407652480179213e-05,-3.055890050573689432e-05,4.370856410841055949e-05
9.999999982362164364e-01,2.777308871169718469e-05,-3.111736881057562638e-05,4.228394589335001655e-05
9.999999983762908329e-01,2.785797087850079844e-05,-2.880931702502723026e-05,4.051388525215286957e-05
9.999999988144681051e-01,1.767034914559735380e-05,-2.751846532509281569e-05,3.607708883763557179e-05
9.999999986656579187e-01,1.648374794480363405e-05,-3.563503508442669027e-05,3.357252742622495774e-05
9.999999986202927627e-01,1.385519875931891656e-05,-3.701336475485386365e-05,3.460431514254279492e-05
9.999999984023323352e-01,1.953737659389069117e-05,-4.223633098300984615e-05,3.208923418068975679e-05
9.999999984519968299e-01,1.802799527023431558e-05,-4.005945552674936808e-05,3.415021990265442527e-05
9.999999982634899531e-01,1.836496933937926428e-05,-4.241907995155429662e-05,3.655639241086905129e-05
9.999999977706459653e-01,2.208933115093241484e-05,-4.741328678147474241e-05,4.150601870328196385e-05
9.999999978620174312e-01,2.329730738576935210e-05,-4.804491339449953072e-05,3.774767184622189470e-05
9.999999980654110665e-01,2.323838062920528867e-05,-4.519234737551132132e-05,3.587209693415097778e-05
9.999999983268692549e-01,2.123579840342430873e-05,-4.244198495820489752e-05,3.307537262688048032e-05
9.999999982848983837e-01,2.208758809866215604e-05,-3.975565266223136278e-05,3.690297725060547778e-05
9.999999980007686640e-01,2.365990245110223851e-05,-4.350681916075992828e-05,3.931702355820364275e-05
