ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
4.005153775207320188e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.104638397686588003e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.204174557917929045e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.303757102126136158e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.403381391913522291e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.503043252722169765e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.602738927449952500e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.702465034704957358e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.802218531234461740e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.901996678111015249e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.001797010299913193e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.101617309269921297e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.201455578342929487e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.301310020508636089e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.401179018457772374e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.501061116611994928e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.600955004950795013e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.700859504455715321e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.800773554010143496e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.900696198609128862e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.000626578748216033e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.100563920873394164e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.200507528786054490e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.300456775907449236e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.400411098316703962e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500369988485033002e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.600332989636529257e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.700299690672876229e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.800269721605588513e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.900242749445029133e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.000218474500525812e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.100196627050473497e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.200176964345426089e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.300159267910882877e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.400143341119794771e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500129007007815263e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.600116106307033270e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.700104495676329819e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.800094046108696499e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.900084641497826521e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.000076177348043327e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.100068559613238239e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.200061703651914113e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.300055533286722076e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.400049979958049695e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500044981962244783e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.600040483766020483e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.700036435389417733e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.800032791850476155e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.900029512665428300e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.000026561398885017e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.100023905258995960e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.200021514733096595e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.300019363259787175e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.400017426933808817e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.500015684240428193e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.600014115816385418e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.700012704234747263e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.800011433811272044e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.900010290430144577e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000926138713053e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.010000833524841823e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.020000750172357584e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.030000675155121836e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.040000607639609553e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.050000546875648588e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.060000492188083676e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.070000442969275323e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.080000398672347872e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.090000358805113034e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000322924601814e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.110000290632141562e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.120000261568927291e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.130000235412034648e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140000211870831226e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.150000190683748036e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.160000171615373166e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.170000154453835872e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.180000139008452242e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.190000125107607110e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000112596846469e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.210000101337161738e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.220000091203445658e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.230000082083101187e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.240000073874791164e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000066487312100e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.260000059838580988e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.270000053854722921e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.280000048469250640e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.290000043622325565e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000039260092999e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.310000035334083712e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.320000031800675266e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.330000028620607733e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.340000025758546931e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.350000023182692299e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.360000020864423176e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.370000018777980832e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.380000016900182702e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.390000015210164364e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000013689147949e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.410000012320233198e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.420000011088209835e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.430000009979388809e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.440000008981449975e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.450000008083304870e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.460000007274974365e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.470000006547476978e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.480000005892729176e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.490000005303456332e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000004773110795e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.510000004295799725e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.520000003866219807e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.530000003479597748e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.540000003131637873e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550000002818474165e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.560000002536626740e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.570000002282964102e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.580000002054667618e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.590000001849200872e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000001664280802e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.610000001497852828e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.620000001348067542e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.630000001213260719e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.640000001091934667e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.650000000982741133e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.660000000884467086e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.670000000796020290e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.680000000716418196e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.690000000644776401e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000580298654e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.710000000522268859e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.720000000470041979e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.730000000423037809e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.740000000380734102e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.750000000342660789e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.760000000308394652e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.770000000277555108e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.780000000249799541e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.790000000224819532e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000202337525e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.810000000182103719e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.820000000163893406e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.830000000147504080e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.840000000132753666e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.850000000119478294e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.860000000107530527e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.870000000096777582e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.880000000087099776e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.890000000078389863e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000070550810e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.910000000063495795e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.918500000057146160e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.925650000051431610e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.931585000046288414e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.936426500041659615e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.940283850037493707e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.943255465033744356e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.945429918530369839e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.946886926677332763e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.947698234009599405e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.947928410608639416e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.947635569547775392e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.946872012592997914e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.945684811333698194e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.944116330200328369e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.942204697180295536e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.939984227462266064e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.937485804716039484e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.934737224244435616e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.931763501819992124e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.928587151637992880e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.925228436474193616e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.921705592826774334e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.918035033544096990e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.914231530189687280e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.910308377170718552e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.906277539453646641e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.902149785508282065e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.897934806957453979e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.893641326261708668e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.889277193635537921e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.884849474271984127e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.880364526844785722e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.875828074160307279e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.871245266744276492e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.866620740069848905e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.861958666062863976e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.857262799456577573e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.852536519510919799e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.847782867559827791e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.843004580803845105e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.838204122723460676e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.833383710451114590e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.828545339406003167e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.823690805465402853e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.818821724918862515e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.813939552426976354e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.809045597184278709e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.804141037465850861e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.799226933719265897e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.794304240347339263e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.789373816312605392e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.784436434681344830e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.779492791213210356e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.774543512091889319e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.769589160882700352e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.764630244794430425e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.759667220314987457e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.754700498283488841e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.749730448455139920e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.744757403609626056e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.739781663248663568e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.734803496923797317e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.729823147231417613e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.724840832508275801e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.719856749257448358e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.714871074331703493e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.709883966898533281e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.704895570208680100e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.699906013187812093e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.694915411869030830e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.689923870682127793e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.684931483613915093e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.679938335252523673e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.674944501727271273e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.669950051554544235e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.664955046399089866e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.659959541759181034e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.654963587583262896e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.649967228824936738e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.644970505942443095e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.639973455348198828e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.634976109813379042e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.629978498832041156e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.624980648948837203e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.619982584053953456e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.614984325648558094e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.609985893083702324e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.604987303775332164e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.599988573397798985e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.594989716058019091e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.589990744452217220e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.584991670006995479e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.579992503006296012e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.574993252705666480e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.569993927435099801e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.564994534691589889e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.559995081222431024e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.554995573100187878e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.549996015790169102e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.544996414211152302e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.539996772790037216e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.534997095511033471e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.529997385959930067e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.524997647363937059e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.519997882627543317e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.514998094364788939e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.509998284928310008e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.504998456435479026e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.499998610791931197e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.494998749712738162e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.489998874741464308e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.484998987267317938e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.479999088540586261e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.474999179686527606e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.469999261717874983e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.464999335546087522e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.459999401991478818e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.454999461792330973e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.449999515613097811e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.444999564051788088e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.439999607646609281e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.434999646881948365e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.429999682193753507e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.424999713974378190e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.419999742576940394e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.414999768319246343e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.409999791487321685e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.404999812338589615e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.399999831104730585e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.394999847994257580e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.389999863194831820e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.384999876875348646e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.379999889187813800e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.374999900269032516e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.369999910242129193e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.364999919217916302e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.359999927296124733e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.354999934566512243e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.349999941109861101e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.344999946998874929e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.339999952298987385e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.334999957069088694e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.329999961362179794e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.324999965225961862e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.319999968703365667e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.314999971833029191e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.309999974649726395e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.304999977184753801e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.299999979466278432e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.294999981519650678e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.289999983367685621e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.284999985030917058e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.279999986527825317e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.274999987875042873e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.269999989087538639e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.264999990178784728e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.259999991160906330e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.254999992044815826e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.249999992840334251e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.244999993556300755e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.239999994200670752e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.234999994780603627e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.229999995302543336e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.224999995772289019e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.219999996195060055e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.214999996575554020e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.209999996917998644e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.204999997226198882e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.199999997503579108e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.194999997753221299e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.189999997977899238e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.184999998180109371e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.179999998362098568e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.174999998525888767e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.169999998673299846e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.164999998805969827e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.159999998925372866e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.154999999032835678e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.149999999129552197e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.144999999216597120e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.139999999294937449e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.134999999365443824e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.129999999428899393e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.124999999486009594e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.119999999537408586e+00,0.000000000000000000e+00,0.000000000000000000e+00
