ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.199650000000000460e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000000000460e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000009018314e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000035171615e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000085763324e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000167369512e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000285905449e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000446697007e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000654537507e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000913739234e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650001228184948e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650001601368388e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650002036432994e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650002536210280e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650003103246476e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650003739833792e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650004448036000e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650005229708682e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650006086524101e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650007019985765e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650008031447257e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650009122126448e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650010293120772e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650011545415751e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650012879900274e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650014297372991e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650015798554037e+01,1.200040000000000049e+02,0.000000000000000000e+00
