q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999864049860e-01,3.450231172654888197e-06,3.225071334689056043e-06,2.210165662983750190e-06
9.999999999620599045e-01,6.190665798179932347e-06,-3.337771879453030910e-07,6.119191139237080227e-06
9.999999999489987967e-01,7.096560404214382235e-06,4.696881501145169165e-06,5.438814913255677441e-06
9.999999999086661706e-01,1.008370403747142534e-05,8.997068370977911442e-06,-1.985654894894830607e-07
9.999999999148018182e-01,1.023185793163109142e-05,8.100719073477055996e-06,2.895209492653662267e-07
9.999999998533064538e-01,1.692267802587458269e-05,2.645805624839524219e-06,-9.924321058697250255e-08
9.999999999027245901e-01,1.258639300685291955e-05,-6.165306242841216804e-09,-6.011119013098295814e-06
9.999999998564267356e-01,1.149712179333396663e-05,2.340102584669925293e-07,-1.244620340177886321e-05
9.999999997917847772e-01,1.500261002438813007e-05,-1.002427178355928201e-05,-9.532378891921748212e-06
9.999999997359289017e-01,1.605429283145364428e-05,-1.333168501578538773e-05,-9.626437773163186378e-06
9.999999997004650476e-01,1.850687142829835201e-05,-1.270033624895188161e-05,-9.760494730759770049e-06
9.999999996853501383e-01,1.819276693693376153e-05,-1.679130287260897000e-05,-4.046625875924205574e-06
9.999999995953485765e-01,1.742884250181784569e-05,-1.613384897695949288e-05,-1.566005054939544525e-05
9.999999996372191946e-01,1.530724666294647782e-05,-1.695505081568720511e-05,-1.427501573789830420e-05
9.999999996830161164e-01,1.296688264824051505e-05,-1.721863509647739203e-05,-1.301331342313845820e-05
9.999999995664432539e-01,5.059169454569509520e-06,-2.469213666127471416e-05,-1.522552133042066222e-05
9.999999997167280386e-01,8.281271467763118836e-06,-2.105135252227442183e-05,-7.403043899520058110e-06
9.999999996658827106e-01,4.145567630068160168e-06,-2.498365514654884929e-05,-5.183233876106097068e-06
9.999999995884898407e-01,3.732421256084419290e-07,-2.640528164636233186e-05,-1.120901667983299147e-05
9.999999996514161715e-01,4.301039618700269583e-06,-2.461163317954555375e-05,-8.540271411763524761e-06
9.999999995752867354e-01,8.127061979301901086e-06,-2.451625890139171981e-05,-1.350297795079411710e-05
9.999999996518150747e-01,4.966797280850023727e-06,-2.271840288792279330e-05,-1.247297369080512505e-05
9.999999997115938122e-01,8.726307632566563760e-06,-1.675447887317627028e-05,-1.483076002510134463e-05
9.999999997508121075e-01,1.670213230881185993e-06,-1.710809921146307327e-05,-1.424426933653658677e-05
9.999999997381228134e-01,2.106917179240304366e-07,-1.721866404668331610e-05,-1.507407104449830420e-05
9.999999997028705678e-01,-3.897300723249574996e-06,-1.602301266945285415e-05,-1.795363765222131715e-05
9.999999994897671440e-01,-9.548165108480304497e-06,-1.938856579327723819e-05,-2.352406312984349593e-05
9.999999993765396056e-01,-1.007569950202401004e-05,-2.562317194233517499e-05,-2.211004652744123214e-05
9.999999993935254627e-01,-1.540179871352397666e-05,-2.468412621240291782e-05,-1.914229504177691280e-05
9.999999995214056137e-01,-1.610137142001879883e-05,-2.224072678229535054e-05,-1.425779817684763037e-05
9.999999994455581742e-01,-1.328080854539687808e-05,-2.442059692660635667e-05,-1.833406760186155537e-05
9.999999992595798304e-01,-2.141789902686373561e-05,-2.167879389802536479e-05,-2.349774265973328339e-05
9.999999991494409324e-01,-1.954448091128829499e-05,-3.118432147300674156e-05,-1.861906585647684988e-05
9.999999993303754220e-01,-1.557317911053918312e-05,-2.700182809930927284e-05,-1.917358604012395806e-05
9.999999992100430113e-01,-1.724468560819377629e-05,-3.011044347023072678e-05,-1.938803488571594013e-05
9.999999994552110083e-01,-1.466752494246257975e-05,-2.646444098961190229e-05,-1.319374831999338757e-05
9.999999994022275018e-01,-2.425780977204831004e-05,-2.281630809388603882e-05,-9.301602660106322889e-06
9.999999993991141034e-01,-2.582767446305950774e-05,-2.295545777717581556e-05,-2.783879459296017118e-06
9.999999995674642150e-01,-2.295882886726061350e-05,-1.786363796240576077e-05,-4.342117872745287280e-06
9.999999997150750275e-01,-1.888531698021922952e-05,-1.457871408441842042e-05,8.098429345746078350e-07
9.999999994442499984e-01,-2.209301700153776788e-05,-2.439065207000084119e-05,5.338053466341713577e-06
9.999999993681497612e-01,-2.122440948705591585e-05,-2.850634064601429324e-05,7.832207633189320549e-07
9.999999995160879784e-01,-1.780793015162359158e-05,-2.526560942631255523e-05,3.514364715981550867e-06
9.999999994650987656e-01,-1.819319777754626301e-05,-2.708615098698142302e-05,2.269436217274597718e-06
9.999999992921975167e-01,-1.951100237016453019e-05,-3.184063585322707943e-05,-4.593429337914869217e-06
9.999999992484126521e-01,-2.124752015781406687e-05,-3.237102599008419529e-05,-1.958129416111400844e-06
9.999999991872220440e-01,-2.383991522591779480e-05,-3.241442975727299987e-05,2.553225883518409093e-06
9.999999993070769477e-01,-2.026184745269774624e-05,-3.015380303901323038e-05,8.127214609114989630e-06
9.999999995380751683e-01,-1.841094218803658285e-05,-2.189902530699774382e-05,1.026252381650649647e-05
