Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.938118781630606398e-04,5.368075010734949236e-05,5.867607171980770498e-04
9.284682827646128329e-04,-4.062097927879166812e-04,3.603269413567386048e-04
1.299140555458063069e-03,-5.163728247263543432e-04,5.457661592599417607e-04
1.097344933380195280e-03,-3.496323831616862470e-04,3.477472840306853404e-04
6.982621892379967500e-04,-5.148865474540248108e-04,9.315631018227686936e-04
4.715691859724153892e-04,-7.437017456688224106e-04,1.339412138600001596e-03
-6.916024827997860271e-05,-6.361969230671162380e-04,1.129309188465841890e-03
-1.787615686887723885e-05,-7.142773655488002466e-04,6.686081758442102927e-04
3.864720421576862052e-04,-5.251634404804012175e-04,1.456825882100948842e-03
-4.034693483819108803e-04,-1.776033759868882438e-04,1.055807753386591363e-03
-9.680606640962316446e-04,-4.044937011039281328e-04,2.403218936784862398e-04
-1.461175459988994915e-03,-8.813112960387587931e-04,-5.091033534042756865e-04
-6.649044968450357239e-04,-5.589809360300066962e-04,-3.148840543197878468e-04
-3.777173079134278980e-04,-6.243879576353982908e-04,-5.712806540863266244e-04
-1.081436525640962036e-03,3.604620405946258924e-04,-6.589698894236660368e-04
-5.983474758830029756e-04,-3.567858904391045917e-04,-1.136793754903536692e-03
-5.869931396121047095e-04,-7.909391436648773553e-04,-9.578217360511092531e-04
-7.308187916394251775e-04,-5.230172226724892496e-04,-8.346237174320759273e-04
-9.354101053817480231e-05,-8.923131374778199738e-04,-9.597241649250403284e-04
4.955898267502904624e-04,-9.499855017398672972e-04,-5.896798035379777637e-04
8.257999752264775888e-04,-1.482146809190703317e-03,-2.135819983540339785e-04
3.832106578131396109e-04,-1.710273097423142905e-03,5.272960008022623511e-04
9.745378976656230514e-05,-1.420851978594137683e-03,9.742369444120858217e-04
-1.837174284269745233e-04,-1.549041346762927750e-04,1.745344025397471471e-03
-5.179204007792726720e-04,1.095939937417135654e-03,1.722117304867441627e-03
-1.950287761055684603e-04,1.155900559450037798e-03,1.820804291923588036e-03
3.834997988124680315e-04,1.422748817435679413e-03,2.355483247808743807e-03
4.592979166655573745e-04,1.056506097722275609e-03,2.253616565599427923e-03
5.088303021920685069e-04,6.113914140192132016e-04,1.927654329276022246e-03
9.830871222183516518e-04,2.703565617928507087e-04,1.669304308850723352e-03
7.816395111984422890e-04,2.660542735498862654e-05,1.549560875681860531e-03
1.018790919422342183e-03,2.521949278955863943e-04,1.972445217849114803e-03
4.959499881796948419e-04,5.031235958599103095e-04,1.873282302638395666e-03
9.095578192952125844e-04,3.589487173753310063e-04,1.872594161080007400e-03
1.579971606607425208e-03,3.854878334729544488e-04,1.635449208475761368e-03
1.113877702310027071e-03,6.662168192345541834e-04,7.847742231821096389e-04
1.128693967681830557e-03,9.567687963104254617e-04,6.455043260506378557e-04
1.221020289565581760e-03,6.475322510799484243e-04,1.234097410340180643e-03
1.804905247408312031e-03,1.177453293702193605e-03,1.328232959511341195e-03
1.881474732158419129e-03,1.450638265548479010e-03,1.636544032556990717e-03
2.092541058492450312e-03,1.462964022750678052e-03,1.438025504584920181e-03
2.015564462473216478e-03,1.421120265699720581e-03,1.726569334187921323e-03
2.929162679708447424e-03,1.035100092263946652e-03,2.473134493718878810e-03
3.009424050862407728e-03,2.665238825846987479e-04,2.286714876968683023e-03
3.603108385487900980e-03,1.444567715643244217e-04,1.961188404090345380e-03
3.792672811111139162e-03,4.274905292914085416e-04,1.577454724322534946e-03
3.393714954981098039e-03,2.428746062756869273e-04,1.972579730588572625e-03
3.263548337958504294e-03,5.241148657902580665e-04,2.598944481673816885e-03
2.930057692896966600e-03,1.657573681855932794e-04,2.018777858688555835e-03
2.913280044919679384e-03,5.155536630354144159e-04,1.951783243486237369e-03
2.723767970069605141e-03,9.186848319571762345e-04,1.328223564466489079e-03
3.036558737145350802e-03,2.784053358609867154e-04,2.190554984546004124e-03
2.990744940398852147e-03,4.665062817984139175e-04,2.742397747339536326e-03
3.066583542379019197e-03,1.090202357136403101e-03,2.933578696550582024e-03
2.646320446813267557e-03,5.964719880867616099e-04,3.125934858526749609e-03
3.148705263962233054e-03,-2.978351438249646167e-04,2.688277925593300123e-03
2.991386342067233872e-03,-4.102223660576850492e-04,2.219975781610321504e-03
3.076206137297072315e-03,-1.096669395448573612e-03,2.717598520276332322e-03
3.620315736045579338e-03,-1.329868675667795260e-03,2.057462359932937541e-03
3.736568736660614027e-03,-4.221036932134513840e-04,3.039731417058988416e-03
4.389497927985405550e-03,-1.177047241605970332e-03,2.510646177690356844e-03
3.948672991820721331e-03,-1.635486491133441873e-03,2.287939363649561103e-03
4.616245713427969202e-03,-2.207781390249186938e-03,2.962337229010210318e-03
4.508603194986395869e-03,-2.440335703852457728e-03,2.916277605251199959e-03
4.769743804999897370e-03,-2.333245793746982922e-03,3.079415468988076516e-03
4.525713279378151474e-03,-2.161881980077301913e-03,3.377672367675480306e-03
4.866907030113182091e-03,-2.772234098462578525e-03,4.163122095887724847e-03
4.320741638066573874e-03,-2.826803429186485958e-03,3.736279168152820997e-03
4.044950150504040068e-03,-2.522939450813539795e-03,3.017455644338595550e-03
4.377619522499646976e-03,-3.077077757776734701e-03,2.940742454093581409e-03
5.329274038964084727e-03,-3.588826273209510826e-03,2.809614886705159593e-03
5.313753883995804561e-03,-3.353719553003938012e-03,3.189788695311289706e-03
5.003522654719809448e-03,-3.062616924003462495e-03,2.877669394519335837e-03
5.717080824913541373e-03,-2.357512447415636633e-03,2.696766865268151146e-03
6.059780078003001481e-03,-2.665998197984861730e-03,2.538105011809174000e-03
5.445812577935630304e-03,-2.195728189084388861e-03,1.805312733861406645e-03
4.933910662020421674e-03,-2.200244371997842324e-03,1.561659905101901811e-03
4.679474517103592891e-03,-1.949381086302350279e-03,2.159662492363959192e-03
4.963637319413213671e-03,-1.343289441623054864e-03,1.842041339337356816e-03
5.489546796313054221e-03,-8.593031196011534801e-04,1.897200594155974782e-03
5.375536049943397711e-03,-5.815641915587471808e-04,1.625463400818397304e-03
4.563109192770762983e-03,-4.776771184460574604e-04,1.304889292858280861e-03
4.288328984484652759e-03,-8.431979676264340137e-04,8.196416661436774047e-04
4.190942432369219005e-03,-1.062217987998848165e-03,6.531711197113990218e-04
4.212139800308411716e-03,-4.752556071712379319e-04,1.144058021470973317e-03
4.125511724016662704e-03,-2.658892925482747189e-07,1.721432244568583438e-03
3.933465813503093586e-03,4.355757444232163781e-04,2.176894580172835519e-03
4.043364469409368826e-03,5.652361983779254084e-04,1.714687177823113985e-03
4.035836442711370278e-03,1.025974156180121813e-03,1.733953588510668250e-03
4.520761489428012751e-03,1.173630699062303863e-03,2.052595484516738737e-03
4.850187140184420223e-03,1.741137214762581223e-03,1.864597144232085432e-03
5.166413497707496652e-03,1.516417390891722575e-03,1.006568218525422586e-03
4.775032803335695943e-03,7.451315974888057239e-04,6.237417726934726047e-04
5.181820323373655286e-03,5.962479266103879729e-04,2.265082268660800063e-04
5.837622728089589264e-03,8.929670323655913714e-04,4.455584077072042388e-04
7.193392056612568641e-03,1.080144282530937994e-03,7.480926461865714883e-04
7.228827004170419387e-03,9.963161702374416766e-04,3.461707512214564340e-04
7.703710393434148873e-03,1.032874417364785342e-03,7.639451723462415854e-04
8.032949614222659879e-03,7.967932255239772730e-04,2.100278022439433252e-03
