ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.581308668445045470e-03,-1.803923212397152791e-05,-2.151867020941761795e-03
3.581308661670021352e-03,-1.803923212346706897e-05,-2.151867032217297422e-03
3.581308654894997234e-03,-1.803923212296261680e-05,-2.151867043492832615e-03
3.581308648119972248e-03,-1.803923212245816125e-05,-2.151867054768367808e-03
3.581308641344948130e-03,-1.803923212195370908e-05,-2.151867066043903435e-03
3.581308634569924012e-03,-1.803923212144925353e-05,-2.151867077319438194e-03
3.581308627794899894e-03,-1.803923212094480136e-05,-2.151867088594973821e-03
3.581308621019875342e-03,-1.803923212044034581e-05,-2.151867099870508580e-03
3.581308614244851224e-03,-1.803923211993588687e-05,-2.151867111146044207e-03
3.581308607469826238e-03,-1.803923211943143809e-05,-2.151867122421578533e-03
3.581308600694802120e-03,-1.803923211892698592e-05,-2.151867133697113726e-03
3.581308593919778002e-03,-1.803923211842253037e-05,-2.151867144972648919e-03
3.581308587144753450e-03,-1.803923211791807143e-05,-2.151867156248184112e-03
3.581308580369729332e-03,-1.803923211741361587e-05,-2.151867167523719305e-03
3.581308573594704347e-03,-1.803923211690916710e-05,-2.151867178799254064e-03
3.581308566819679361e-03,-1.803923211640471154e-05,-2.151867190074789257e-03
3.581308560044655243e-03,-1.803923211590025599e-05,-2.151867201350324017e-03
3.581308553269630691e-03,-1.803923211539580043e-05,-2.151867212625860077e-03
3.581308546494605706e-03,-1.803923211489135166e-05,-2.151867223901393969e-03
3.581308539719580721e-03,-1.803923211438689271e-05,-2.151867235176928728e-03
3.581308532944556169e-03,-1.803923211388244055e-05,-2.151867246452463488e-03
3.581308526169532051e-03,-1.803923211337798161e-05,-2.151867257727998681e-03
3.581308519394506198e-03,-1.803923211287352944e-05,-2.151867269003533440e-03
3.581308512619481646e-03,-1.803923211236907727e-05,-2.151867280279067766e-03
3.581308505844456661e-03,-1.803923211186462172e-05,-2.151867291554602525e-03
3.581308499069431675e-03,-1.803923211136016955e-05,-2.151867302830137718e-03
3.581308492294406690e-03,-1.803923211085571400e-05,-2.151867314105672477e-03
3.581308485519381270e-03,-1.803923211035125845e-05,-2.151867325381206803e-03
3.581308478744356285e-03,-1.803923210984680628e-05,-2.151867336656741563e-03
3.581308471969331733e-03,-1.803923210934234734e-05,-2.151867347932276322e-03
3.581308465194305880e-03,-1.803923210883789517e-05,-2.151867359207811515e-03
3.581308458419280895e-03,-1.803923210833343962e-05,-2.151867370483345407e-03
3.581308451644255476e-03,-1.803923210782898745e-05,-2.151867381758880600e-03
3.581308444869230490e-03,-1.803923210732453190e-05,-2.151867393034414926e-03
3.581308438094205071e-03,-1.803923210682007973e-05,-2.151867404309949251e-03
3.581308431319180086e-03,-1.803923210631562079e-05,-2.151867415585484011e-03
3.581308424544154233e-03,-1.803923210581116524e-05,-2.151867426861018770e-03
3.581308417769128814e-03,-1.803923210530671307e-05,-2.151867438136553096e-03
3.581308410994103828e-03,-1.803923210480226091e-05,-2.151867449412087421e-03
3.581308404219078409e-03,-1.803923210429780874e-05,-2.151867460687621747e-03
3.581308397444052556e-03,-1.803923210379334980e-05,-2.151867471963156506e-03
3.581308390669027137e-03,-1.803923210328889763e-05,-2.151867483238690832e-03
3.581308383894002152e-03,-1.803923210278444208e-05,-2.151867494514225158e-03
3.581308377118975865e-03,-1.803923210227998652e-05,-2.151867505789759050e-03
3.581308370343950880e-03,-1.803923210177553097e-05,-2.151867517065293375e-03
3.581308363568925460e-03,-1.803923210127107542e-05,-2.151867528340828135e-03
3.581308356793899608e-03,-1.803923210076662664e-05,-2.151867539616362460e-03
3.581308350018874188e-03,-1.803923210026216770e-05,-2.151867550891896786e-03
3.581308343243847468e-03,-1.803923209975771553e-05,-2.151867562167431112e-03
3.581308336468822049e-03,-1.803923209925325998e-05,-2.151867573442965004e-03
3.581308329693796196e-03,-1.803923209874880781e-05,-2.151867584718499763e-03
3.581308322918769910e-03,-1.803923209824434887e-05,-2.151867595994033655e-03
3.581308316143744491e-03,-1.803923209773989332e-05,-2.151867607269567981e-03
3.581308309368717770e-03,-1.803923209723544454e-05,-2.151867618545101873e-03
3.581308302593692351e-03,-1.803923209673099237e-05,-2.151867629820636198e-03
3.581308295818666065e-03,-1.803923209622653682e-05,-2.151867641096170090e-03
3.581308289043640212e-03,-1.803923209572207788e-05,-2.151867652371704416e-03
3.581308282268613925e-03,-1.803923209521762571e-05,-2.151867663647238308e-03
3.581308275493587639e-03,-1.803923209471317016e-05,-2.151867674922773067e-03
3.581308268718561786e-03,-1.803923209420871799e-05,-2.151867686198306092e-03
3.581308261943536367e-03,-1.803923209370426244e-05,-2.151867697473840418e-03
3.581308255168509647e-03,-1.803923209319980688e-05,-2.151867708749374310e-03
3.581308248393483360e-03,-1.803923209269535472e-05,-2.151867720024908202e-03
3.581308241618457074e-03,-1.803923209219089916e-05,-2.151867731300442094e-03
3.581308234843430353e-03,-1.803923209168644361e-05,-2.151867742575975986e-03
3.581308228068404067e-03,-1.803923209118198806e-05,-2.151867753851510311e-03
3.581308221293377780e-03,-1.803923209067753589e-05,-2.151867765127044637e-03
3.581308214518351494e-03,-1.803923209017308372e-05,-2.151867776402578095e-03
3.581308207743324774e-03,-1.803923208966862478e-05,-2.151867787678111554e-03
3.581308200968298487e-03,-1.803923208916417600e-05,-2.151867798953645446e-03
3.581308194193272201e-03,-1.803923208865972045e-05,-2.151867810229179771e-03
3.581308187418245047e-03,-1.803923208815526151e-05,-2.151867821504713230e-03
3.581308180643218327e-03,-1.803923208765080595e-05,-2.151867832780246688e-03
3.581308173868192040e-03,-1.803923208714635379e-05,-2.151867844055780580e-03
3.581308167093164886e-03,-1.803923208664190162e-05,-2.151867855331314038e-03
3.581308160318138600e-03,-1.803923208613744607e-05,-2.151867866606847930e-03
3.581308153543112313e-03,-1.803923208563299051e-05,-2.151867877882381822e-03
3.581308146768084726e-03,-1.803923208512853496e-05,-2.151867889157914847e-03
3.581308139993058439e-03,-1.803923208462407941e-05,-2.151867900433448739e-03
3.581308133218031285e-03,-1.803923208411962385e-05,-2.151867911708982197e-03
3.581308126443004131e-03,-1.803923208361517169e-05,-2.151867922984516089e-03
3.581308119667976977e-03,-1.803923208311071952e-05,-2.151867934260049547e-03
3.581308112892950691e-03,-1.803923208260626397e-05,-2.151867945535583006e-03
3.581308106117923537e-03,-1.803923208210180841e-05,-2.151867956811116898e-03
3.581308099342896383e-03,-1.803923208159735286e-05,-2.151867968086650356e-03
3.581308092567869663e-03,-1.803923208109290408e-05,-2.151867979362183381e-03
3.581308085792842509e-03,-1.803923208058844514e-05,-2.151867990637716839e-03
3.581308079017815355e-03,-1.803923208008399297e-05,-2.151868001913249864e-03
3.581308072242787334e-03,-1.803923207957953742e-05,-2.151868013188783322e-03
3.581308065467760180e-03,-1.803923207907508187e-05,-2.151868024464317214e-03
3.581308058692733026e-03,-1.803923207857062631e-05,-2.151868035739850672e-03
3.581308051917705872e-03,-1.803923207806617415e-05,-2.151868047015384131e-03
3.581308045142678718e-03,-1.803923207756171859e-05,-2.151868058290917155e-03
3.581308038367651565e-03,-1.803923207705726304e-05,-2.151868069566450613e-03
3.581308031592623543e-03,-1.803923207655281087e-05,-2.151868080841983638e-03
3.581308024817596389e-03,-1.803923207604835871e-05,-2.151868092117517096e-03
3.581308018042569236e-03,-1.803923207554389976e-05,-2.151868103393050121e-03
3.581308011267541214e-03,-1.803923207503945099e-05,-2.151868114668583146e-03
3.581308004492514060e-03,-1.803923207453499204e-05,-2.151868125944116170e-03
