ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.502286583220620645e-04,-9.794036533532359812e+00
0.000000000000000000e+00,-1.502286591092429318e-04,-9.794036533676225176e+00
0.000000000000000000e+00,-1.502286598964237992e-04,-9.794036533820090540e+00
0.000000000000000000e+00,-1.502286606836046666e-04,-9.794036533963955904e+00
0.000000000000000000e+00,-1.502286614707855339e-04,-9.794036534107824821e+00
0.000000000000000000e+00,-1.502286622579663742e-04,-9.794036534251688408e+00
0.000000000000000000e+00,-1.502286630451472415e-04,-9.794036534395553772e+00
0.000000000000000000e+00,-1.502286638323280818e-04,-9.794036534539419137e+00
0.000000000000000000e+00,-1.502286646195089492e-04,-9.794036534683284501e+00
0.000000000000000000e+00,-1.502286654066897623e-04,-9.794036534827149865e+00
0.000000000000000000e+00,-1.502286661938706297e-04,-9.794036534971013452e+00
0.000000000000000000e+00,-1.502286669810514699e-04,-9.794036535114878816e+00
0.000000000000000000e+00,-1.502286677682323373e-04,-9.794036535258744181e+00
0.000000000000000000e+00,-1.502286685554131776e-04,-9.794036535402609545e+00
0.000000000000000000e+00,-1.502286693425940178e-04,-9.794036535546473132e+00
0.000000000000000000e+00,-1.502286701297748581e-04,-9.794036535690340273e+00
0.000000000000000000e+00,-1.502286709169556984e-04,-9.794036535834203860e+00
0.000000000000000000e+00,-1.502286717041365657e-04,-9.794036535978069224e+00
0.000000000000000000e+00,-1.502286724913173789e-04,-9.794036536121934589e+00
0.000000000000000000e+00,-1.502286732784981920e-04,-9.794036536265799953e+00
0.000000000000000000e+00,-1.502286740656790323e-04,-9.794036536409665317e+00
0.000000000000000000e+00,-1.502286748528598725e-04,-9.794036536553530681e+00
0.000000000000000000e+00,-1.502286756400407128e-04,-9.794036536697394268e+00
0.000000000000000000e+00,-1.502286764272214989e-04,-9.794036536841259633e+00
0.000000000000000000e+00,-1.502286772144023391e-04,-9.794036536985124997e+00
0.000000000000000000e+00,-1.502286780015831794e-04,-9.794036537128990361e+00
0.000000000000000000e+00,-1.502286787887640196e-04,-9.794036537272857501e+00
0.000000000000000000e+00,-1.502286795759448057e-04,-9.794036537416722865e+00
0.000000000000000000e+00,-1.502286803631256459e-04,-9.794036537560588229e+00
0.000000000000000000e+00,-1.502286811503064591e-04,-9.794036537704453593e+00
0.000000000000000000e+00,-1.502286819374872723e-04,-9.794036537848317181e+00
0.000000000000000000e+00,-1.502286827246680854e-04,-9.794036537992184321e+00
0.000000000000000000e+00,-1.502286835118489257e-04,-9.794036538136047909e+00
0.000000000000000000e+00,-1.502286842990297388e-04,-9.794036538279911497e+00
0.000000000000000000e+00,-1.502286850862105249e-04,-9.794036538423778637e+00
0.000000000000000000e+00,-1.502286858733913651e-04,-9.794036538567644001e+00
0.000000000000000000e+00,-1.502286866605721783e-04,-9.794036538711507589e+00
0.000000000000000000e+00,-1.502286874477529643e-04,-9.794036538855374729e+00
