Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.425237172162139676e-04,-1.067255542126833875e-04,-1.044440715797714255e-04
-2.899648785776966827e-04,3.492931506754374366e-04,1.413276456094377746e-04
-9.587451661990899687e-04,2.793059303205553843e-04,-7.114367342095558608e-04
-1.615370425063836646e-03,3.293180500690677547e-04,-2.814812101741003296e-04
-1.370584801971212090e-03,-1.757781866686137498e-04,-6.167390209699463114e-04
-1.783323577585992775e-03,-9.693335106860290120e-05,-3.226737285824791165e-04
-1.717046391871056938e-03,1.210676079617598044e-04,-4.305141250476135452e-04
-2.099566427075255128e-03,9.395657683897966220e-04,-4.384702082786261115e-04
-2.522966119700728680e-03,7.028696875673336435e-04,-1.129817521486199032e-03
-2.267746007747251796e-03,6.604855997178415005e-07,-1.633319577736473075e-03
-1.679479054444070127e-03,5.130020053331442101e-06,-1.320790852369297394e-03
-2.193728605295115503e-03,6.719208592432311493e-04,-7.428127436030378984e-04
-2.388021388826924805e-03,7.737616301796416312e-04,-9.222057017298872488e-04
-2.500443307598949980e-03,1.197070455713918589e-03,-1.092113395971838893e-03
-2.889914342885725393e-03,1.114575877684660437e-03,-1.364063405242447449e-03
-2.566970908867615298e-03,1.940657351317429721e-03,-1.551548103144163165e-03
-2.221679215300321249e-03,1.933195723999411603e-03,-1.289534312976978051e-03
-1.960582389019911980e-03,2.074014315416835771e-03,-7.248854294789206171e-04
-1.829552369803936519e-03,2.413990088545593139e-03,-9.415540378911693058e-04
-1.829219324083661150e-03,2.628853045671961011e-03,-3.796312630971111659e-04
-1.718229514589900793e-03,2.800321744897205263e-03,3.193589930331366782e-04
-2.498441322236325847e-03,1.939115503549535772e-03,7.234257177658137781e-04
-2.674597809471433371e-03,1.783858930396201850e-03,1.744433643017793620e-03
-3.628028854507447595e-03,2.019887690092450790e-03,1.954693737984478184e-03
-3.961129215800864890e-03,2.533967434144702210e-03,2.160374879263990237e-03
-3.751010068496679183e-03,2.512424850533192568e-03,2.538823805685875602e-03
-3.183391158278854258e-03,2.152963218747029096e-03,3.316073566980629658e-03
-2.820017310185752267e-03,2.474769539325424959e-03,3.251729625948643256e-03
-2.565836340596831713e-03,2.571203942471600966e-03,4.096852335375023545e-03
-2.540089295254812501e-03,2.679662250521265381e-03,4.315886028033029571e-03
-1.810532900906032831e-03,1.831789534606707110e-03,4.305540089835827207e-03
-1.954269369229297542e-03,2.036834662339817061e-03,4.138940642256723305e-03
-1.445312716286485015e-03,1.678472929521335633e-03,3.993434395589823618e-03
-8.787829937592027928e-04,1.891943346636018163e-03,3.841372607721470385e-03
-4.500840904405640098e-04,2.193506803173143893e-03,4.518879814392617530e-03
-7.817624064362871329e-05,2.073243364586376068e-03,4.320608576811064278e-03
-3.146869516303090614e-04,1.909151778778221372e-03,4.276396053749449352e-03
2.926620108513733050e-04,2.147286307329499943e-03,4.868381738353091091e-03
5.915943094753292348e-04,2.196975150914469172e-03,5.059800677978843787e-03
7.407874490326906358e-05,1.814718536521610446e-03,4.807451903013359312e-03
1.862118172427280362e-04,1.720625607413682218e-03,5.178824645884027092e-03
-2.628985870999174176e-04,2.032231064979365866e-03,5.125227741589357192e-03
-5.838092293441930715e-04,1.386923017487783549e-03,5.360242898769496632e-03
-9.074083330659939032e-04,1.507308687611106247e-03,4.916290897783078158e-03
-5.633979436657438403e-04,1.688180943484362748e-03,5.563075914308850643e-03
-9.271945732157911308e-04,2.181310357747492327e-03,5.122275870098575573e-03
-7.867538869131156026e-04,1.933261049703679027e-03,5.518383351776995523e-03
-1.021732406778778218e-03,1.965024932839481986e-03,4.745220603417732094e-03
-7.865304628175584945e-04,2.384809635332557284e-03,4.945823696967794475e-03
-8.313048473048220569e-04,2.779679470580277180e-03,5.182133422320305688e-03
-1.238401330306890919e-04,2.818039119994451055e-03,5.681756163377507315e-03
6.773377227694490780e-04,2.665214542986917099e-03,5.438515371178198957e-03
4.458214245458042729e-04,2.985044877706480911e-03,6.090267344461750693e-03
5.323484239517258096e-04,3.993326521233024791e-03,6.121432026044636501e-03
3.757392219709711060e-04,4.435423190711803090e-03,6.449345866498330110e-03
-1.409170995768107247e-04,4.244462504105091932e-03,5.808075433470619858e-03
1.011834096971832937e-04,4.413013200711553632e-03,6.003113627849107799e-03
5.057656026871490277e-04,4.339634621437932563e-03,6.054648682245838097e-03
5.173052641988798092e-04,4.001623724261152946e-03,6.552330856148468399e-03
9.252890055625882966e-04,3.354383530358589355e-03,6.046404896358349539e-03
8.772742220949578118e-04,3.802814967694393214e-03,6.390298204625421627e-03
3.408906592715295640e-04,4.136766635223226504e-03,7.156218064993074938e-03
1.403148378886105978e-04,3.918673551264316435e-03,7.580451300651416292e-03
-8.126323271240621943e-04,3.846252452484511322e-03,7.790233388583839291e-03
-1.041985979549185518e-03,3.370121706409185281e-03,7.997630052342193444e-03
-5.020365158194382447e-04,3.079235408774076699e-03,7.924413550262772790e-03
-8.533517507128342587e-04,3.035883600256252327e-03,8.005546893529674399e-03
-6.686886170133975876e-04,3.501578777868487487e-03,8.808004284388524369e-03
-8.436410925423036902e-04,2.299692674672703871e-03,8.842530466962180216e-03
-4.601108307349205352e-04,2.604287582169881581e-03,8.542144880759291667e-03
-1.217185655855825346e-03,1.757668204026505750e-03,7.838230870493817504e-03
-3.831641620984874846e-04,2.562839903592282077e-03,8.346152511463360291e-03
-9.290648958210642001e-04,1.861565942000010685e-03,8.716769924300328196e-03
-1.239977054521665357e-03,1.653671035012608918e-03,7.845726548502083078e-03
-4.305462988339934876e-04,1.682003599492618365e-03,7.838120590259159762e-03
-6.379312792633821689e-04,1.680850030685563041e-03,7.775593516455043576e-03
-4.923765439118979329e-04,1.954442971514740428e-03,8.174248404347521021e-03
-8.811672352200948955e-04,1.608970136484775019e-03,8.827998612545330526e-03
-4.737475806162860640e-04,1.542293328969700141e-03,8.935668016771652553e-03
-9.392010122068033531e-04,8.708877487535302995e-04,8.556415980745050651e-03
-1.188086751445825142e-03,1.293830920723810065e-03,8.535426574162809782e-03
-1.519756566502363610e-03,1.067467910497323482e-03,9.285202483909432702e-03
-1.395749405110122262e-03,9.643856708428860192e-04,8.819514349760507535e-03
-1.415212402229367979e-03,1.121493015458484201e-03,8.232726220138588888e-03
-1.845586007409979069e-03,1.741550360119293889e-03,7.994997651043564760e-03
-1.985846269200710647e-03,2.120369005081610900e-03,7.939355985431134632e-03
-9.187102512098089136e-04,1.810022212025950723e-03,7.568992937806304916e-03
-3.335179112094375739e-04,2.905956502569145491e-03,7.669240996853108651e-03
3.052918339158017160e-04,3.197760858366764398e-03,7.562857495579125566e-03
9.827191500149715358e-04,2.958697899453394294e-03,7.576703327308623517e-03
8.263398501685587528e-04,2.564873221920017151e-03,7.840929857605444947e-03
1.053546361524030370e-03,2.206067201415822746e-03,7.429505423540778281e-03
1.403529104678877693e-03,2.319046477730845723e-03,7.309110295590731318e-03
1.466630301161747901e-03,2.118229279316680147e-03,7.961143668431227421e-03
1.267777278638261432e-03,2.765456595860471545e-03,8.196870150720870010e-03
5.046673723742042643e-04,2.145680675614872277e-03,7.570604013740621363e-03
-1.630433400147016196e-04,1.903897794077693455e-03,8.419941223110644773e-03
6.807459488888666392e-04,1.928636843997712713e-03,8.528029009151455106e-03
5.312052905317064203e-04,2.516320375596822149e-03,8.279534593679124810e-03
