q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999815181173e-01,-4.679679917652154545e-06,8.580218669762021850e-07,3.785244756699486081e-06
9.999999999780253557e-01,-3.644938118505856152e-06,-5.172017056919068680e-06,-1.978338245472545181e-06
9.999999999826963970e-01,-3.576832441122193868e-06,3.595810863052542370e-06,2.980582695711329277e-06
9.999999999956062924e-01,8.072422279541251750e-07,1.411660066919272315e-06,2.478481830308411913e-06
9.999999999749324964e-01,-3.914865571711859125e-07,-2.079316143793971784e-06,6.757072545312270451e-06
9.999999999573691012e-01,-3.477425867380871191e-06,-2.026586308097313172e-06,8.310374533644985024e-06
9.999999999382436222e-01,-8.765156424493651501e-06,4.011106186213790068e-06,5.531333093484799694e-06
9.999999998558690706e-01,-1.564156355529311779e-05,-1.314785705045396963e-06,6.471070924083975434e-06
9.999999998663123835e-01,-1.272937973003761546e-05,2.224361593037333138e-06,1.001948980198545943e-05
9.999999998608377627e-01,-1.535442974806869673e-05,-3.065051263376980711e-07,6.517058074050633929e-06
9.999999998276964952e-01,-1.599181096941165993e-05,4.076826191262771972e-06,8.499909872878310435e-06
9.999999998103515919e-01,-1.672262748229124142e-05,9.945120467828150517e-08,9.982014558465353095e-06
9.999999998053559214e-01,-1.526947746013128255e-05,-1.168503055913319925e-06,1.244048796406591579e-05
9.999999999192873412e-01,-1.116021892759976968e-05,4.631579943908508512e-06,3.927232134590689603e-06
9.999999999687689822e-01,-5.858233416785950191e-06,1.622392456993797155e-06,5.050844331431680995e-06
9.999999999582367405e-01,-9.293782208928580945e-07,8.282153186806233164e-07,9.054105955296696113e-06
9.999999998203173979e-01,-1.623041801979345292e-06,4.358146836263299241e-06,1.837763360935952935e-05
9.999999996629710397e-01,-7.990162312483420169e-06,4.604483246661991106e-06,2.426961002865982010e-05
9.999999994893581379e-01,-4.079826153807202698e-06,3.314599053110791328e-06,3.152224908655695709e-05
9.999999995800961106e-01,-5.754958770040268901e-06,-2.322356353951490272e-06,2.830715059244213693e-05
9.999999997145376796e-01,-3.249074555081410953e-06,-2.694056291439295338e-07,2.367056288236227412e-05
9.999999994209025633e-01,-6.171227280891254160e-06,2.023954548550765699e-06,3.340680051551887493e-05
9.999999996256417889e-01,-1.703500882249926915e-07,5.453962065157609679e-06,2.681309055596520138e-05
9.999999994753947519e-01,3.669923374297236659e-06,6.886274118486462837e-06,3.143758069356491981e-05
9.999999992246967340e-01,1.018258068963272966e-05,1.571740019322341746e-05,3.463935729483344082e-05
9.999999993662507247e-01,6.329035825565702524e-06,1.186283502041760559e-05,3.296535714810458858e-05
9.999999988925952765e-01,2.497268901661095191e-06,1.397171355077840614e-05,4.487052828095387618e-05
9.999999991989957371e-01,5.111342911622397269e-06,9.517919414484357450e-06,3.853948532481067890e-05
