Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.407495949283248114e-04,-2.436168101154460733e-04,-3.905357106083623148e-04
8.688350004590377406e-04,-9.947292875124049121e-04,-6.116776844964129248e-04
5.474225890334063517e-04,-1.526795113750834335e-03,-9.740501719068505844e-04
2.217492363983594185e-04,-1.494080091746604732e-03,-2.796767768484587405e-04
5.593887866904555814e-04,-2.034598722157011583e-03,-2.486720083519190576e-04
-3.192669396035638070e-04,-2.307246423024556133e-03,-2.006911257627157729e-04
6.094187743469368712e-05,-2.085193854813845084e-03,-7.160021607142843083e-04
3.456356576648979707e-04,-2.064597251350610944e-03,-8.641045210194581334e-04
1.146673596589848666e-03,-1.755570872173831771e-03,-7.354000356306655047e-04
1.691698359734601859e-03,-1.808719506310048656e-03,-1.307394979333157672e-03
1.159163747415502483e-03,-2.046637899355264328e-03,-1.715277221532005491e-03
1.127378639495351482e-03,-1.216214515538609165e-03,-1.621390731821244777e-03
2.129444925953796145e-03,-1.138403399544961206e-03,-1.626965188444390049e-03
1.478449176286289121e-03,-3.136009728924624802e-04,-2.271167505598722762e-03
1.240696170028581392e-03,-6.418603167167251768e-04,-2.034407799865212054e-03
1.540782855472735925e-03,-4.298146773670732273e-04,-2.312178512155343545e-03
1.292553967213119380e-03,1.088864386255647979e-04,-2.441190677272163899e-03
7.027238541420157292e-04,-4.423017276528887619e-06,-2.249962735494968630e-03
7.065155659136350798e-04,1.169308616774336092e-04,-2.239571801682493923e-03
7.983164419889194003e-04,5.560605637515640253e-04,-1.897553051375743026e-03
7.458135320041548236e-04,7.457365169967488955e-04,-2.392606184843370891e-03
1.531498388339448550e-03,1.262238114335172785e-03,-1.945028446810608382e-03
1.845675460307763657e-03,1.708442907968094710e-03,-2.366400866388120808e-03
1.478093662353488231e-03,9.838205942895037262e-04,-2.214618185445677272e-03
1.385322549020404472e-03,1.677699897937510965e-03,-1.862769713835133378e-03
1.057203675702185009e-03,1.259093807746832720e-03,-1.648084375115795594e-03
8.670482090910711006e-04,9.055565771791893861e-04,-1.366547161395404494e-03
1.065802282243966939e-03,-4.260600545181851290e-05,-3.107888191811455990e-04
7.357868521817965838e-04,2.103762768561693848e-04,-6.188144324381846277e-04
8.312074441883030409e-04,2.153730670683278467e-04,-1.027844390484178826e-03
7.314526758632897618e-04,9.011497144991118002e-05,-1.249047417313925695e-03
3.163727427448718857e-04,-2.097603640402380561e-04,-1.767156543235040697e-03
1.105139048562242760e-03,-7.775660785951170025e-04,-2.121062588256510725e-03
5.004184128682588736e-04,-8.148334910291319018e-04,-2.173846557169489043e-03
4.522021879044792127e-04,-9.228227852959910039e-04,-2.083786264238050075e-03
5.178906255447923062e-04,-5.311338809323906587e-04,-2.574499703428426243e-03
1.613499846877759769e-03,-3.179306571299240569e-04,-3.276568783143390083e-03
8.810693343055123672e-04,-7.441600779540250747e-05,-3.110360051119533033e-03
1.064453216063673607e-03,5.103425475461851642e-05,-3.183032338593615087e-03
9.909448119016499735e-04,3.969430301115921722e-04,-3.534628670445397712e-03
1.022325548763195402e-03,-2.211817152434818548e-04,-3.374455433953906826e-03
1.904822418245983337e-04,2.368217089727630534e-04,-3.366707571445287390e-03
1.623872954899746948e-04,-9.365050340540137519e-05,-4.076175500702004621e-03
5.226528367207611140e-04,-4.195711233249834566e-04,-4.275655301158701876e-03
1.358176751460103996e-03,-2.955842398258510129e-04,-4.222384672661129087e-03
1.658739192816397401e-03,3.568375106655190796e-04,-3.752262171537650969e-03
1.610506435609035435e-03,1.070988655844194422e-03,-3.491046013348853092e-03
1.102771752361012035e-03,6.297372883188263925e-04,-3.610569259540847686e-03
3.696554950952352461e-04,9.826229587051107939e-04,-3.601042727368776366e-03
