vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.999947019808421267e+00,4.329048139941646487e-05,-4.214531184973888676e-05
1.999937273324394971e+00,5.034531639167610977e-05,-1.737402654249199988e-05
1.999969873301297163e+00,4.911456753541854726e-05,4.750737822265671670e-05
2.000059626638377441e+00,7.967472721237368947e-05,2.475766351242965485e-05
2.000046242682787412e+00,1.160013361927154474e-04,2.238333119960385725e-05
2.000050011598991873e+00,1.778465752638573334e-04,2.418627412679526690e-05
2.000062872933817459e+00,2.743399838994110178e-04,4.147403975134676891e-05
2.000066054195706489e+00,2.999780441755336264e-04,4.968354188053023234e-05
1.999976062193279169e+00,2.735312782758093312e-04,1.389300685696817655e-05
1.999883779381102844e+00,1.765696659998002948e-04,2.209242972518383384e-05
1.999818848410439553e+00,1.850657276128793351e-04,5.000062877153503744e-05
1.999764394364908604e+00,2.210513063431818008e-04,5.435291830044578670e-05
1.999664819099012281e+00,2.477156262425472084e-04,9.411333315350053983e-05
1.999673418802621505e+00,1.907338740034499676e-04,3.077788542966107543e-05
1.999644810090617675e+00,2.414987797038291816e-04,1.074094008274513771e-05
1.999585578055285806e+00,2.690514270017362931e-04,4.561817213654931387e-05
1.999595021041847387e+00,3.174415745588539568e-04,4.829243145444740308e-05
1.999625114344080856e+00,3.129329205571480116e-04,6.167300123521394790e-05
1.999624316414863490e+00,2.825218016421949955e-04,8.338177255121494245e-05
1.999578172812677579e+00,2.712360456496318642e-04,8.130543074774554554e-05
1.999543300725077799e+00,2.156984442345248783e-04,-1.236015438015062781e-05
1.999572551001578269e+00,2.528287391230739150e-04,-1.768653492150334925e-05
1.999528941831356432e+00,3.455014768642456933e-04,1.001920584865393884e-06
1.999555683983525567e+00,3.849797936990797414e-04,4.524915032161623177e-06
1.999515732446161875e+00,5.046053168259500080e-04,-1.072860292624955867e-05
1.999545743013301013e+00,5.141077283954039725e-04,-2.986810582070224018e-05
1.999562477370459446e+00,5.456790382926144994e-04,2.887979625906752389e-06
1.999558497782895738e+00,6.123015358820112827e-04,1.129608361690904051e-04
1.999553735160060963e+00,6.181015106996180352e-04,9.803585035245927022e-05
1.999541199103739508e+00,6.280933148812991272e-04,1.356918872086924303e-04
1.999441660498168405e+00,6.245322796211649980e-04,1.303307720148595185e-04
1.999407045530793292e+00,6.422471672537192078e-04,2.231173345705551511e-04
1.999406492335579655e+00,6.619515796225482326e-04,2.076349606794640913e-04
1.999335646160544044e+00,7.340886814667783346e-04,2.680440305016426042e-04
1.999239630620238906e+00,7.816688400306479175e-04,3.251883182616940350e-04
1.999224855182380800e+00,8.145445701360715454e-04,3.086147307294893113e-04
1.999202656933739553e+00,7.986242028126614703e-04,3.432916255236650007e-04
1.999297226925740967e+00,8.102901249789777648e-04,3.278129374006935517e-04
1.999223649155417393e+00,7.469266425521150013e-04,3.858015097810470889e-04
1.999181721945766377e+00,7.566749763848010669e-04,4.117333708205222478e-04
1.999122522866271456e+00,8.249544473938916038e-04,4.555096122341467809e-04
1.999108769358127979e+00,8.450122011592952958e-04,3.806931224096588885e-04
1.998952464906367243e+00,8.324636657927488156e-04,4.141720396298894627e-04
1.998952204594280690e+00,7.891943722832823332e-04,4.535110624696853782e-04
1.998996016549704491e+00,8.164061396761923680e-04,4.586904015887993116e-04
1.998938189565609314e+00,7.525685346229723117e-04,4.963541007538922745e-04
1.998930911694639878e+00,7.549120232893473913e-04,4.868443519579162648e-04
1.998787755157064749e+00,7.499487858096761826e-04,4.298538394761910412e-04
1.998794299651480255e+00,8.536169820749235203e-04,4.339489931999735719e-04
1.998771039541343164e+00,1.000131219496367286e-03,5.479169028608613405e-04
1.998729128680724942e+00,1.011223056065019494e-03,5.693824543706858289e-04
1.998678097590186109e+00,1.002197458566377172e-03,5.160590784857518876e-04
1.998630801335584906e+00,9.783259928853973216e-04,5.910659588577722549e-04
1.998636461562957267e+00,9.843293939521657442e-04,5.631373986742024959e-04
1.998685890958737721e+00,9.984858805580591051e-04,5.523268041427156425e-04
1.998573603349582450e+00,9.735494190070803199e-04,5.696300047197131247e-04
1.998567607700547866e+00,1.039387244077312738e-03,5.757096275376346901e-04
1.998477248113761595e+00,1.120721790910818262e-03,5.277936572093198768e-04
1.998389617826816123e+00,1.211461969267332676e-03,5.287188188346433892e-04
1.998406554392592627e+00,1.270837469480779478e-03,4.661099760710420039e-04
1.998437592046612865e+00,1.301570152188186906e-03,4.000975095759895061e-04
1.998414691513020758e+00,1.298800133231225659e-03,3.411884096571221082e-04
1.998529099725723457e+00,1.358657703464275857e-03,4.186733019751013858e-04
1.998607967024423671e+00,1.346958268556302076e-03,3.703672087214948130e-04
1.998633444577929019e+00,1.368692888248103454e-03,3.779570679558371922e-04
1.998655453870163523e+00,1.257629220821222544e-03,3.661223159159824768e-04
1.998730310339039251e+00,1.334991411258555855e-03,2.649761904359105224e-04
1.998789561018413652e+00,1.327529508935634123e-03,2.406953619089661459e-04
1.998797590858890638e+00,1.289594046410440838e-03,2.274872907946282714e-04
1.998868990977056059e+00,1.291878680815291072e-03,1.843470255237445918e-04
1.998948333096590035e+00,1.324753014287827126e-03,1.704386255539339806e-04
1.998922014116458978e+00,1.291597794781859047e-03,1.742993039433942629e-04
1.998874840421164922e+00,1.302512708172377754e-03,1.510002188441831293e-04
1.998873346135402684e+00,1.304514768653806944e-03,1.979442069119273712e-04
1.998880482289886906e+00,1.392659243032907251e-03,2.397189605497781020e-04
1.998825369388628648e+00,1.334672586438123611e-03,2.707189601194368413e-04
1.998893860703970571e+00,1.415885815977566521e-03,2.121187627896257521e-04
1.998910756066291539e+00,1.482862649642341163e-03,1.629151460841637760e-04
1.998972915614772861e+00,1.528909646959640762e-03,1.306579641260320276e-04
1.998987419310758629e+00,1.522093877316019715e-03,1.091385741205225642e-04
1.998970149977311594e+00,1.475194858873935715e-03,1.282508816198066727e-04
1.998935427317166669e+00,1.417737535620281928e-03,1.813884207206714009e-04
1.998892591712325473e+00,1.437521495394012902e-03,6.016285787094825365e-05
1.998834776116637402e+00,1.457649860196582898e-03,6.947648514369650721e-05
1.998789548535663263e+00,1.445879723039730259e-03,1.409339607076647076e-05
1.998774085555455882e+00,1.454605058094237627e-03,2.236475532237075148e-05
1.998718844364694824e+00,1.333724281910124909e-03,3.971818225515683662e-05
1.998730010073883623e+00,1.310446948395725284e-03,9.959114296051377725e-05
1.998790007867002005e+00,1.344455099431705533e-03,1.552737789610078546e-04
1.998830263328314594e+00,1.338271232687242339e-03,1.208675301396601643e-04
1.998823778361157988e+00,1.379435142535146699e-03,1.007456763800392832e-04
1.998895982447966402e+00,1.406694635201205220e-03,1.384384217025259856e-04
1.998888726014408812e+00,1.386018320262454723e-03,1.385183121684801838e-04
1.998835552468486654e+00,1.333485405090263773e-03,1.885353004933805411e-04
1.998831660459037707e+00,1.234171554223358665e-03,2.521836777896476031e-04
1.998810122143331425e+00,1.231291976923638365e-03,2.974658289286451381e-04
1.998804288285043862e+00,1.269664345731334179e-03,3.105760328480543708e-04
1.998891635080512597e+00,1.344601221227622549e-03,3.110256054303364368e-04
1.998849498064026786e+00,1.373583356244093522e-03,2.724872881975976989e-04
1.998877964069368574e+00,1.378226979276826920e-03,3.128429633621322790e-04
1.998871011161687417e+00,1.383411101210428248e-03,3.433084121509045105e-04
1.998809000480709086e+00,1.374519317150000317e-03,3.352598379520083148e-04
1.998739515420351998e+00,1.367032491253049971e-03,3.839295852213794706e-04
1.998795648722702545e+00,1.351746899700399058e-03,4.986889445056302351e-04
1.998750130618019760e+00,1.336799803871200785e-03,4.365296315833021583e-04
1.998696595870508741e+00,1.380467195457232886e-03,5.280665259646780563e-04
1.998683376044129822e+00,1.280638095776470697e-03,5.302726645598034895e-04
1.998651820098868770e+00,1.271128112580906678e-03,5.449110614605622536e-04
1.998669706973425386e+00,1.278520710872971819e-03,5.940322607398941740e-04
1.998635306223981001e+00,1.235744277363183628e-03,5.273647836491128331e-04
1.998688337481633104e+00,1.171213389232951584e-03,4.638698373376477866e-04
1.998719053965105408e+00,1.181191536934102270e-03,5.390162379495209988e-04
1.998716835123103053e+00,1.168313393503377052e-03,5.420340710597959001e-04
1.998671329982286693e+00,1.139088388985610555e-03,5.281634079251933036e-04
1.998625741816461243e+00,1.156595015719070422e-03,5.329607006520298501e-04
1.998629808300107724e+00,1.132314209977188348e-03,5.740753318357371196e-04
1.998533220819878942e+00,1.182072491285315538e-03,5.392729305721369630e-04
1.998614737877028258e+00,1.118991026325302568e-03,6.021318968197241677e-04
1.998577744911291809e+00,1.172498433608999083e-03,5.889517045034380017e-04
1.998662417545032932e+00,1.104532878537484381e-03,5.392979122417939286e-04
1.998626574125328847e+00,1.141949209421059663e-03,4.576195467694617759e-04
1.998597909630977387e+00,1.177102048773925403e-03,4.046635362411569320e-04
1.998650863219062934e+00,1.217161328655942763e-03,3.085452471050129596e-04
1.998675779019126297e+00,1.172271801686692845e-03,3.231971429082009547e-04
1.998646225524268738e+00,1.139158823502491383e-03,3.358449150965441324e-04
1.998607423173583753e+00,1.119449530217237095e-03,3.323958245148352910e-04
1.998631405577941056e+00,1.065364426740580441e-03,3.900464549485178358e-04
1.998656054058823406e+00,1.151918563813136842e-03,3.681785148820180815e-04
1.998622680257218232e+00,1.155442979305099267e-03,4.087082839312393911e-04
1.998643078957141217e+00,1.192715787477345059e-03,4.424338122152139739e-04
1.998598821727833430e+00,1.210695233461258702e-03,4.528585058097664060e-04
1.998653985240131492e+00,1.156093557411234105e-03,4.533093010981364881e-04
1.998646485150992635e+00,1.210039856560609544e-03,4.885238301359775756e-04
1.998646410003018570e+00,1.210114826711181481e-03,4.984395945333516299e-04
1.998592369403240365e+00,1.249897200294050690e-03,4.351419683267933151e-04
1.998632052811294413e+00,1.210932069473300661e-03,3.873157285728382913e-04
1.998607368553409591e+00,1.171407786850037561e-03,3.312689428656984537e-04
1.998497793746464746e+00,1.215376413189016421e-03,3.354812241435522926e-04
1.998439649378009442e+00,1.291528727481484028e-03,3.239058978349991470e-04
1.998388950615640480e+00,1.218042237483944962e-03,2.816856425076106978e-04
1.998356753768313565e+00,1.312561389407746783e-03,3.252218859000398994e-04
1.998310159381901485e+00,1.377285008441963936e-03,3.415718876053368725e-04
1.998334582712373075e+00,1.392544119957009070e-03,2.369500620197517336e-04
1.998310592836288757e+00,1.353066888408363793e-03,1.827713731767432526e-04
1.998352128923177373e+00,1.307086187542188865e-03,1.874023487596763906e-04
1.998415390593552887e+00,1.185954321820898404e-03,2.062704579132890084e-04
1.998418155898426640e+00,1.169439045390987609e-03,2.200756748072711471e-04
1.998366660475379808e+00,1.158338818571879193e-03,1.819281742802197422e-04
1.998377362827394199e+00,1.198501461598103094e-03,1.732340315922955133e-04
1.998290433900514973e+00,1.179143023637769161e-03,3.053201991946104970e-04
1.998352130398348470e+00,1.203324198486919365e-03,2.271068180631313185e-04
1.998323970277661399e+00,1.311394296958955053e-03,2.166474284679226962e-04
1.998386022939658613e+00,1.273654837003760504e-03,2.142113350242596766e-04
1.998392273839058708e+00,1.308008740262925004e-03,2.494666892784122331e-04
1.998330225031470953e+00,1.290010824390839953e-03,2.511031007548335920e-04
1.998374875695965391e+00,1.320559210581801791e-03,2.495494898641597670e-04
1.998395229360248049e+00,1.290261943281796869e-03,2.155048981096613359e-04
1.998347213983268533e+00,1.253949239952872321e-03,2.162753108942759388e-04
1.998453856660513894e+00,1.285756996581188328e-03,2.372842675124660502e-04
1.998367489144449394e+00,1.367765970572403650e-03,3.345725123324464270e-04
1.998318367721603872e+00,1.419682443572569536e-03,3.300075836499633203e-04
1.998290188559181946e+00,1.443520077963517372e-03,2.953532886773562599e-04
1.998366014476743002e+00,1.406796026670135589e-03,2.935910140468862687e-04
1.998298501772403091e+00,1.425262825239635364e-03,3.227426367527979440e-04
1.998295946608670937e+00,1.431805997251307328e-03,2.687531196568096817e-04
1.998358650252950452e+00,1.412262864627718446e-03,2.995735911370208705e-04
1.998424425287069095e+00,1.312752632518615755e-03,3.699139485870211953e-04
1.998332681818172363e+00,1.343051676881570813e-03,3.772427307160609736e-04
1.998379988227759307e+00,1.380002815501170897e-03,2.799804964266326972e-04
1.998312418494883280e+00,1.294027496023941000e-03,3.207958924343057294e-04
1.998419014681397377e+00,1.287441509083274080e-03,2.738823928261533650e-04
1.998411139207295184e+00,1.263874775277539116e-03,2.748117586098752438e-04
1.998342550848233756e+00,1.236320757262697814e-03,2.626235053734087802e-04
1.998289271414139368e+00,1.213766947747465814e-03,2.254412204452179596e-04
1.998214753514376385e+00,1.243522807653568750e-03,2.412965064744439561e-04
1.998195236429411326e+00,1.243954793833893825e-03,1.995281027335414322e-04
1.998254374949800738e+00,1.285607165234083386e-03,2.275696793709280333e-04
1.998189857817749049e+00,1.266491638123205766e-03,1.946384618021564268e-04
1.998219993493485669e+00,1.232269751273783447e-03,2.933079154632412130e-04
1.998283201876655646e+00,1.210220371916233186e-03,2.616766905249995594e-04
1.998253771490197117e+00,1.190541685378377788e-03,2.269399846001248779e-04
1.998183894490931811e+00,1.286880964972046725e-03,1.763221691866090823e-04
1.998116095683617255e+00,1.325485207282687053e-03,1.766277336374851275e-04
1.998165566904420931e+00,1.423395994183172895e-03,1.220782058478951182e-04
1.998235566458313572e+00,1.458469371856180394e-03,1.142189191820320259e-04
1.998330543142140758e+00,1.463169330249766177e-03,1.284566586459571559e-04
1.998377273593163084e+00,1.430748212490601419e-03,-8.893148473529936425e-06
1.998324764150925414e+00,1.453114593626946569e-03,-7.808091561265174875e-05
1.998289661281525742e+00,1.394159201835975734e-03,-6.080740551726782539e-05
1.998228996826095782e+00,1.339834696732932666e-03,-5.725063654560335962e-05
1.998173903707514132e+00,1.284068615031837063e-03,-7.958238427224549160e-05
1.998150879135400793e+00,1.368922697738580302e-03,-7.997967356799714209e-05
1.998164262076248088e+00,1.410500398842437671e-03,-1.830533418656443787e-04
1.998106203583261298e+00,1.372047279176239355e-03,-2.550128686113915170e-04
