q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999948281371e-01,-3.044955593662418541e-06,8.541761747026156108e-07,-5.851430165222288388e-07
9.999999999958191221e-01,-2.752157583203988049e-06,5.778396056714514756e-07,6.734047271552989144e-07
9.999999999964291897e-01,-1.032964334880524105e-06,8.098013092329838723e-08,2.463324070552626799e-06
9.999999999944358953e-01,-3.063478936985013991e-06,-2.109157681820087056e-07,1.303367582747371071e-06
9.999999999991955324e-01,-9.065246736639384686e-07,-2.860169240746186545e-07,8.399090592512681244e-07
9.999999999970760056e-01,-6.987232236092650195e-07,-2.305306021753405214e-06,2.125997373939004002e-07
9.999999999966344699e-01,4.370474842010344735e-07,-1.175864866683124943e-06,2.271014890344253627e-06
9.999999999926274530e-01,3.192811227762474407e-06,-6.594828721334456093e-07,2.028821159117853782e-06
9.999999999887774216e-01,3.001196150102632829e-06,-1.915136575129899172e-06,3.125721370566881253e-06
9.999999999861099997e-01,3.798712121777788822e-06,-2.346281381915349539e-06,2.800836473823185578e-06
9.999999999870755607e-01,4.471500544917932727e-06,-1.044668661349898150e-06,2.182500609772799245e-06
9.999999999876435508e-01,4.072179040486682200e-06,3.176158479328729909e-07,2.833629683409884389e-06
9.999999999860331723e-01,4.585695583726525311e-06,1.845935002399341623e-06,1.870132825324557040e-06
9.999999999903093073e-01,4.004729816695330738e-06,1.048786614893006887e-06,1.497806247542051728e-06
9.999999999875477386e-01,4.299736003617769868e-06,2.025918713293978840e-06,1.520741992757501112e-06
9.999999999911504123e-01,2.893932776497495734e-06,3.053359500582118634e-06,-3.504646311961356605e-08
9.999999999866273637e-01,2.164416038135465479e-06,4.537157368261479798e-06,1.214377940424600455e-06
9.999999999941839857e-01,2.499171700671541250e-06,2.161472239244054082e-06,8.450225075837114416e-07
9.999999999894306768e-01,3.272086924834904261e-06,2.397559561493571477e-06,2.164200496733351030e-06
9.999999999865185618e-01,4.342035698828749530e-06,2.238964584608535930e-06,1.759740249348633318e-06
9.999999999907284165e-01,3.222234104400155179e-06,8.825501420489170101e-07,2.716866106667767594e-06
9.999999999934262584e-01,3.104314913562115909e-06,8.312236237822183183e-07,1.679204649519932730e-06
9.999999999875532897e-01,4.752935434546470349e-06,1.383791737730871041e-06,6.230027153100423371e-07
9.999999999813956597e-01,5.734762915656996838e-06,1.462890072061057300e-06,1.476862184218490282e-06
9.999999999855431199e-01,5.077539479785031664e-06,1.359417161487662865e-06,1.133221088884567579e-06
9.999999999805576634e-01,4.846049376957294852e-06,1.566909353876610625e-06,3.597936788633892284e-06
9.999999999747432033e-01,6.004397037782747175e-06,2.461588690446436888e-06,2.898482866064719424e-06
9.999999999771128634e-01,5.921745070144715368e-06,1.812226196306183287e-06,2.724531198620799563e-06
9.999999999648341298e-01,6.458525580093679426e-06,2.941520238000670064e-06,4.468404228185724627e-06
9.999999999693691688e-01,6.678883124531064986e-06,3.040787065125514349e-06,2.721684439543508126e-06
9.999999999595098332e-01,7.775638552175158597e-06,4.033324778169266705e-06,2.062019220384477745e-06
9.999999999632557257e-01,7.631935155480528866e-06,3.470257372052242447e-06,1.788683778483628648e-06
9.999999999687362306e-01,6.000596463984161830e-06,3.053925319702395445e-06,4.146546669470757847e-06
9.999999999768239833e-01,4.479252992591329144e-06,-4.804559282609742404e-07,5.104650652444276982e-06
9.999999999735718070e-01,5.265795298583369524e-06,7.286074099940295683e-07,4.959511892906640408e-06
9.999999999772466452e-01,3.139027177610434352e-06,1.167665775733542794e-08,5.971011686880650333e-06
9.999999999747412049e-01,1.396715422732157008e-06,4.843327248061092697e-07,6.952133333129616797e-06
9.999999999722843924e-01,4.124177582359740649e-07,-1.885247169692239024e-06,7.190743058327386442e-06
9.999999999860843536e-01,-9.631364217311730489e-07,-3.421606363920068244e-06,3.898231214508588383e-06
9.999999999848311338e-01,-1.060834028846793506e-06,-4.870803562057912513e-06,2.342582580575653483e-06
9.999999999871171941e-01,-1.093361409863543387e-06,-3.762148940770269337e-06,3.227433297784423433e-06
9.999999999869387812e-01,-1.117492404899639485e-06,-4.349353369425422256e-06,2.440645964213580474e-06
9.999999999837021480e-01,-8.919307593284261931e-07,-4.591075508807515960e-06,3.274459984016834623e-06
9.999999999859803257e-01,-1.207438483139756010e-06,-4.419873619253788796e-06,2.654462859802904022e-06
9.999999999790394334e-01,-3.972142741687350384e-07,-5.849009392513393876e-06,2.748164029367960499e-06
9.999999999756752356e-01,-1.707187722769948579e-06,-6.078481831358442496e-06,2.964316142821207804e-06
9.999999999888746771e-01,-6.823594057551540551e-07,-4.232135983911984576e-06,1.968231358458806506e-06
9.999999999868451894e-01,-2.518622594664535381e-06,-4.213754777988709332e-06,1.486701121007137770e-06
9.999999999869063627e-01,-3.718605473091915476e-06,-3.408601651242817687e-06,8.606265175601534918e-07
