Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.426822558747197106e-04,-6.137861292591166021e-04,3.055996676505390612e-05
7.782749036868824013e-05,-5.653112590367024431e-04,2.761315385743313890e-04
-8.865520868011691561e-06,-3.355270792110658356e-04,7.810651551886161389e-04
2.114187629743970686e-04,4.424117202603426637e-04,5.659853761926497001e-04
7.276785483953401466e-05,1.100193515095200178e-03,6.735392201533656068e-04
5.680107161215267747e-05,9.327791898435707765e-04,9.685691694930616919e-04
6.238312858860915717e-06,5.501887642381264078e-04,6.189657713176682308e-04
2.513388063051349487e-04,-1.483048234262675719e-05,7.336697808575229005e-04
3.182743044505823414e-06,-4.056772140018408915e-04,6.279613788065002873e-04
5.377417254567896931e-04,1.135676542214321335e-05,1.057742781357554366e-03
-1.119291150495351167e-04,2.701676823267442902e-04,8.675686008006793740e-04
-2.237041170991268342e-04,-8.619492494350059722e-05,7.789081989198894888e-04
1.685817084600779606e-04,-6.396643416685372872e-04,1.062369300338548810e-03
2.696959839343592534e-04,-7.914164200414770508e-04,1.391876437146406537e-03
-1.068681249715189806e-04,-1.178321329847504314e-03,1.772656734334772952e-03
-4.106701326663007661e-04,-5.991797162860503607e-04,2.328119254375121683e-03
-6.697494894705777581e-04,-1.135836936744385496e-03,1.728000577679910136e-03
-7.957823801107772503e-04,-9.278688732344697468e-04,1.527757312177675884e-03
-1.289839032743478591e-03,-4.253181645379034803e-04,1.600605545227646405e-03
-8.687739824994698953e-04,-1.168657135412674673e-04,1.362500147472089440e-03
-7.838945709049534522e-04,-2.698434190446536568e-04,9.678589894304109095e-04
-6.441304220587435597e-04,-6.522916224314738139e-04,4.394115252109186045e-04
-1.304239261557882997e-03,-1.998882548745720036e-04,2.963247911911723017e-04
-1.227516666889936180e-03,-5.157043467421463558e-04,5.516446125569808123e-05
-1.175722319732103996e-03,-6.027093085626981711e-04,1.173050506112653305e-04
-2.047089741988649542e-03,-7.279469843399066081e-04,3.060768079111531406e-04
-2.472221626440953505e-03,-1.522328192155314322e-03,2.694840153874260443e-04
-3.082805908344917172e-03,-1.590689576008211779e-03,1.192707990193171480e-03
-2.717120958007478854e-03,-1.947740005974387106e-03,8.502478581910046353e-04
-2.054286935134218978e-03,-1.575652689128359280e-03,1.031567962758090208e-03
-2.232110721672181906e-03,-1.936875489369825924e-03,3.133538577216871796e-04
-2.014538078565051779e-03,-2.441558725356856967e-03,7.433142337743333522e-04
-2.348979909283413492e-03,-2.245402567181696216e-03,9.802287913666776536e-05
-2.546455059045884921e-03,-1.128419592357771204e-03,3.132373051034658307e-04
-1.933894269480457284e-03,-1.258087780620607832e-03,3.146482402539607691e-04
-2.105682582095575513e-03,-1.087304259750314665e-03,-1.762567539905364434e-04
-2.192668108425244958e-03,-1.046342392594769430e-03,-4.034112304501726205e-04
-1.957404636582390361e-03,-6.809723410638655839e-04,-7.801035352425284486e-04
-1.896537249690087839e-03,-8.365434808026635553e-04,-1.129556364330317961e-03
-7.743315110372617259e-04,-3.539857340507298884e-04,-8.581083571787778783e-04
-5.001891781060399580e-04,-1.800678346264037192e-03,-1.172660263910242900e-03
4.664782136082140722e-05,-1.863773119854698207e-03,-6.072850054257325058e-04
3.508758178661307270e-04,-2.076695493123704127e-03,-7.032901148974062292e-04
4.797475722871729861e-04,-2.574548939475816874e-03,-3.583795503558427457e-04
-1.311446281308618076e-04,-2.374079696256495460e-03,-6.004101743531496541e-04
-8.206065121564827070e-05,-2.377811752115757769e-03,-7.348694704781311452e-04
1.320673834494504495e-04,-2.370828163155730851e-03,5.801270367302750687e-05
-4.903898610201910552e-04,-2.138065054269883049e-03,-1.706348865916559323e-04
-8.653454951418575311e-04,-2.049791206369811890e-03,-4.531891487604687335e-04
-1.255784241431294251e-03,-2.990819973769875961e-03,-5.070736471540202885e-04
-1.254627991619076260e-03,-3.097950556050500272e-03,-5.502058605856672982e-04
-1.107248039338973832e-03,-2.693061947460482098e-03,5.691331796012022377e-05
-7.222681865136502044e-04,-1.929306151852149985e-03,5.157112821174553424e-04
-2.339614869134852581e-04,-1.765896354251209836e-03,4.926750946720178737e-04
