Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.843344965758358996e-04,3.826027244071369580e-05,-6.731836794270957972e-05
-5.455659914473745282e-04,-5.779939066601612893e-04,2.577984943528341139e-04
-4.926896878851117585e-04,-1.240996128928699383e-03,5.614334999048024117e-04
-4.875604792682317642e-04,-1.658203558398224815e-03,9.635585456310422937e-04
-2.624234617573487386e-04,-2.259855919881727064e-03,8.920220051078141471e-04
-9.241090361703770215e-04,-2.053404104629863794e-03,4.601579040103558234e-04
-9.390389531841637641e-04,-2.330821139325151958e-03,9.948207729628822781e-04
-6.063824488507162883e-04,-2.138114290726435534e-03,6.469475640053715245e-04
-8.777596915139995824e-04,-2.874801250923095849e-03,1.108172431696667713e-03
-4.109938678514583540e-04,-3.069853804740798296e-03,1.706378221109637909e-03
-9.551545755653650591e-04,-3.164596659536728605e-03,1.317460665208765791e-03
-5.069818907550855671e-04,-2.876446567073120183e-03,9.399063329318224202e-04
-5.108404590828024075e-04,-2.213374915149428183e-03,1.117427419164930243e-03
-2.503340263449195784e-04,-1.979752676631106167e-03,1.185068730881060593e-03
-2.968078389922084500e-04,-1.309962704988535016e-03,1.610682335327305852e-03
-4.373958225637054859e-05,-1.901444341397770911e-03,1.840326007401736977e-03
2.075180034124028889e-04,-2.035303052661472864e-03,1.911023854647399918e-03
2.331084359409067914e-04,-2.141023731541317685e-03,2.080576643149646601e-03
4.955723160886631694e-04,-2.508672580852635073e-03,2.397141298683283604e-03
1.987561188341300557e-04,-2.604653098134193222e-03,2.693287560079579441e-03
-1.497050702176320601e-04,-2.734916928709590998e-03,2.375090287381317802e-03
-4.529889388025483215e-04,-2.394983938678115105e-03,1.831955574579292693e-03
-1.916497479548208351e-04,-2.488039437657441153e-03,2.189542023820254847e-03
-6.546981309375296976e-04,-2.466644219104312426e-03,1.927720513418526181e-03
-1.006716698285206650e-04,-2.304365590371673916e-03,2.073267160335439969e-03
-2.133213209621571472e-04,-2.353013137809876077e-03,2.131277160295598407e-03
-2.952335882984088999e-04,-2.056240462371496103e-03,1.745270911735887246e-03
2.576925935503185603e-05,-2.154985400709182736e-03,2.252269641229398892e-03
