Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.740391253089216605e-04,-1.932912471379841528e-04,6.094463279823371772e-04
-1.299087366089208087e-04,-1.106146991103344052e-03,4.020297972534767604e-04
-1.027552134862680204e-03,-1.351833185638068053e-03,2.350950019149162758e-04
-1.748799228898201275e-03,-1.478922302384080584e-03,3.024574725150293362e-04
-1.917984038028921340e-03,-1.478305784930617969e-03,7.893490481857444105e-04
-1.926852064594100416e-03,-1.646751114309426625e-03,7.025016126757323200e-04
-1.774594113014476464e-03,-1.561708637925832361e-03,2.826248183215659287e-04
-1.476055228747209964e-03,-1.360322533438709401e-03,-4.064896014087331615e-05
-1.996217793789487049e-03,-1.489981672537524400e-03,-5.749262525834225113e-04
-1.583424268652983049e-03,-1.437355011446067587e-03,-2.314808025763038363e-04
-1.428959820636493700e-03,-1.866588458612135001e-03,-3.709171928360930812e-04
-1.147095133546358319e-03,-1.790522315897252270e-03,-4.285001607410962761e-04
-8.941145691639112037e-04,-1.026664719934580099e-03,2.503459465552007121e-05
-6.832494173580422542e-04,-1.784901102583936116e-03,1.059161517856749275e-05
-5.952004019940982131e-04,-2.145733753345037756e-03,2.010361132944048950e-04
1.197572386794018708e-04,-1.858321521965931433e-03,6.909776236866301002e-05
-4.114874092371655843e-06,-1.560147628496155086e-03,2.215047824424854492e-04
1.440827164675595636e-04,-1.038819594078493501e-03,5.781044577957078837e-04
2.406164553974774335e-04,-3.438546657424485734e-04,1.362169981481636078e-04
-7.921226319914727754e-05,-6.540976048753783774e-04,-4.957192523833899456e-04
-9.356274861503916093e-04,-7.691254014497863429e-04,-3.282553982250862690e-04
-2.544922430262388786e-04,-1.392594325817219378e-03,-7.403961592276483094e-05
-5.506817526657123299e-04,-1.693022084983545348e-03,1.471459594562803228e-04
-5.409106253404867733e-04,-1.629495917566750347e-03,1.090684369061973306e-04
-6.118010321844848196e-04,-1.941004346863960594e-03,-2.013898837520094044e-04
-3.392685863078414069e-04,-1.690379942995743874e-03,6.666462725089766610e-04
-6.731314166573638741e-04,-8.546899047641602415e-04,5.292311042788116213e-04
-8.372078242115488060e-04,-1.153963553334537949e-03,4.208421882572667026e-04
-9.659120614348435177e-04,-1.064541547943308793e-03,3.857512357590675285e-04
-1.280640733937894174e-03,9.088209505454332950e-06,8.160845165521357159e-04
-1.372060601716183423e-03,1.735264476854721542e-04,9.406174869696472610e-04
-1.812897632906550031e-03,-4.476645959506027654e-05,1.371865778691134467e-03
-1.186904048552935454e-03,4.940543183863352643e-04,1.585386016155613999e-03
-8.596235870909898699e-04,3.978671026132610321e-04,1.455834886054698180e-03
-8.380187705498985716e-04,9.968164851465897633e-04,1.046939764242736572e-03
-9.686875355339510376e-04,7.048067417799393263e-04,1.321071676312424951e-03
-1.068069556115819893e-03,1.743464020511031244e-05,1.155889699647937464e-03
-1.081160668843579760e-03,1.215286521800436321e-04,1.335941960145276865e-03
-4.827896958898479315e-04,-2.628431882646139312e-04,8.655134349389103461e-04
-1.041727871786212551e-03,-4.055044617205313278e-04,8.300517657671580701e-04
-1.105256739912089487e-03,-2.956228442692881032e-04,1.867968706400129704e-04
-3.775001919842306650e-04,4.378020208861077784e-04,-2.003466238912366424e-04
5.478709051318296193e-04,9.468811913951111344e-04,-4.766643798981615014e-04
-1.896843606940091609e-04,7.882709848359605986e-04,-7.253690983006076849e-04
-4.655336380607631502e-04,3.771761176598237330e-04,-6.799919296121411869e-04
-6.566842680901035460e-04,1.261799772705097904e-03,-1.270164483216985581e-03
-1.439770156608421699e-03,1.697935211118964784e-03,-1.462231751800522261e-03
-1.698986051280785810e-03,1.698422319909789410e-03,-1.329925339031031361e-03
-1.685403882359444005e-03,2.443310100828103432e-03,-2.522388693980179286e-03
