pos_lat (deg),pos_lon (deg),pos_alt (m)
3.199650000000000460e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000000000460e+01,1.200040000000000049e+02,0.000000000000000000e+00
3.199650000009121698e+01,1.200040000000015539e+02,2.563465720669455617e-07
3.199650000034709052e+01,1.200039999999953011e+02,1.322352772959945856e-06
3.199650000084762880e+01,1.200039999999945053e+02,1.570019134766244382e-06
3.199650000165901176e+01,1.200039999999954006e+02,2.416683222098131308e-06
3.199650000283588014e+01,1.200039999999975180e+02,2.852840796974397688e-06
3.199650000444565379e+01,1.200040000000103078e+02,2.968160067192224706e-06
3.199650000652655280e+01,1.200040000000188627e+02,3.159285968002467725e-06
3.199650000912580339e+01,1.200040000000268208e+02,3.079512433384153592e-06
3.199650001227637830e+01,1.200040000000416143e+02,3.486588214857097837e-06
3.199650001601672500e+01,1.200040000000591647e+02,3.741658263398360873e-06
3.199650002037707353e+01,1.200040000000775819e+02,4.518905293820499305e-06
3.199650002538466609e+01,1.200040000001025788e+02,5.465256383343329419e-06
3.199650003106716412e+01,1.200040000001260552e+02,5.579264780841876873e-06
3.199650003744245197e+01,1.200040000001586264e+02,6.427654810534224175e-06
3.199650004453697250e+01,1.200040000001928746e+02,6.786207036229608647e-06
3.199650005237155170e+01,1.200040000002245790e+02,7.685418701378840680e-06
3.199650006095884436e+01,1.200040000002530292e+02,7.821095949990110348e-06
3.199650007030651366e+01,1.200040000002848046e+02,7.285687993568078249e-06
3.199650008043623828e+01,1.200040000003002945e+02,6.226523892520347873e-06
3.199650009136202655e+01,1.200040000003028950e+02,5.775798346940879505e-06
3.199650010309466097e+01,1.200040000003071157e+02,5.441891508173425388e-06
3.199650011564280305e+01,1.200040000003092899e+02,5.149408758279293860e-06
3.199650012901315321e+01,1.200040000003142495e+02,5.282622253394044152e-06
3.199650014321524694e+01,1.200040000003189249e+02,6.227657832370499019e-06
3.199650015825905314e+01,1.200040000003303504e+02,7.077540205649735728e-06
