q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999743635071e-01,2.041831743781339755e-06,4.459192568582761791e-06,5.217227893244965382e-06
9.999999999423881958e-01,1.030621914933090232e-05,6.596705282367589832e-07,2.927476994026303028e-06
9.999999999657842586e-01,6.816446857809924972e-06,4.477500177899505810e-06,-1.385452853154914578e-06
9.999999999369209025e-01,6.136112014633907770e-06,8.831288762069825312e-06,3.242608816886445274e-06
9.999999999513440319e-01,9.295698267560238137e-06,3.298823089981198179e-06,-1.406326152343798853e-07
9.999999999001079054e-01,1.159627487413832509e-05,8.039018627477473682e-06,-8.273812181283859078e-07
9.999999999274186147e-01,6.035927539140401790e-06,1.042496680998620757e-05,-2.247662967215984892e-07
9.999999999595655664e-01,-4.794014037709582540e-06,7.482469319014042242e-06,1.378053313408819534e-06
9.999999999122660688e-01,-5.643508478612912928e-06,1.171864656181517746e-05,2.508443450594716499e-06
9.999999997640434124e-01,-5.876791006211845468e-06,1.798365185809172598e-05,1.067543055266825920e-05
9.999999997587426526e-01,5.372844261668996765e-06,1.869715721801765124e-05,1.020114352160762612e-05
9.999999998660900058e-01,9.252443780242682264e-07,1.449375917630769676e-05,7.542868451808357671e-06
9.999999997633526316e-01,-2.058806072477525772e-07,1.609931733600750424e-05,1.463094043226571433e-05
9.999999997390104367e-01,-5.612059783610794964e-06,1.437488097620576360e-05,1.684775461031754436e-05
9.999999996015229708e-01,-3.552428943240294914e-06,1.874630128582979401e-05,2.080650201712552243e-05
9.999999994074568743e-01,-1.058076463029978805e-05,1.916734842834441564e-05,2.656588462537421542e-05
9.999999993363102302e-01,-8.356390053743675836e-06,2.337886413319334810e-05,2.666419128375090091e-05
9.999999992719329489e-01,-7.724491455114962206e-06,2.577254521978273634e-05,2.705997366661507306e-05
9.999999992586029451e-01,-6.940796030057200875e-06,2.307780396864645420e-05,3.003388770081738296e-05
9.999999995107650141e-01,-7.046873231368913571e-06,1.884695855577638176e-05,2.395002123084192318e-05
9.999999993972328305e-01,-3.440757335353523257e-06,1.852410545767892996e-05,2.916423997212011770e-05
9.999999993143506849e-01,-1.008249236119744863e-06,2.319169878256674831e-05,2.885181648870045743e-05
9.999999995278001652e-01,-5.213490434915605518e-07,1.558178004434908903e-05,2.648275202133688392e-05
9.999999996082435949e-01,-3.624621981261813967e-07,1.754105131076301178e-05,2.181038924614032431e-05
9.999999995656679852e-01,-3.368151966307448216e-06,1.545956373453010469e-05,2.486607055323133660e-05
9.999999997397119866e-01,-4.720581288791188967e-06,1.186872009498795193e-05,1.890570127242781226e-05
9.999999997311806998e-01,-6.873164277045344653e-06,5.975810401095960745e-06,2.132340872337163087e-05
9.999999998582764782e-01,-1.920887726015518332e-06,7.117136016312738332e-06,1.513616470479126758e-05
9.999999998903112974e-01,-4.226083954066165235e-06,4.267061407822840479e-06,1.353919696701953302e-05
9.999999998416586600e-01,-9.038593505544983330e-06,1.049137305875229436e-05,1.117665362132299089e-05
9.999999998674944379e-01,-2.535825627286724711e-06,1.108741500670403297e-05,1.164688562491174772e-05
