accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
7.263829258678554564e-03,5.771511238378857454e-03,-9.788427520565349482e+00
1.710009396705458595e-03,7.944174750343169569e-03,-9.794114430358337842e+00
1.478352462945399515e-03,2.865069254116954186e-04,-9.793620725205675726e+00
5.683991255473497609e-03,-3.679003033882557484e-03,-9.791567306090369627e+00
2.602473196858535228e-03,-3.694667154222309839e-03,-9.795724030604091581e+00
-1.878820793162700679e-03,-1.676595603674102585e-03,-9.795932134001411384e+00
-6.578707965236968089e-03,-2.152421813826871626e-03,-9.793311320592707148e+00
5.751930872379946644e-03,8.614012149125842635e-03,-9.793967863508573402e+00
5.932901543988014330e-03,1.047136007073889118e-02,-9.785868283648627042e+00
-9.767964305632703681e-03,2.366974286801437621e-03,-9.799607660565021305e+00
-2.581331213560799764e-03,2.749357495610782139e-04,-9.795856484272224662e+00
1.630724980051527625e-03,-2.901768123314978336e-03,-9.797518886029243035e+00
-8.387663034767001841e-03,-3.515258625011529782e-03,-9.789921132753036659e+00
-1.610140438818538665e-04,-1.737057498573956501e-04,-9.806823030412825659e+00
5.567998840494299377e-03,6.403897775794413711e-04,-9.796043779149288255e+00
-6.534977517201734538e-03,5.896587448244846631e-03,-9.792896262174389577e+00
6.774134475483417845e-04,-1.675200919184667136e-03,-9.793107475368675097e+00
-6.274632669113003325e-04,3.900827022841916666e-03,-9.790767178522237657e+00
-1.508984764085037752e-03,6.345437410869522211e-03,-9.801333884046924183e+00
-1.853457527108350435e-03,2.272780626239524499e-03,-9.800107056393345673e+00
-3.085399776895831909e-04,-3.870302656466310075e-03,-9.791831542254236354e+00
-2.373440068514517508e-03,-7.459911843932533725e-03,-9.795950264044220646e+00
-5.036000100410296075e-03,-4.779478449635587642e-03,-9.784634246813375569e+00
-5.521778483478342187e-03,-1.559050629948387483e-03,-9.787332881612071489e+00
2.330484249890028608e-04,-4.716486989909202121e-03,-9.792304138288772108e+00
-2.866837366267708555e-03,5.267475282321207840e-03,-9.793703359202325487e+00
1.096975441279163070e-02,2.113603462853952571e-03,-9.796802603822980515e+00
5.096867662127886091e-03,5.383770943280282405e-03,-9.786288319864219432e+00
-5.220452631131127386e-04,1.912777167910421515e-03,-9.789946251148190726e+00
-2.388574187582248858e-03,1.102361394783477446e-03,-9.797043035227225971e+00
-7.626113996780715595e-03,-8.146044537870190949e-03,-9.793487066312531297e+00
-1.050581167325656887e-03,8.338879729055421065e-04,-9.780784218145528897e+00
6.466788148848343597e-03,-2.819030046258815935e-03,-9.797578325005042998e+00
-3.443743629182425322e-03,1.786536836526035968e-03,-9.793901863638232896e+00
1.265446287408899455e-04,4.199241232423787940e-03,-9.793906325841719607e+00
-2.135138702906406658e-03,-6.293459237699277307e-03,-9.792321126468081616e+00
1.980597040673397549e-03,1.456160699286926504e-03,-9.784208970523291526e+00
2.567261931247042956e-03,-3.142120247197721043e-03,-9.791317332921961381e+00
4.487042553697557536e-03,-6.365246021593144558e-03,-9.796562362758686859e+00
5.743692216753297497e-03,-2.707074855154226363e-03,-9.788419374288487518e+00
-7.320616988257828278e-04,-3.949567160574382098e-03,-9.796445301783391457e+00
-4.984371569599181651e-03,-1.124532968030683526e-03,-9.798136319563369057e+00
1.084263571211899852e-03,-2.029252055645827571e-04,-9.792102654230108172e+00
7.783255169573280972e-03,-4.741173768299534672e-03,-9.793304599214122774e+00
-8.780270141070521325e-03,9.642208712727909012e-04,-9.794762165263216858e+00
-5.595731572017794732e-03,-2.827619169244097435e-03,-9.790275351804270443e+00
-2.812089857937241795e-04,-1.755888213043891059e-03,-9.794350634775078390e+00
-3.793166173226401264e-03,8.150530373382341986e-03,-9.790223384485324587e+00
1.248621795457320084e-02,6.858257526872385546e-03,-9.783719824475177518e+00
-9.028720951890655986e-04,-2.487719496828386372e-03,-9.795492788924081040e+00
5.817386780931321257e-03,-5.650707173302484815e-03,-9.794769152538968626e+00
-2.443168630021998774e-04,4.024771983322823245e-03,-9.786471645186564317e+00
-7.111106146756245028e-03,5.883390144510712051e-04,-9.792124936155628845e+00
-4.249933508661715188e-03,-4.399664012034162908e-03,-9.798265396076951461e+00
6.044963564022101145e-03,-1.883271299554382548e-03,-9.796648458522946967e+00
-1.829263855419063084e-03,-8.782668063930674975e-04,-9.795211600068851610e+00
3.888098099841855258e-03,3.553975693550816620e-03,-9.790194413233956894e+00
-1.266115833173634634e-03,-7.275163155284150411e-03,-9.794694214355986972e+00
-1.238859433099854298e-03,8.655920419514928979e-03,-9.798624820347571429e+00
6.765431304275065783e-03,-6.311368538912024741e-03,-9.794017566254824558e+00
8.481904610030916586e-03,4.330099046731029216e-03,-9.788550225044927444e+00
5.626261845890799702e-03,6.849113968090336617e-03,-9.797728648711279575e+00
-7.462885845140184229e-03,-7.865091830595992428e-03,-9.800193252365106744e+00
-5.102188315936903064e-03,2.244473083323676819e-03,-9.796704294185049733e+00
7.527968574059036751e-03,2.259904229009142458e-03,-9.788573148279160918e+00
2.229298247088123183e-03,1.803732226191534851e-03,-9.788361590555124891e+00
-5.372264133080320928e-03,-3.455139521949263624e-03,-9.791184292812470602e+00
