pos_lat (deg),pos_lon (deg),pos_alt (m)
3.099999977900000303e+01,1.209999997790000066e+02,2.000000000000000111e-01
3.099999995939231923e+01,1.209999997790000066e+02,2.000000000000000111e-01
3.100000013978723601e+01,1.209999997789959281e+02,2.000001606191465220e-01
3.100000032017879903e+01,1.209999997789914801e+02,2.000007053760471665e-01
3.100000050057091627e+01,1.209999997789842467e+02,2.000015873129536714e-01
3.100000068096227679e+01,1.209999997789867479e+02,2.000031824449749751e-01
3.100000086135687027e+01,1.209999997789991824e+02,2.000050982608382322e-01
3.100000104175841642e+01,1.209999997790112758e+02,2.000072363920042118e-01
3.100000122216370713e+01,1.209999997790265951e+02,2.000091437697013586e-01
3.100000140256730674e+01,1.209999997790460640e+02,2.000108229803645998e-01
3.100000158297897102e+01,1.209999997790653765e+02,2.000112972118373578e-01
3.100000176339273139e+01,1.209999997790814490e+02,2.000109278617153430e-01
3.100000194380762153e+01,1.209999997791060053e+02,2.000102995307202203e-01
3.100000212421958423e+01,1.209999997791282453e+02,2.000102279400403638e-01
3.100000230463068007e+01,1.209999997791493911e+02,2.000106879821478834e-01
3.100000248503812017e+01,1.209999997791733080e+02,2.000105253991950049e-01
3.100000266544094885e+01,1.209999997791983617e+02,2.000104987685333846e-01
3.100000284584459465e+01,1.209999997792149884e+02,2.000107910453219617e-01
3.100000302624739135e+01,1.209999997792451296e+02,2.000109539689310656e-01
3.100000320665078846e+01,1.209999997792744466e+02,2.000112904409074022e-01
3.100000338704293057e+01,1.209999997793038347e+02,2.000117579726833905e-01
3.100000356744130769e+01,1.209999997793344448e+02,2.000117522223196775e-01
3.100000374783999746e+01,1.209999997793648561e+02,2.000117560040413078e-01
3.100000392823492135e+01,1.209999997793924820e+02,2.000117249964163124e-01
3.100000410862000777e+01,1.209999997794218416e+02,2.000122525899054593e-01
3.100000428900359850e+01,1.209999997794467248e+02,2.000124590413469294e-01
3.100000446938721765e+01,1.209999997794634510e+02,2.000125207898732493e-01
3.100000464977281567e+01,1.209999997794856341e+02,2.000124168045667450e-01
3.100000483015589126e+01,1.209999997795079310e+02,2.000119306463001567e-01
3.100000501053858315e+01,1.209999997795361395e+02,2.000115544272451917e-01
3.100000519091731732e+01,1.209999997795617190e+02,2.000112439355987148e-01
3.100000537130131661e+01,1.209999997795821685e+02,2.000106474736345619e-01
3.100000555168479011e+01,1.209999997796080038e+02,2.000101316129779538e-01
3.100000573206601828e+01,1.209999997796338533e+02,2.000105900649703228e-01
3.100000591244852544e+01,1.209999997796522422e+02,2.000112265511055643e-01
3.100000609282980335e+01,1.209999997796759033e+02,2.000116181441270180e-01
3.100000627320648405e+01,1.209999997797000759e+02,2.000122524803795709e-01
3.100000645358182183e+01,1.209999997797299756e+02,2.000125356580003400e-01
3.100000663396220091e+01,1.209999997797570757e+02,2.000128233668648781e-01
3.100000681434502781e+01,1.209999997797896754e+02,2.000121544208319779e-01
3.100000699473164900e+01,1.209999997798145301e+02,2.000105473609307960e-01
3.100000717511582238e+01,1.209999997798387597e+02,2.000092030881233662e-01
3.100000735549309283e+01,1.209999997798635150e+02,2.000079365296412170e-01
3.100000753586877167e+01,1.209999997798818612e+02,2.000072944059088087e-01
3.100000771624385010e+01,1.209999997799001790e+02,2.000061629843657152e-01
3.100000789661929446e+01,1.209999997799158820e+02,2.000065174036110560e-01
3.100000807699412775e+01,1.209999997799327218e+02,2.000065457222643672e-01
3.100000825737063082e+01,1.209999997799583866e+02,2.000057976090769407e-01
3.100000843774638071e+01,1.209999997799834830e+02,2.000042216728515343e-01
3.100000861812230823e+01,1.209999997800133542e+02,2.000023229549722781e-01
3.100000879850026081e+01,1.209999997800448313e+02,2.000001860258596997e-01
3.100000897887618478e+01,1.209999997800695297e+02,1.999990998771815076e-01
3.100000915925685874e+01,1.209999997800953366e+02,1.999986804763757564e-01
3.100000933964257754e+01,1.209999997801116933e+02,1.999984214828753604e-01
