vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.999983963516089425e+00,-3.456133620880605162e-05,1.027373957064853629e-04
1.999960042792514603e+00,-6.916571589395633149e-05,1.644551867787389700e-04
1.999986639554272694e+00,-7.226551814184422251e-06,2.287306010412598265e-04
1.999997827276651208e+00,-6.933670102966933387e-06,1.544579542490544916e-04
2.000021914419532809e+00,-1.617200683581503611e-05,1.664624655652403374e-04
2.000047114180058649e+00,-1.775551511378456571e-05,1.425497385775488990e-04
2.000130046741152245e+00,-1.058194701872135972e-04,1.071055993317282875e-04
2.000153391136564984e+00,-1.162486749615506017e-04,1.639900199338457324e-04
2.000263098580243870e+00,-1.144038138551348779e-04,1.659968164470061540e-04
2.000393915966563352e+00,-1.173811809215021109e-04,1.727823818736558660e-04
2.000402590751811260e+00,-1.659634580841596446e-04,1.440868049758972213e-04
2.000351796110497293e+00,-1.681729539392087282e-04,7.755334044536388370e-05
2.000341136633788430e+00,-1.887777156775592062e-04,6.342818613186871029e-05
2.000318003334210282e+00,-2.346029581933274048e-04,1.162503651495987156e-04
2.000300234408711741e+00,-2.677600335027945306e-04,1.191533005601959832e-04
2.000144173225323119e+00,-1.840815430070930406e-04,1.089665232784231016e-04
2.000077765143282171e+00,-1.944126021268434835e-04,1.089728968569723543e-04
1.999991332106052511e+00,-1.941903511336134599e-04,8.446670920048689830e-05
1.999929768488488468e+00,-1.830000953277872793e-04,1.907584353762842245e-05
1.999956879619880334e+00,-1.640157057040831094e-04,6.048672402857274260e-05
2.000078777090229742e+00,-1.678122643546351995e-04,5.528621821395737345e-05
2.000164254382186257e+00,-1.736470961481700458e-04,8.590024945095530839e-05
2.000073230364993293e+00,-1.795299053968002251e-04,7.375820865525787434e-05
2.000044286641824431e+00,-1.905946816094776931e-04,8.416985748619266062e-05
2.000051533286872907e+00,-3.124801766982914864e-04,9.286828832910866860e-05
1.999973701725133335e+00,-3.402610115211968794e-04,2.125366791787284616e-05
1.999922806743405168e+00,-2.599277715953274195e-04,-2.584493508481575656e-06
1.999952559618274339e+00,-2.780096370507709820e-04,-6.164112923926803845e-05
1.999906810806421076e+00,-3.074963367775519567e-04,-1.133464058360810585e-04
1.999938433006089200e+00,-3.597060951409513795e-04,-3.731615029635048568e-05
1.999938862655402660e+00,-3.237141871612776983e-04,-1.346642917127323087e-04
1.999984728439837767e+00,-2.561848045696985834e-04,-1.858977404110729464e-04
1.999969684856842456e+00,-1.911455144468798850e-04,-1.803899323566451331e-04
1.999949256967348044e+00,-2.764467643476272536e-04,-1.920690721626939048e-04
1.999931713053625160e+00,-2.567241336040665617e-04,-1.804543328086087193e-04
1.999910487676756166e+00,-1.865475015782628524e-04,-1.880679536351291840e-04
1.999912555600744879e+00,-1.736836546438373728e-04,-1.753942574642324372e-04
1.999977637825778753e+00,-1.828369206595295928e-04,-1.478007643120225680e-04
1.999999024935702696e+00,-1.696322917661789438e-04,-1.462034689602010717e-04
2.000053552479171604e+00,-1.836421023476683461e-04,-2.021147809330539375e-04
2.000105066198786918e+00,-1.396891105337915080e-04,-1.322565663697755438e-04
2.000021030193111837e+00,-1.385821519756118866e-04,-2.145961161972594999e-04
1.999978129643039448e+00,-1.759333279419486324e-04,-2.504835875919272296e-04
1.999976744707708365e+00,-3.020068336612439413e-04,-3.279329019868559370e-04
1.999954045145650339e+00,-3.120405748282884580e-04,-2.662927359174073125e-04
1.999872136228700192e+00,-2.324427509337168149e-04,-2.168252338236127869e-04
1.999836696450272289e+00,-2.958560724176228368e-04,-2.618099764389006552e-04
1.999801970213578750e+00,-2.872279657406778906e-04,-3.049537094084145590e-04
1.999779883426555660e+00,-3.200092356713824795e-04,-3.405698920688504140e-04
1.999888637297056793e+00,-3.232728687799857684e-04,-2.754936386230729078e-04
1.999831387542088112e+00,-3.318021114172630217e-04,-2.591888529750460495e-04
1.999865930803103486e+00,-2.523385378463282474e-04,-2.636332009046713594e-04
1.999911747432862708e+00,-1.211278418956953913e-04,-3.435813796631484430e-04
1.999903426489832770e+00,-1.030039172561471252e-04,-3.724326613685657763e-04
1.999943658568977156e+00,-1.107168640315455858e-04,-3.412142535035160877e-04
1.999897380798369317e+00,-2.020100965651778634e-04,-3.435936615746095499e-04
1.999910029412256707e+00,-2.850032958171247379e-04,-3.636582612106893566e-04
1.999897194474970830e+00,-2.670488412346104360e-04,-3.716372077764468923e-04
1.999883756109402277e+00,-2.925200676623876807e-04,-3.804095996739558470e-04
1.999825996089792612e+00,-3.167112703489323791e-04,-3.475356029163278104e-04
1.999749412171202056e+00,-3.639938221211131125e-04,-3.258384467826896816e-04
1.999792142427710306e+00,-3.790504434688975882e-04,-2.985844309472750029e-04
1.999830108943929874e+00,-4.593422850782985945e-04,-3.465120716450635716e-04
1.999815016251815347e+00,-4.664003285146030059e-04,-3.647100630092992447e-04
1.999885589568635602e+00,-5.075169641662093936e-04,-3.502780999451194375e-04
1.999860170434183182e+00,-5.398289353849126558e-04,-3.560218198851894020e-04
1.999861374243708356e+00,-5.716830730924761040e-04,-3.883585483366384082e-04
1.999839512760243299e+00,-5.742065435736437356e-04,-3.442894115900796827e-04
1.999845954348473231e+00,-5.887015143545811305e-04,-3.258139348746850366e-04
1.999719659524920701e+00,-5.319974079953701095e-04,-3.211907819467926415e-04
1.999790863321002199e+00,-5.358109653631730343e-04,-3.640920466850061177e-04
1.999821828031834281e+00,-5.206128645920337587e-04,-3.264263446937032084e-04
1.999731719858311774e+00,-5.090699253328669852e-04,-3.383648055462433859e-04
1.999825067194285433e+00,-6.000882546822476540e-04,-3.088937681029976269e-04
1.999869884856535052e+00,-6.264844353109844848e-04,-3.131574262951060915e-04
1.999857923018907524e+00,-6.978211428946324863e-04,-3.420754100570192174e-04
1.999813471211179472e+00,-7.624360668041451315e-04,-4.149881468411416004e-04
1.999814983286045011e+00,-8.342385166287386543e-04,-3.424082459308103762e-04
1.999824516456006229e+00,-9.337471639894255170e-04,-3.210840338606190249e-04
1.999868825983988074e+00,-8.748202890815052644e-04,-2.881970143093909309e-04
1.999876740334875835e+00,-8.682224947535957136e-04,-3.342750455987206345e-04
1.999919902143164396e+00,-9.616364316110989456e-04,-4.166341921580160980e-04
1.999980968446761098e+00,-1.045250931151270844e-03,-4.666206841241334296e-04
2.000012833072414065e+00,-1.046513077032527926e-03,-3.093717184168706062e-04
1.999950653369175546e+00,-1.046742756783571602e-03,-2.777874589803742034e-04
1.999882469374755667e+00,-1.027256452736185826e-03,-2.350778178872776653e-04
1.999880177846791840e+00,-1.044165186768233802e-03,-3.575554306325693862e-04
1.999865273783083763e+00,-1.054493452144369568e-03,-3.783866903399587330e-04
1.999824307868431461e+00,-1.018064615402968333e-03,-3.165200880387573673e-04
1.999817297339812727e+00,-1.054734751268659359e-03,-2.404836419415933013e-04
1.999728609155041914e+00,-1.097592527417040262e-03,-2.023946200594048362e-04
1.999819070435585155e+00,-1.116008810705180652e-03,-1.529163228278025601e-04
1.999844150662557274e+00,-1.146125920422155385e-03,-2.356913063791059271e-04
1.999864969216280874e+00,-1.194794568821533169e-03,-2.435365101830040322e-04
1.999868931641799241e+00,-1.168736700900057691e-03,-2.716527813764740970e-04
1.999879721622406015e+00,-1.021546675131357633e-03,-2.829786175745398744e-04
1.999913550043777466e+00,-1.070824160285267432e-03,-3.047555749137479883e-04
1.999968285938114931e+00,-1.011611008336582226e-03,-2.353032594217295342e-04
2.000046059750108629e+00,-1.057571399852294709e-03,-2.877998129124708857e-04
2.000086685749143722e+00,-1.062518016978062111e-03,-3.257189901579638273e-04
2.000113486108558991e+00,-1.049125368721662722e-03,-3.334960317356063506e-04
2.000086191678985159e+00,-9.997770225268580706e-04,-2.774754922336220356e-04
2.000126371440229534e+00,-9.748818605274842640e-04,-1.974313246380765671e-04
2.000130422348954884e+00,-9.984912327702754990e-04,-1.838883109841230002e-04
2.000090370877074086e+00,-1.052384106141149214e-03,-1.794848260349053985e-04
2.000152099767838365e+00,-1.016152072064556563e-03,-7.694147253596065835e-05
2.000173227951899779e+00,-1.043953128519722016e-03,-5.615382776381704728e-05
2.000250689555325589e+00,-1.015027474545753114e-03,-8.367010750440911915e-07
2.000299744425884985e+00,-9.945263125123854613e-04,1.770338887752521631e-05
2.000259764571154619e+00,-9.555984961689187708e-04,-7.518949871630334266e-06
2.000310280092165716e+00,-9.654377352360957263e-04,-4.176355487847340951e-05
2.000371844928759746e+00,-9.913695433546342636e-04,-6.709332207470490800e-05
2.000472602756948604e+00,-1.008799381656432913e-03,-4.832284402445980896e-06
2.000417009815308678e+00,-1.067758809325765291e-03,1.215989878720405890e-05
2.000433173680291166e+00,-1.103200552043121863e-03,-2.988704502652615142e-05
2.000447419510853919e+00,-1.070180305006297565e-03,-8.920298675733342661e-05
2.000505453948226098e+00,-9.892170486439050107e-04,-5.392422324744942431e-05
2.000446357602727598e+00,-1.010802592080690130e-03,-6.764411153129627481e-06
2.000417616460602233e+00,-9.815374421264810335e-04,1.584039319782494718e-05
2.000390502084010258e+00,-1.035160204127991233e-03,-4.612375977429402165e-06
2.000404983233863287e+00,-9.154555940660512574e-04,-2.484075928641826418e-05
2.000441852291435119e+00,-9.807837754200873434e-04,-3.002405377741204401e-07
2.000338060245939964e+00,-1.023655940698774787e-03,-9.280818574208975539e-05
2.000370199447879749e+00,-1.053810738393614124e-03,-1.613835847302575366e-04
2.000325402346523340e+00,-1.062305100571933744e-03,-2.564329829071457711e-04
2.000359960165474682e+00,-9.903450912489362556e-04,-3.289236710111967561e-04
2.000329093764057653e+00,-1.041409179777990756e-03,-3.166435931401581074e-04
2.000302992501659105e+00,-1.130290482033774165e-03,-3.751593144118622316e-04
2.000331075658391633e+00,-1.185201139396257434e-03,-5.246076904838622122e-04
2.000318989406127290e+00,-1.265400041401186374e-03,-5.240251369324740519e-04
2.000259907339865695e+00,-1.303823918461161470e-03,-4.869721446427350306e-04
2.000250630655265649e+00,-1.367849265577776108e-03,-5.327094582875288283e-04
2.000198291309374099e+00,-1.422782622653600160e-03,-5.301453574628909801e-04
2.000271052117513992e+00,-1.367764648383711350e-03,-5.277266533296121531e-04
2.000242738753938987e+00,-1.358374815717910619e-03,-5.244718770731677691e-04
2.000203260123740723e+00,-1.367616782891274696e-03,-5.209503225661424753e-04
