ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.099516270599999856e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516288639245332e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516306678490807e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516324717736993e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516342756982468e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516360796227943e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516378835473418e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516396874719604e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516414913965079e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516432953210554e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516450992456029e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516469031701504e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516487070947690e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516505110193165e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516523149438640e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516541188684116e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516559227930301e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516577267175776e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516595306421252e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516613345666727e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516631384912202e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516649424158388e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516667463403863e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516685502649338e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516703541894813e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516721581140288e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516739620386474e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516757659631949e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516775698877424e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516793738122900e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516811777368375e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516829816614560e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516847855860036e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516865895105511e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516883934350986e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516901973596461e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516920012842647e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516938052088122e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516956091333597e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516974130579072e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099516992169824547e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517010209070733e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517028248316208e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517046287561683e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517064326807159e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517082366052634e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517100405298820e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517118444544295e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517136483789770e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517154523035245e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517172562280720e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099517190601526906e+01,1.199999999999999858e+02,0.000000000000000000e+00
