ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.502075657530269124e-04,-9.794032678927486302e+00
0.000000000000000000e+00,-1.502075665402482477e-04,-9.794032679071337455e+00
0.000000000000000000e+00,-1.502075673274696100e-04,-9.794032679215190385e+00
0.000000000000000000e+00,-1.502075681146909452e-04,-9.794032679359043314e+00
0.000000000000000000e+00,-1.502075689019122804e-04,-9.794032679502894467e+00
0.000000000000000000e+00,-1.502075696891336427e-04,-9.794032679646747397e+00
0.000000000000000000e+00,-1.502075704763549779e-04,-9.794032679790600326e+00
0.000000000000000000e+00,-1.502075712635763402e-04,-9.794032679934451480e+00
0.000000000000000000e+00,-1.502075720507976754e-04,-9.794032680078304409e+00
0.000000000000000000e+00,-1.502075728380189836e-04,-9.794032680222157339e+00
0.000000000000000000e+00,-1.502075736252403459e-04,-9.794032680366010268e+00
0.000000000000000000e+00,-1.502075744124616540e-04,-9.794032680509861422e+00
0.000000000000000000e+00,-1.502075751996830163e-04,-9.794032680653714351e+00
0.000000000000000000e+00,-1.502075759869043515e-04,-9.794032680797565504e+00
0.000000000000000000e+00,-1.502075767741256596e-04,-9.794032680941416658e+00
0.000000000000000000e+00,-1.502075775613469677e-04,-9.794032681085269587e+00
0.000000000000000000e+00,-1.502075783485683300e-04,-9.794032681229122517e+00
0.000000000000000000e+00,-1.502075791357896652e-04,-9.794032681372975446e+00
0.000000000000000000e+00,-1.502075799230110005e-04,-9.794032681516828376e+00
0.000000000000000000e+00,-1.502075807102323086e-04,-9.794032681660679529e+00
0.000000000000000000e+00,-1.502075814974536167e-04,-9.794032681804528906e+00
0.000000000000000000e+00,-1.502075822846749790e-04,-9.794032681948381835e+00
0.000000000000000000e+00,-1.502075830718962871e-04,-9.794032682092234765e+00
0.000000000000000000e+00,-1.502075838591175952e-04,-9.794032682236087695e+00
0.000000000000000000e+00,-1.502075846463388762e-04,-9.794032682379940624e+00
0.000000000000000000e+00,-1.502075854335601843e-04,-9.794032682523793554e+00
0.000000000000000000e+00,-1.502075862207815466e-04,-9.794032682667646483e+00
0.000000000000000000e+00,-1.502075870080028276e-04,-9.794032682811497637e+00
0.000000000000000000e+00,-1.502075877952241357e-04,-9.794032682955348790e+00
0.000000000000000000e+00,-1.502075885824454438e-04,-9.794032683099199943e+00
0.000000000000000000e+00,-1.502075893696667248e-04,-9.794032683243052873e+00
0.000000000000000000e+00,-1.502075901568880871e-04,-9.794032683386905802e+00
0.000000000000000000e+00,-1.502075909441093681e-04,-9.794032683530758732e+00
