vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.999923704974893912e+00,8.442889235046731764e-06,-1.981779514547362089e-05
1.999936928810356562e+00,-3.641777610931215976e-05,-1.725923823678816507e-05
1.999879565620532818e+00,-8.272285886975225353e-05,-3.937627195319226255e-05
1.999867274468035250e+00,-8.111058811872585311e-05,6.657012032026756484e-06
1.999824664719980882e+00,-1.860051678011381024e-05,3.986949573142045943e-05
1.999836684098897921e+00,-2.089482174812947655e-05,4.994877909794797060e-05
1.999853290593805788e+00,-6.400965163719081149e-05,1.125990553782933110e-04
1.999766848416296039e+00,-1.133148995305032186e-04,1.683616289387324300e-04
1.999721190558478412e+00,-1.021276396415157859e-04,9.821274209254800291e-05
1.999805905764357128e+00,-1.351116046089776443e-04,3.257492973800190891e-05
1.999849845289058070e+00,-8.465704640780476317e-05,4.753785064393144905e-05
1.999859421700165063e+00,-2.493882146603980772e-05,-1.202301135471110641e-05
1.999902281925959979e+00,2.312474150892652368e-05,-9.793595670006354750e-05
1.999936352633696846e+00,-1.153555988625993038e-05,-1.192064191733845709e-04
1.999964168072902337e+00,-5.986443339049632998e-05,-1.290882669772309532e-04
1.999991417739070965e+00,-8.595133135661932561e-05,-1.177966265647823526e-04
2.000061494682469743e+00,-1.266178058177469859e-04,-7.825902716273204897e-05
2.000068213749091939e+00,-1.193445880771689397e-04,-4.905654030367036781e-05
2.000186885957726979e+00,-1.562830931972879482e-04,-5.947484552332649079e-05
2.000142916688047112e+00,-2.273438148799212122e-04,-2.354568375978132279e-04
2.000138030499555075e+00,-1.750842005693636276e-04,-2.343878654027908685e-04
2.000147252197460368e+00,-1.767957486489781145e-04,-2.288443902806277142e-04
2.000070575767152192e+00,-2.025926818252619683e-04,-2.574114805125891697e-04
2.000124658152621304e+00,-1.920958156624536861e-04,-2.632388672477971791e-04
2.000095705356521592e+00,-2.444413298376487569e-04,-2.957283858047711446e-04
2.000030317897965038e+00,-3.003933195146797240e-04,-4.338457759145384891e-04
2.000119214301986137e+00,-3.268964790912844078e-04,-4.352258505253332895e-04
2.000148877932583780e+00,-2.849793170890299837e-04,-4.609188791533346528e-04
2.000123570618680180e+00,-2.556595007770083887e-04,-4.437448353199434630e-04
2.000172094160578062e+00,-3.121218190966518354e-04,-3.795150524578071692e-04
2.000196887066616913e+00,-3.069146207023766863e-04,-4.552179829036250296e-04
2.000237855382691166e+00,-2.940699728582042531e-04,-4.935611234871494337e-04
2.000233586305463440e+00,-3.306833255608051126e-04,-4.884693757128536797e-04
2.000273261380598910e+00,-4.417451532152945164e-04,-4.889529698016075810e-04
2.000259514300920749e+00,-5.269665441597865896e-04,-4.649996934173444428e-04
2.000334453911745580e+00,-4.606342283291697207e-04,-3.784342252863999705e-04
2.000388892620684533e+00,-5.101058892936860632e-04,-4.299643853701623410e-04
2.000425518746401732e+00,-5.343630682943363791e-04,-4.177238411171813829e-04
2.000442215158235726e+00,-5.436576989476507495e-04,-4.161039091152519617e-04
2.000397735110635900e+00,-5.340753013037313800e-04,-4.495506366207106331e-04
2.000457486401895579e+00,-5.367861201219384717e-04,-4.857749320201546449e-04
2.000450220683131608e+00,-5.076538486380367419e-04,-5.912983627944429004e-04
2.000412679945085870e+00,-4.736974696910130540e-04,-6.448441392180044151e-04
2.000397676829777094e+00,-4.240438591922485764e-04,-7.115345412662620571e-04
2.000371650626747488e+00,-3.920663956398049311e-04,-6.451655711117665554e-04
2.000259451881965411e+00,-4.187862526113237706e-04,-6.458363958009871470e-04
2.000170983135115321e+00,-4.816507485039530712e-04,-6.589772225050391768e-04
2.000221938899698237e+00,-4.493011528845954321e-04,-5.921421893952987436e-04
2.000203190195357195e+00,-5.527061214104471562e-04,-4.582836129186579691e-04
2.000265945238241194e+00,-5.230519701858602150e-04,-4.113160473844859328e-04
2.000228444728584964e+00,-5.897663948576234091e-04,-4.398739333214763325e-04
2.000285835818106595e+00,-6.541069198693840077e-04,-4.543978608825179348e-04
2.000335492447391950e+00,-5.427023954267956325e-04,-4.212011442087319865e-04
2.000354020094203822e+00,-6.158952539973281456e-04,-3.266916929969781004e-04
2.000303323043778558e+00,-6.383134263545519769e-04,-3.372614003326394839e-04
2.000357669761436252e+00,-5.878420265469858422e-04,-2.759088097587046443e-04
