q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999629839431e-01,2.228933359564573026e-07,-3.351381804521417776e-07,8.594763900458567737e-06
9.999999999876516554e-01,-2.099292693941753705e-06,5.268158714235679896e-07,4.473513224804274019e-06
9.999999999975912601e-01,9.399271325874729872e-07,-8.968457486911252787e-07,1.769110044057300659e-06
9.999999999890312186e-01,-1.473524872189404793e-06,-4.437944224634547761e-06,-2.661162024844696431e-07
9.999999999600849288e-01,-6.559128533895470179e-06,-5.898374918518927114e-06,1.420273931220793078e-06
9.999999999609694434e-01,-6.490636105586313828e-06,-5.590986922493278230e-06,-2.161846361927053560e-06
9.999999999657961380e-01,-8.234643561006756621e-06,3.904250855628239270e-08,7.726274446513239166e-07
9.999999999297769504e-01,-8.766062543717426729e-06,-7.882434555859956342e-06,-1.212181845383166486e-06
9.999999999363319292e-01,-7.355148044896457637e-06,-8.366796227137300715e-06,1.798466972584822316e-06
9.999999999468500711e-01,-8.935687219213061147e-06,-5.133921123144519656e-06,3.100292980660086145e-07
9.999999999030197984e-01,-1.126670812263564114e-05,-6.820060800633840084e-06,-4.528638637769715367e-06
9.999999998465149975e-01,-1.179489649698850643e-05,-1.203088273119121135e-05,-4.807099876294032319e-06
9.999999998090852715e-01,-1.754140148220649601e-05,-7.306401678389317932e-06,-4.554698407609758300e-06
9.999999997680636410e-01,-1.996198446017409365e-05,-4.746607341317594852e-06,-6.546860866121718713e-06
9.999999998714672600e-01,-1.527504737096617064e-05,-2.406225214268114856e-06,-4.236588787840659343e-06
9.999999999356128377e-01,-1.079446779236441539e-05,-3.098606865732684440e-06,-1.628683181541881964e-06
9.999999999354859392e-01,-1.130985938483474162e-05,-4.319855747709494611e-07,9.636691515771121244e-07
9.999999999587285693e-01,-8.959668518735657746e-06,-1.476170028672040875e-06,-2.967385009057597603e-07
9.999999999639522796e-01,-5.659141076499974838e-06,-1.123859809869216054e-06,6.229487083736544354e-06
9.999999999326377731e-01,-1.647148356376177226e-06,-2.243502746276177846e-06,1.126844455703912628e-05
9.999999998975617199e-01,-1.054097499290132636e-06,-8.265800110575061992e-06,1.163795379502391386e-05
9.999999998868769335e-01,-7.759252145391898771e-07,-8.333148429671607464e-06,1.249811393052314550e-05
9.999999998042283789e-01,-2.791109660131437644e-06,-1.470306051101793709e-05,1.294500673512802831e-05
9.999999998055270067e-01,-2.771036504528999697e-06,-1.569458357511277298e-05,1.161668993870467023e-05
9.999999998410037394e-01,-2.286751892583756730e-06,-1.090620127692534860e-05,1.392184769198583597e-05
9.999999998119744049e-01,-1.003862027280826569e-05,-8.061379680782137938e-06,1.450142653067097892e-05
9.999999998324787809e-01,-8.882607052545762858e-06,-1.073222012529540907e-05,1.187270424522510483e-05
9.999999998315538541e-01,-8.893714466218302238e-06,-1.299289402568513316e-05,9.432860466093858330e-06
9.999999999118464045e-01,-6.466643154407514858e-06,-6.196782959159769286e-06,9.802531029907770679e-06
9.999999999400297490e-01,-7.266429688120014952e-06,-2.805225634725485279e-06,7.698703824728297542e-06
9.999999999006462525e-01,-1.932694314949388470e-06,-7.877799817720875712e-06,1.152876556519161238e-05
9.999999999087375580e-01,1.505892160404540177e-06,-7.475573680135779671e-06,1.115226412921282099e-05
9.999999998363923170e-01,2.554999656481132202e-06,-5.499876350626148387e-06,1.704226522882046062e-05
9.999999996630629662e-01,2.070962502990833182e-06,-3.400020389054411077e-06,2.565199391839933745e-05
9.999999996186063056e-01,-1.700133643923534208e-06,-2.635289976773993350e-06,2.743997401882183822e-05
9.999999995786201801e-01,2.581783478555029765e-06,-2.581574561637554846e-06,2.879982021649009794e-05
9.999999995779580431e-01,3.434666784871623284e-06,5.010426451028104815e-07,2.884503322972190766e-05
9.999999996495063659e-01,2.156323320646720985e-06,-1.608496961423011243e-06,2.633913891593454815e-05
