vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.999976376385527832e+00,1.226985641514454280e-05,-4.947847998065619168e-08
1.999968374237989011e+00,-7.469541412816719942e-05,-7.620327428307567834e-05
1.999992036758956759e+00,-1.347538712645722503e-04,-9.005069377645957406e-05
1.999972635609601479e+00,-1.369862380205794214e-04,-6.964483712407760325e-05
1.999949267674792308e+00,-6.770661905112293629e-05,-9.855121042176138069e-05
1.999940526481001069e+00,-7.572037535921441389e-06,1.860538673387367365e-05
1.999923303259442120e+00,-4.504683504653096839e-06,-3.503301959895121375e-05
1.999874646732312966e+00,-3.805844386196559500e-05,-3.638645967050054323e-05
1.999876259030437975e+00,-7.240483645858754097e-05,-6.295979225293569116e-05
1.999842780808490206e+00,-1.366345953543913355e-04,-1.287711821952760823e-04
1.999922745707245708e+00,-1.315903011633952802e-04,-2.047869426294302280e-04
1.999892048087550833e+00,-1.524772766047631934e-04,-1.775632991489347300e-04
1.999973138947238605e+00,-1.941209177626894856e-04,-1.912938159663256615e-04
1.999892118268006280e+00,-2.458831287242567486e-04,-2.382183769888623838e-04
1.999873454077950807e+00,-3.023900642792134454e-04,-3.230252093652957214e-04
1.999858335209910853e+00,-3.497101610824177877e-04,-3.513524799455522473e-04
1.999931358312552421e+00,-4.521765152515656860e-04,-3.586858003355026495e-04
1.999938604547618848e+00,-5.055774813249181831e-04,-4.281644730740220427e-04
1.999978852277518149e+00,-5.522159231093810329e-04,-4.588326844670196844e-04
1.999967151146375910e+00,-5.517005132231842402e-04,-5.144575389697666687e-04
1.999892492338366967e+00,-6.508115161947282921e-04,-4.733513275412820761e-04
1.999913452127233704e+00,-7.629480352079325445e-04,-4.504634573154873045e-04
1.999800585865915581e+00,-7.415296474295781509e-04,-4.446725707372159659e-04
1.999811621929259431e+00,-8.047508756096367899e-04,-4.345168898724955948e-04
1.999801734027774502e+00,-7.965290893949284476e-04,-4.715455810440396232e-04
1.999813748510145928e+00,-7.654193727091157789e-04,-5.037386756350132081e-04
1.999894948854249899e+00,-6.642603745397333880e-04,-5.051526115932824515e-04
1.999903850532066762e+00,-6.932990510717643075e-04,-5.004542129237437437e-04
1.999801015325065823e+00,-6.754762284012517373e-04,-5.065877957340170559e-04
