Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.842573398882908714e-05,4.229005630797999429e-04,7.078940866942457042e-05
5.830698095059852178e-05,-7.493708316017860392e-05,-2.712888447316891207e-04
-1.500527470407274746e-04,4.243526134611163431e-04,-5.734956435521986568e-04
3.558875493858933755e-04,8.555693952308139312e-04,-1.285770093488311158e-04
-1.582125919142012428e-04,5.774630618860912600e-04,5.693415851140408868e-04
-4.948770805310614323e-04,1.005608355817335080e-03,-5.349368680844059695e-04
-9.097895599262702119e-04,7.440113488024459537e-04,-1.002944170923181612e-03
-1.095319486105022101e-03,6.965838779457355018e-04,-1.404648530660689313e-03
-1.350687146690087749e-03,1.035538610455990789e-03,-9.340592313581315420e-04
-1.997414625965145910e-03,7.152660231281966156e-04,-4.043004124462883060e-05
-2.243153549033445344e-03,4.560707021698651555e-04,-8.928809116532750905e-04
-1.716899177809076303e-03,3.175682898004413002e-04,-8.933780293851947005e-04
-1.485839565936026424e-03,8.438522364304775966e-04,-6.855849564846905374e-04
-1.369449452767285483e-03,3.114599040870079903e-04,2.910007908187223821e-04
-1.324208706885652773e-03,1.003782156850780132e-03,6.581755461478006964e-04
-1.261176231635796402e-03,1.148338250959566546e-03,2.854501401962591288e-05
-1.443901743760596986e-03,1.203401412717238416e-03,8.776614543380537904e-04
-2.180065715268328201e-03,1.344309055951236394e-03,1.070883926524604339e-03
-2.063977464326786915e-03,1.522605579695475008e-03,1.104129837047108844e-03
-2.056069160913531410e-03,1.425100018164490853e-03,1.050886954021222489e-03
-2.469109405200695193e-03,1.418910120721529784e-03,1.196714273270405417e-03
-2.444126854564979568e-03,2.003706410703325579e-03,4.827731393630054911e-04
-1.889174874428253088e-03,1.775503217521197776e-03,5.338665233324893511e-04
-1.878430555753893153e-03,1.646246621211356741e-03,-4.337236961131520465e-04
-2.249018361203949760e-03,1.545389280999852821e-03,-7.342837823026951340e-04
-2.870811855091971645e-03,2.057472025316174364e-03,-1.276719069909430836e-03
-3.758092274512929085e-03,1.971894561439226350e-03,-1.063873633602539044e-03
-4.068454428055070550e-03,1.961703854080374104e-03,-3.455047155853678206e-04
-3.781743575528271912e-03,2.130305180474882740e-03,9.987277027667345436e-05
-3.192437302560119979e-03,1.251090259475292872e-03,4.166185362626664899e-04
-3.369577307963529146e-03,1.072738579904797306e-03,3.140227592152974650e-04
-2.704584322654588271e-03,1.065991003319664929e-03,-2.869099096091631243e-04
-2.374723667023204490e-03,7.105354029167929063e-04,-2.808901685046711564e-04
-2.356489275477684307e-03,1.423674185958706973e-03,-1.994514148090183365e-04
-2.268301703713910406e-03,1.450810504626256006e-03,-4.376213074110138165e-04
-2.601730646653720603e-03,1.655309699214955023e-03,-7.982476399531931695e-04
-2.371022254220951989e-03,1.391302454213571562e-03,-2.656992407147780173e-04
-1.568766937916414974e-03,1.403575584391925698e-03,1.540532879184375423e-04
