vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000042549601090958e+00,-4.222165808308988102e-05,8.023930925017576574e-06
2.000073483960526755e+00,-6.703079981162346599e-05,2.318564743564726510e-05
2.000051076044286447e+00,-1.178749376757598900e-04,2.125456049220776110e-05
1.999961497694848100e+00,-5.433320538484863742e-05,-9.675806161705979998e-05
1.999937737708938013e+00,-7.640679845194465732e-05,-5.463536808015849661e-05
1.999973844261652145e+00,-3.055515326547031705e-05,-8.130628509600719683e-05
2.000055953480122550e+00,-2.573392413969559427e-05,-8.511963873950183809e-05
2.000067922588866232e+00,9.089962169142693383e-06,-6.814385848195017483e-05
2.000060637386412044e+00,-1.131638190695858040e-05,7.178084162834109635e-06
1.999954212812735665e+00,-1.262945019631234048e-04,2.677853898107033611e-05
1.999942602287752447e+00,-1.161638777626487854e-04,8.030567341019663528e-05
1.999986951209484998e+00,-1.571345169662536766e-04,-2.477320941485014060e-05
1.999999635010784926e+00,-1.652873087138468223e-04,-6.732288149582983812e-05
1.999935609709568629e+00,-1.496760392372929749e-04,-3.121358894700887888e-05
1.999988784080344084e+00,-1.568517486122079831e-04,4.076453128592014271e-05
1.999980095512981615e+00,-1.952882668192554966e-04,8.885116987916925110e-05
2.000015996889918046e+00,-1.718726080094568791e-04,2.306000334167520260e-05
2.000108531077640528e+00,-1.659947363443696575e-04,4.570558786217856996e-05
2.000202050081489880e+00,-1.538202631382611682e-04,7.755182702269119164e-05
2.000242763369240784e+00,-3.050874697347196016e-04,2.113881982790715905e-04
2.000314153369827430e+00,-2.861785424666161114e-04,2.584318264460370865e-04
2.000408263376929341e+00,-2.865771345401719626e-04,2.404799900224466314e-04
2.000411710688884792e+00,-3.870505143143193258e-04,3.496835842973296964e-04
2.000304350072187098e+00,-3.962231570567909845e-04,3.169953517144393483e-04
2.000235992809494601e+00,-4.349578560765351575e-04,3.092072879682765938e-04
2.000264989283136785e+00,-4.128857254337515233e-04,3.616706120754836383e-04
2.000265798867005174e+00,-3.550580442839276546e-04,3.894995939739026884e-04
2.000279450643205337e+00,-2.937103070197054269e-04,3.265535190531010531e-04
2.000249127116701331e+00,-2.812008269255999939e-04,2.880806479636337778e-04
2.000180099373806808e+00,-2.661557369106672143e-04,1.990431818635665358e-04
2.000102437814996303e+00,-3.376054940161444975e-04,7.981667272927794692e-05
2.000088857514807472e+00,-2.614557070643390544e-04,3.640851149942027397e-05
2.000038365823585629e+00,-2.122545769133455100e-04,1.785690203633396672e-05
2.000048051541598593e+00,-1.932921703306546561e-04,5.453867351905298052e-05
2.000069253415382331e+00,-1.156556187721763363e-04,-6.058343451530895948e-06
2.000065344102388565e+00,-7.815085742397727972e-05,-1.173113756970636578e-05
2.000082339167426948e+00,-6.795723792411586096e-05,2.412690402509874357e-06
1.999999595312026868e+00,-5.979563465711682402e-05,-5.393356654690536405e-05
1.999954793933749420e+00,-1.694862566059892207e-04,-5.172175081812178146e-05
1.999965415570952532e+00,-1.690273800717035269e-04,-5.286567458031158945e-05
1.999894529357198580e+00,-1.862417092069585355e-04,-7.725884972501933557e-05
1.999902058916436687e+00,-1.768954405892824171e-04,-5.003886570261148231e-05
1.999995477227708207e+00,-1.579909461570712533e-04,-1.282502034855489948e-04
2.000031791000876691e+00,-1.913448732723918209e-04,-1.085134539252645056e-04
2.000022150690908607e+00,-1.113375314959597193e-04,-9.662329224807525397e-05
2.000028294368276338e+00,-6.054077699404381870e-05,7.110593419960392321e-07
2.000051091966338568e+00,-1.090202944314963378e-04,-4.033103198491997239e-05
2.000035055769657344e+00,-1.365285804660817134e-04,-1.399454913968650757e-05
2.000076076347987453e+00,-1.665160393060596171e-04,6.551328373497520652e-07
