ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.490960663161925652e-04,-9.793830324979253987e+00
0.000000000000000000e+00,-1.490960671055367140e-04,-9.793830325122419467e+00
0.000000000000000000e+00,-1.490960678948808358e-04,-9.793830325265590275e+00
0.000000000000000000e+00,-1.490960686842249846e-04,-9.793830325408757531e+00
0.000000000000000000e+00,-1.490960694735691335e-04,-9.793830325551924787e+00
0.000000000000000000e+00,-1.490960702629132552e-04,-9.793830325695092043e+00
0.000000000000000000e+00,-1.490960710522574041e-04,-9.793830325838259299e+00
0.000000000000000000e+00,-1.490960718416015529e-04,-9.793830325981428331e+00
0.000000000000000000e+00,-1.490960726309457018e-04,-9.793830326124597363e+00
0.000000000000000000e+00,-1.490960734202898235e-04,-9.793830326267762842e+00
0.000000000000000000e+00,-1.490960742096339724e-04,-9.793830326410931875e+00
0.000000000000000000e+00,-1.490960749989780941e-04,-9.793830326554100907e+00
0.000000000000000000e+00,-1.490960757883222159e-04,-9.793830326697266386e+00
0.000000000000000000e+00,-1.490960765776663376e-04,-9.793830326840435418e+00
0.000000000000000000e+00,-1.490960773670104865e-04,-9.793830326983600898e+00
0.000000000000000000e+00,-1.490960781563546082e-04,-9.793830327126771707e+00
0.000000000000000000e+00,-1.490960789456987300e-04,-9.793830327269940739e+00
0.000000000000000000e+00,-1.490960797350428246e-04,-9.793830327413107995e+00
0.000000000000000000e+00,-1.490960805243869464e-04,-9.793830327556275250e+00
0.000000000000000000e+00,-1.490960813137310681e-04,-9.793830327699444283e+00
0.000000000000000000e+00,-1.490960821030751899e-04,-9.793830327842611538e+00
0.000000000000000000e+00,-1.490960828924193116e-04,-9.793830327985780571e+00
0.000000000000000000e+00,-1.490960836817634334e-04,-9.793830328128946050e+00
0.000000000000000000e+00,-1.490960844711075551e-04,-9.793830328272116859e+00
0.000000000000000000e+00,-1.490960852604516227e-04,-9.793830328415284114e+00
0.000000000000000000e+00,-1.490960860497957444e-04,-9.793830328558449594e+00
0.000000000000000000e+00,-1.490960868391398662e-04,-9.793830328701618626e+00
0.000000000000000000e+00,-1.490960876284839608e-04,-9.793830328844787658e+00
0.000000000000000000e+00,-1.490960884178280555e-04,-9.793830328987954914e+00
0.000000000000000000e+00,-1.490960892071721772e-04,-9.793830329131122170e+00
0.000000000000000000e+00,-1.490960899965162719e-04,-9.793830329274289426e+00
0.000000000000000000e+00,-1.490960907858603936e-04,-9.793830329417456682e+00
0.000000000000000000e+00,-1.490960915752044611e-04,-9.793830329560627490e+00
0.000000000000000000e+00,-1.490960923645485558e-04,-9.793830329703792970e+00
0.000000000000000000e+00,-1.490960931538926775e-04,-9.793830329846962002e+00
0.000000000000000000e+00,-1.490960939432367722e-04,-9.793830329990129258e+00
0.000000000000000000e+00,-1.490960947325808397e-04,-9.793830330133298290e+00
0.000000000000000000e+00,-1.490960955219249344e-04,-9.793830330276465546e+00
0.000000000000000000e+00,-1.490960963112690561e-04,-9.793830330419634578e+00
0.000000000000000000e+00,-1.490960971006130965e-04,-9.793830330562800057e+00
0.000000000000000000e+00,-1.490960978899572183e-04,-9.793830330705969089e+00
0.000000000000000000e+00,-1.490960986793013129e-04,-9.793830330849136345e+00
0.000000000000000000e+00,-1.490960994686453534e-04,-9.793830330992305377e+00
0.000000000000000000e+00,-1.490961002579894480e-04,-9.793830331135472633e+00
0.000000000000000000e+00,-1.490961010473335698e-04,-9.793830331278639889e+00
0.000000000000000000e+00,-1.490961018366776102e-04,-9.793830331421807145e+00
0.000000000000000000e+00,-1.490961026260217048e-04,-9.793830331564977953e+00
0.000000000000000000e+00,-1.490961034153657724e-04,-9.793830331708143433e+00
0.000000000000000000e+00,-1.490961042047098399e-04,-9.793830331851312465e+00
0.000000000000000000e+00,-1.490961049940539075e-04,-9.793830331994479721e+00
0.000000000000000000e+00,-1.490961057833980021e-04,-9.793830332137646977e+00
0.000000000000000000e+00,-1.490961065727420696e-04,-9.793830332280816009e+00
0.000000000000000000e+00,-1.490961073620861372e-04,-9.793830332423981488e+00
0.000000000000000000e+00,-1.490961081514302047e-04,-9.793830332567152297e+00
0.000000000000000000e+00,-1.490961089407742452e-04,-9.793830332710319553e+00
0.000000000000000000e+00,-1.490961097301183398e-04,-9.793830332853486809e+00
0.000000000000000000e+00,-1.490961105194623802e-04,-9.793830332996654064e+00
0.000000000000000000e+00,-1.490961113088064478e-04,-9.793830333139821320e+00
0.000000000000000000e+00,-1.490961120981505153e-04,-9.793830333282990352e+00
0.000000000000000000e+00,-1.490961128874945829e-04,-9.793830333426159385e+00
0.000000000000000000e+00,-1.490961136768386233e-04,-9.793830333569326640e+00
0.000000000000000000e+00,-1.490961144661826908e-04,-9.793830333712493896e+00
0.000000000000000000e+00,-1.490961152555267042e-04,-9.793830333855662928e+00
0.000000000000000000e+00,-1.490961160448707988e-04,-9.793830333998828408e+00
0.000000000000000000e+00,-1.490961168342148392e-04,-9.793830334141997440e+00
0.000000000000000000e+00,-1.490961176235588526e-04,-9.793830334285168249e+00
0.000000000000000000e+00,-1.490961184129029201e-04,-9.793830334428333728e+00
0.000000000000000000e+00,-1.490961192022469605e-04,-9.793830334571500984e+00
0.000000000000000000e+00,-1.490961199915910281e-04,-9.793830334714668240e+00
0.000000000000000000e+00,-1.490961207809350685e-04,-9.793830334857835496e+00
0.000000000000000000e+00,-1.490961215702791361e-04,-9.793830335001006304e+00
0.000000000000000000e+00,-1.490961223596231494e-04,-9.793830335144171784e+00
0.000000000000000000e+00,-1.490961231489671898e-04,-9.793830335287340816e+00
0.000000000000000000e+00,-1.490961239383111760e-04,-9.793830335430508072e+00
0.000000000000000000e+00,-1.490961247276552436e-04,-9.793830335573677104e+00
0.000000000000000000e+00,-1.490961255169992840e-04,-9.793830335716844360e+00
0.000000000000000000e+00,-1.490961263063433245e-04,-9.793830335860011616e+00
0.000000000000000000e+00,-1.490961270956873378e-04,-9.793830336003178871e+00
0.000000000000000000e+00,-1.490961278850313782e-04,-9.793830336146349680e+00
0.000000000000000000e+00,-1.490961286743754187e-04,-9.793830336289515159e+00
