ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.581308534365960396e-03,-1.803922928245885483e-05,-2.151867244086849273e-03
3.581308527590936278e-03,-1.803922928195439928e-05,-2.151867255362382731e-03
3.581308520815913027e-03,-1.803922928144994372e-05,-2.151867266637915322e-03
3.581308514040888909e-03,-1.803922928094549494e-05,-2.151867277913448780e-03
3.581308507265865658e-03,-1.803922928044103600e-05,-2.151867289188981371e-03
3.581308500490841540e-03,-1.803922927993658384e-05,-2.151867300464514830e-03
3.581308493715817422e-03,-1.803922927943212828e-05,-2.151867311740047421e-03
3.581308486940793304e-03,-1.803922927892767612e-05,-2.151867323015580445e-03
3.581308480165769186e-03,-1.803922927842321718e-05,-2.151867334291113470e-03
3.581308473390745935e-03,-1.803922927791876501e-05,-2.151867345566646494e-03
3.581308466615720949e-03,-1.803922927741431284e-05,-2.151867356842179085e-03
3.581308459840697699e-03,-1.803922927690986068e-05,-2.151867368117712110e-03
3.581308453065673147e-03,-1.803922927640540512e-05,-2.151867379393244701e-03
3.581308446290649029e-03,-1.803922927590094957e-05,-2.151867390668777726e-03
3.581308439515624911e-03,-1.803922927539649402e-05,-2.151867401944310317e-03
3.581308432740600792e-03,-1.803922927489203846e-05,-2.151867413219843341e-03
3.581308425965576674e-03,-1.803922927438758968e-05,-2.151867424495375932e-03
3.581308419190551689e-03,-1.803922927388313413e-05,-2.151867435770908957e-03
3.581308412415527571e-03,-1.803922927337867858e-05,-2.151867447046441548e-03
3.581308405640503453e-03,-1.803922927287422641e-05,-2.151867458321974139e-03
3.581308398865478901e-03,-1.803922927236977086e-05,-2.151867469597506730e-03
3.581308392090453915e-03,-1.803922927186531530e-05,-2.151867480873039754e-03
3.581308385315429797e-03,-1.803922927136085975e-05,-2.151867492148571911e-03
3.581308378540404812e-03,-1.803922927085640758e-05,-2.151867503424104936e-03
3.581308371765380694e-03,-1.803922927035195203e-05,-2.151867514699637093e-03
3.581308364990356142e-03,-1.803922926984749986e-05,-2.151867525975170118e-03
3.581308358215332024e-03,-1.803922926934304770e-05,-2.151867537250702275e-03
