vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000071368610874423e+00,-8.064191920233656718e-06,-3.569686588066206409e-05
2.000110984503122413e+00,-1.085726760458403347e-05,-2.780948319210151129e-05
2.000061914354714698e+00,-9.178443109071127886e-05,-2.771324604925282803e-05
2.000113423530197831e+00,-9.663398655721932174e-05,-1.540000150204493511e-04
2.000106027340168957e+00,-1.776560714759653861e-04,-1.191268265447519101e-04
2.000155716712314291e+00,-2.043648788120444408e-04,-8.293100052621307512e-05
2.000102627461892713e+00,-1.429402548169421612e-04,-1.235304296118435547e-04
2.000071752095446076e+00,-1.727154673211434683e-04,-5.245218912565799733e-05
2.000102511851513221e+00,-1.114422029820386832e-04,-9.180679227846685333e-05
2.000092063415993771e+00,-1.286968670701848865e-04,-9.739846363152139031e-05
2.000080789048962693e+00,-1.206207070186843554e-04,-1.277996313975283103e-04
2.000089408827302684e+00,-1.460085456553568786e-04,-1.641404830372655247e-04
2.000058001861110935e+00,-1.378951241047361926e-04,-2.534871122484904987e-04
1.999980323383552916e+00,-6.408702288041431751e-05,-2.114390394049940310e-04
1.999916792782035602e+00,-1.462082258175647275e-04,-2.807867754413362425e-04
1.999975595854639465e+00,-1.900980840857147179e-04,-2.781294729492686762e-04
1.999985450170678414e+00,-2.550265490086849702e-04,-2.125760378128267280e-04
1.999981958165444551e+00,-3.156399265344002466e-04,-2.415053182816495299e-04
1.999951321293482742e+00,-2.856135907780279972e-04,-3.108110673327832592e-04
1.999958178552515564e+00,-2.026728302434158602e-04,-3.605910918823494434e-04
1.999855188566414421e+00,-1.919905136984139760e-04,-3.559571438593382947e-04
1.999872475403524419e+00,-1.392669619033440364e-04,-4.308089523778230612e-04
1.999925988727867532e+00,-1.270710179253062083e-04,-5.172217182024154000e-04
1.999923522611491533e+00,-1.147920751631376578e-04,-4.795309914351723337e-04
1.999933401095235652e+00,-1.109493444835083262e-04,-5.455658125968044321e-04
1.999976590510160523e+00,-1.741255992373646620e-04,-4.823647294780804718e-04
1.999995307550046952e+00,-2.320296232682256287e-04,-4.687155064888160307e-04
2.000007838229422852e+00,-1.965843527050409008e-04,-4.907037006956551381e-04
1.999992801921969932e+00,-1.521145767854193537e-04,-4.249807910935803328e-04
1.999934335241001504e+00,-2.006219506738436589e-04,-3.818839903951442758e-04
1.999963265198467122e+00,-1.973603144251191005e-04,-3.119032849255337810e-04
1.999966857212729154e+00,-2.397713762231434105e-04,-4.027611926078642976e-04
1.999985985667090738e+00,-2.502298596971889587e-04,-4.314618876388087092e-04
1.999958408829744627e+00,-1.979317675358519186e-04,-4.861096863189349289e-04
1.999969647016870411e+00,-1.853961276065454729e-04,-4.102721363323092027e-04
2.000028773013127648e+00,-8.483982754307075019e-05,-4.042585479805012576e-04
2.000057637555678003e+00,-1.893096044681783104e-05,-3.513705961950777277e-04
2.000114411201753484e+00,1.413809171785472541e-05,-4.030883088229471009e-04
2.000140526568522148e+00,3.580752038239303793e-05,-4.085492375285707271e-04
2.000182537380823966e+00,6.510572359996779409e-05,-3.573475764363920467e-04
2.000071455371732920e+00,-1.561997280577728559e-05,-4.184045411281479745e-04
2.000103528418065046e+00,-7.801049638322522407e-06,-4.152911992506288868e-04
2.000142578902735835e+00,1.980080382700611708e-05,-4.172137894294559329e-04
2.000113317946409008e+00,-5.614364206920699349e-06,-4.081236659008009534e-04
2.000133987832660054e+00,9.417826245255176212e-05,-3.778970893532183233e-04
2.000162490128275738e+00,5.536517081519119765e-05,-3.489265802444535048e-04
2.000168691726120329e+00,1.144848930949281680e-04,-3.276787744563757951e-04
2.000194574362905264e+00,1.287647299475445906e-04,-2.900482707395978400e-04
2.000190981264799106e+00,8.751291252047122557e-05,-2.338902801311006606e-04
