q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999725303068e-01,-4.253741731921408691e-06,4.855015022379022430e-06,-3.643370075721909770e-06
9.999999999641994153e-01,2.085296198065996298e-06,7.816706241552123322e-06,-2.480330484842256354e-06
9.999999999632568359e-01,-1.642083637443686931e-07,7.609224679274704834e-06,-3.944504810922099093e-06
9.999999999677942064e-01,7.085136573693766296e-06,1.159252946903961238e-06,3.587261661469386794e-06
9.999999999459112665e-01,9.712880243196882869e-06,1.028265002577545031e-06,3.574918320485403486e-06
9.999999999415607466e-01,8.095854280311158424e-06,6.252667055438366552e-06,3.498589802843441434e-06
9.999999999298549991e-01,9.226825537727797072e-06,7.399330267527643325e-06,6.368477219740393767e-07
9.999999998666632139e-01,1.402626253659298099e-05,8.355539383983685739e-06,-3.502587776298008377e-07
9.999999997745522284e-01,1.988723552266968356e-05,6.653034240148454581e-06,-3.336250623406128863e-06
9.999999996428310389e-01,2.581040585827686215e-05,6.783930157203575461e-06,1.462597799059599082e-06
9.999999996750698061e-01,2.435473120897285087e-05,6.102920999043317359e-06,4.411559905984673225e-06
9.999999997061294055e-01,2.375778629077220078e-05,4.079205306111294441e-06,-2.582410148051658007e-06
9.999999995815782583e-01,2.879668375339677032e-05,1.029869603431895998e-06,-2.556129816023625152e-06
9.999999996739504793e-01,2.520383513065154891e-05,3.685035308370109824e-06,-1.812774282937968625e-06
9.999999996347416209e-01,2.475568943669110626e-05,-9.109534927021894899e-06,-5.889736468160327517e-06
9.999999996468305064e-01,2.525293076014907681e-05,-5.223585940395815618e-06,-6.429833890080358599e-06
9.999999997419484199e-01,2.199798629427855839e-05,-4.484830418678707006e-06,-3.475367885680191678e-06
9.999999997426879395e-01,2.222057127352295369e-05,-1.976673628206153112e-06,-4.118627508245182251e-06
9.999999995713095835e-01,2.830265092948885264e-05,-3.151220668237568189e-06,-6.812525939496660908e-06
9.999999995477724113e-01,2.883558744818190021e-05,-3.748229309821897776e-08,-8.541823666606226757e-06
9.999999994895227839e-01,3.056209515214819455e-05,-4.950595906215263952e-06,-7.899663037904939935e-06
9.999999996197274088e-01,2.484328528374331026e-05,-1.141177466279720490e-05,-3.623223737598413443e-06
9.999999994724309005e-01,2.987838735914806441e-05,-1.272761569870590360e-05,-6.540675394835482391e-07
