q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999835091913e-01,4.538281283469179384e-06,-3.511286279730144987e-06,-2.380395677216603684e-07
9.999999999239933546e-01,8.221033525061160118e-06,-7.711029266201667977e-06,4.996771530725343979e-06
9.999999999254101102e-01,8.037692565322949269e-06,-7.373840992583611700e-06,5.495592177306376317e-06
9.999999999244441051e-01,4.964631379504643046e-06,-9.279693850196558857e-07,1.120728626879094919e-05
9.999999998933061240e-01,-7.116583239106650395e-07,9.057200641361548359e-07,1.456230776006904556e-05
9.999999998799844469e-01,3.455131423620566748e-06,-3.175077483167090009e-06,1.476523601189444220e-05
9.999999998992963324e-01,7.293150868768252505e-07,-5.484803402090664545e-06,1.306875503798540042e-05
9.999999997946634744e-01,6.441128704871973816e-06,-1.350037845370408939e-06,1.916669462092327627e-05
9.999999998953398306e-01,5.343301978749802377e-06,-4.146873624256259322e-07,1.343866166967776056e-05
9.999999998841150317e-01,5.335362230089259678e-06,3.090463719068196838e-06,1.391951291581106098e-05
9.999999998681189384e-01,3.662396072560244126e-06,4.850813865796175397e-06,1.506049262342267884e-05
9.999999999197082268e-01,8.097480219285930694e-06,3.257330288016758862e-06,9.187163954763169276e-06
9.999999999346542712e-01,4.954400798735477104e-06,9.063460935727503662e-07,1.026274688569638109e-05
9.999999999623182534e-01,4.079401512935449468e-06,1.422275799814443681e-06,7.529873474178027501e-06
9.999999998787099109e-01,8.838254905067112054e-06,3.843311323269273260e-06,1.223496958856701737e-05
9.999999998547709490e-01,1.204656778452381028e-05,8.075278233056296061e-06,8.951443807692598250e-06
9.999999999081650159e-01,8.160861257211058205e-06,9.767697864092385429e-06,4.654252771682854612e-06
9.999999999011218721e-01,7.688702727226982820e-06,7.740625126385748900e-06,8.872591010731689692e-06
9.999999997324412471e-01,8.180764817332827459e-06,1.295719179861638027e-05,1.732927919389530414e-05
9.999999997833572962e-01,9.722059879298450679e-06,1.376350465624935249e-05,1.222019246624527438e-05
9.999999998736908147e-01,8.456289311457696492e-06,8.816726683649333897e-06,1.016734425561163843e-05
9.999999999782896998e-01,3.259718204062909844e-06,4.161848959274060842e-06,3.933663408969934419e-06
9.999999999681563612e-01,7.105410839077149259e-06,-1.058192563612717066e-06,3.475736161817716095e-06
9.999999999388609062e-01,6.215031524962589632e-06,-1.231409813765397073e-06,9.062847230727911617e-06
9.999999998384723199e-01,1.346749057397003380e-05,-6.115090270113204868e-06,1.021212906090961681e-05
9.999999998923347899e-01,6.550226166170401674e-06,-1.074736255793410478e-05,7.544478738476370580e-06
9.999999998211156482e-01,1.105383198107668763e-05,-1.402571244745762921e-05,6.233831038419134425e-06
9.999999997236477256e-01,1.320442935714151785e-05,-1.384696445975770790e-05,1.366050110027503507e-05
9.999999995640596051e-01,1.821349518481134118e-05,-2.120518178664752075e-05,9.512601321757694915e-06
9.999999995285503429e-01,1.994769652249884769e-05,-2.288044099047088697e-05,4.634011017727055454e-06
9.999999994697372774e-01,2.207753802296720069e-05,-2.329568047133829351e-05,5.515340286382322057e-06
9.999999993348248628e-01,2.826570398794617267e-05,-2.190999833706733200e-05,7.166051197614778826e-06
9.999999994940409476e-01,2.369039204039936601e-05,-2.051269318046679854e-05,5.469263496014741784e-06
9.999999995166737321e-01,2.587143771335413185e-05,-1.686767803646536566e-05,3.578093359076153598e-06
9.999999995965951349e-01,2.224870930218065791e-05,-1.645564155103601764e-05,6.404417502517077406e-06
9.999999993564079315e-01,2.885252620997812229e-05,-2.079661890376050825e-05,4.713462406763186911e-06
9.999999993909785001e-01,2.900839040495109802e-05,-1.930608432406997509e-05,1.957371627396574244e-06
9.999999992630554946e-01,3.028603887797256885e-05,-2.326192352125437340e-05,3.940542306422311729e-06
