ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.502286739005279906e-04,-9.794034931370234176e+00
0.000000000000000000e+00,-1.502286746877087766e-04,-9.794034931514101316e+00
0.000000000000000000e+00,-1.502286754748895356e-04,-9.794034931657964904e+00
0.000000000000000000e+00,-1.502286762620702945e-04,-9.794034931801828492e+00
0.000000000000000000e+00,-1.502286770492510806e-04,-9.794034931945697409e+00
0.000000000000000000e+00,-1.502286778364318124e-04,-9.794034932089562773e+00
0.000000000000000000e+00,-1.502286786236125713e-04,-9.794034932233426360e+00
0.000000000000000000e+00,-1.502286794107933303e-04,-9.794034932377293501e+00
0.000000000000000000e+00,-1.502286801979740892e-04,-9.794034932521157089e+00
0.000000000000000000e+00,-1.502286809851548753e-04,-9.794034932665022453e+00
0.000000000000000000e+00,-1.502286817723356071e-04,-9.794034932808887817e+00
0.000000000000000000e+00,-1.502286825595163661e-04,-9.794034932952751404e+00
0.000000000000000000e+00,-1.502286833466970979e-04,-9.794034933096618545e+00
0.000000000000000000e+00,-1.502286841338778569e-04,-9.794034933240482133e+00
0.000000000000000000e+00,-1.502286849210586158e-04,-9.794034933384347497e+00
0.000000000000000000e+00,-1.502286857082393476e-04,-9.794034933528212861e+00
0.000000000000000000e+00,-1.502286864954201066e-04,-9.794034933672078225e+00
0.000000000000000000e+00,-1.502286872826008655e-04,-9.794034933815943589e+00
0.000000000000000000e+00,-1.502286880697815703e-04,-9.794034933959808953e+00
0.000000000000000000e+00,-1.502286888569623292e-04,-9.794034934103674317e+00
0.000000000000000000e+00,-1.502286896441430881e-04,-9.794034934247539681e+00
0.000000000000000000e+00,-1.502286904313237929e-04,-9.794034934391403269e+00
0.000000000000000000e+00,-1.502286912185045518e-04,-9.794034934535268633e+00
0.000000000000000000e+00,-1.502286920056852837e-04,-9.794034934679133997e+00
0.000000000000000000e+00,-1.502286927928659884e-04,-9.794034934822999361e+00
0.000000000000000000e+00,-1.502286935800467473e-04,-9.794034934966862949e+00
0.000000000000000000e+00,-1.502286943672274521e-04,-9.794034935110730089e+00
0.000000000000000000e+00,-1.502286951544081839e-04,-9.794034935254593677e+00
0.000000000000000000e+00,-1.502286959415889158e-04,-9.794034935398459041e+00
0.000000000000000000e+00,-1.502286967287696476e-04,-9.794034935542324405e+00
0.000000000000000000e+00,-1.502286975159503523e-04,-9.794034935686189769e+00
0.000000000000000000e+00,-1.502286983031311113e-04,-9.794034935830056909e+00
0.000000000000000000e+00,-1.502286990903118160e-04,-9.794034935973920497e+00
0.000000000000000000e+00,-1.502286998774925479e-04,-9.794034936117785861e+00
0.000000000000000000e+00,-1.502287006646732526e-04,-9.794034936261651225e+00
0.000000000000000000e+00,-1.502287014518539573e-04,-9.794034936405514813e+00
0.000000000000000000e+00,-1.502287022390346892e-04,-9.794034936549380177e+00
0.000000000000000000e+00,-1.502287030262153939e-04,-9.794034936693245541e+00
0.000000000000000000e+00,-1.502287038133960986e-04,-9.794034936837110905e+00
0.000000000000000000e+00,-1.502287046005768034e-04,-9.794034936980976269e+00
0.000000000000000000e+00,-1.502287053877575081e-04,-9.794034937124841633e+00
0.000000000000000000e+00,-1.502287061749382670e-04,-9.794034937268705221e+00
0.000000000000000000e+00,-1.502287069621189447e-04,-9.794034937412572361e+00
0.000000000000000000e+00,-1.502287077492996494e-04,-9.794034937556437725e+00
0.000000000000000000e+00,-1.502287085364803812e-04,-9.794034937700301313e+00
0.000000000000000000e+00,-1.502287093236610589e-04,-9.794034937844166677e+00
0.000000000000000000e+00,-1.502287101108417636e-04,-9.794034937988032041e+00
0.000000000000000000e+00,-1.502287108980224412e-04,-9.794034938131895629e+00
0.000000000000000000e+00,-1.502287116852031460e-04,-9.794034938275762769e+00
0.000000000000000000e+00,-1.502287124723838507e-04,-9.794034938419626357e+00
0.000000000000000000e+00,-1.502287132595645554e-04,-9.794034938563491721e+00
0.000000000000000000e+00,-1.502287140467452602e-04,-9.794034938707357085e+00
0.000000000000000000e+00,-1.502287148339259378e-04,-9.794034938851222449e+00
0.000000000000000000e+00,-1.502287156211065883e-04,-9.794034938995089590e+00
0.000000000000000000e+00,-1.502287164082872931e-04,-9.794034939138954954e+00
0.000000000000000000e+00,-1.502287171954679707e-04,-9.794034939282820318e+00
0.000000000000000000e+00,-1.502287179826486754e-04,-9.794034939426685682e+00
0.000000000000000000e+00,-1.502287187698293260e-04,-9.794034939570549270e+00
0.000000000000000000e+00,-1.502287195570100307e-04,-9.794034939714416410e+00
0.000000000000000000e+00,-1.502287203441907354e-04,-9.794034939858279998e+00
0.000000000000000000e+00,-1.502287211313713860e-04,-9.794034940002147138e+00
0.000000000000000000e+00,-1.502287219185520907e-04,-9.794034940146010726e+00
0.000000000000000000e+00,-1.502287227057327141e-04,-9.794034940289876090e+00
