pos_lat (deg),pos_lon (deg),pos_alt (m)
3.099999977900000303e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000003400254656e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000028900705473e+01,1.209999997790030619e+02,9.999993316671460519e-01
3.100000054401731830e+01,1.209999997789984718e+02,9.999989859372265810e-01
3.100000079902212846e+01,1.209999997789902579e+02,9.999983561467041815e-01
3.100000105402530082e+01,1.209999997789911959e+02,9.999986177926538655e-01
3.100000130902350293e+01,1.209999997789923185e+02,9.999981783203629737e-01
3.100000156401564055e+01,1.209999997789919632e+02,9.999985742718787707e-01
3.100000181901038943e+01,1.209999997789829109e+02,9.999980025420925900e-01
3.100000207400916707e+01,1.209999997789695527e+02,9.999963540525944605e-01
3.100000232901070518e+01,1.209999997789512065e+02,9.999952657703570225e-01
3.100000258401656694e+01,1.209999997789371236e+02,9.999946637992738196e-01
3.100000283902774356e+01,1.209999997789198289e+02,9.999950292513092309e-01
3.100000309403727528e+01,1.209999997788982000e+02,9.999951585717101743e-01
3.100000334905046273e+01,1.209999997788808770e+02,9.999952988545532939e-01
3.100000360406436428e+01,1.209999997788687125e+02,9.999949698745407289e-01
3.100000385907957323e+01,1.209999997788701620e+02,9.999948141776351385e-01
3.100000411410649193e+01,1.209999997788710999e+02,9.999945318762395452e-01
3.100000436913051516e+01,1.209999997788732884e+02,9.999939039238593397e-01
3.100000462415071212e+01,1.209999997788746953e+02,9.999930280407337557e-01
3.100000487916397063e+01,1.209999997788818433e+02,9.999926670329049028e-01
3.100000513417967696e+01,1.209999997788855808e+02,9.999923987241494672e-01
3.100000538919845994e+01,1.209999997788889630e+02,9.999927144854929839e-01
3.100000564421470273e+01,1.209999997788924304e+02,9.999923456375366948e-01
3.100000589923046945e+01,1.209999997789003885e+02,9.999912869914856506e-01
3.100000615424131567e+01,1.209999997788997774e+02,9.999900923246688444e-01
3.100000640925379258e+01,1.209999997789037991e+02,9.999882767129072425e-01
3.100000666425732732e+01,1.209999997789140309e+02,9.999859631277520089e-01
3.100000691925428598e+01,1.209999997789184505e+02,9.999838776412351971e-01
3.100000717425139740e+01,1.209999997789157788e+02,9.999819378321107566e-01
3.100000742924475361e+01,1.209999997789191610e+02,9.999800882606809660e-01
3.100000768423845443e+01,1.209999997789221169e+02,9.999776815086969251e-01
3.100000793922935216e+01,1.209999997789299755e+02,9.999749670680542213e-01
3.100000819422557186e+01,1.209999997789310697e+02,9.999730855193944556e-01
3.100000844922093890e+01,1.209999997789306718e+02,9.999722986680715797e-01
3.100000870421285626e+01,1.209999997789240780e+02,9.999720737449062646e-01
3.100000895919948007e+01,1.209999997789182231e+02,9.999713159234222548e-01
3.100000921418795841e+01,1.209999997789130077e+02,9.999710043778609059e-01
3.100000946917720412e+01,1.209999997789079487e+02,9.999705377641042725e-01
3.100000972416820844e+01,1.209999997788963384e+02,9.999697273951302368e-01
3.100000997915214640e+01,1.209999997788900856e+02,9.999688991658161052e-01
3.100001023413176782e+01,1.209999997788844297e+02,9.999681291996346255e-01
3.100001048911606105e+01,1.209999997788694799e+02,9.999682359182097136e-01
3.100001074410299395e+01,1.209999997788493715e+02,9.999687214552382963e-01
3.100001099908888236e+01,1.209999997788357291e+02,9.999690308014796969e-01
3.100001125407114699e+01,1.209999997788193156e+02,9.999689510129118331e-01
3.100001150904605751e+01,1.209999997787917181e+02,9.999680488446890392e-01
3.100001176402248859e+01,1.209999997787570294e+02,9.999673339750524415e-01
3.100001201899381797e+01,1.209999997787258934e+02,9.999670642961349110e-01
3.100001227396419168e+01,1.209999997786955106e+02,9.999670341393813722e-01
3.100001252892914749e+01,1.209999997786672594e+02,9.999675241505264767e-01
3.100001278389838077e+01,1.209999997786290749e+02,9.999687931054941359e-01
3.100001303886990200e+01,1.209999997785921551e+02,9.999712100629857270e-01
3.100001329384259918e+01,1.209999997785573527e+02,9.999738598636525033e-01
3.100001354881435844e+01,1.209999997785220529e+02,9.999770527509393991e-01
3.100001380379021043e+01,1.209999997784839110e+02,9.999794683934296602e-01
3.100001405875610772e+01,1.209999997784425716e+02,9.999819610455077390e-01
3.100001431372419347e+01,1.209999997784070445e+02,9.999843789404391226e-01
3.100001456868956851e+01,1.209999997783755248e+02,9.999876736989810055e-01
3.100001482364731586e+01,1.209999997783405803e+02,9.999905721242100531e-01
3.100001507860816830e+01,1.209999997783020120e+02,9.999935792652745459e-01
3.100001533357099248e+01,1.209999997782684744e+02,9.999967264615010620e-01
3.100001558853096384e+01,1.209999997782359316e+02,1.000000034575234231e+00
3.100001584349368855e+01,1.209999997782024792e+02,1.000003265108188044e+00
3.100001609845566009e+01,1.209999997781735743e+02,1.000005991131415639e+00
3.100001635342065143e+01,1.209999997781454510e+02,1.000009240594328164e+00
3.100001660838875495e+01,1.209999997781241063e+02,1.000012225244703457e+00
3.100001686334763562e+01,1.209999997781054049e+02,1.000015526332641569e+00
3.100001711831090390e+01,1.209999997780852254e+02,1.000019192662821466e+00
3.100001737327725237e+01,1.209999997780740983e+02,1.000023446310267961e+00
3.100001762824928875e+01,1.209999997780618344e+02,1.000028174939989523e+00
3.100001788321819518e+01,1.209999997780547432e+02,1.000032223714055535e+00
3.100001813818350627e+01,1.209999997780466288e+02,1.000036938492818939e+00
3.100001839315359220e+01,1.209999997780397791e+02,1.000040993739814255e+00
3.100001864812251284e+01,1.209999997780328158e+02,1.000045523856362362e+00
3.100001890309397368e+01,1.209999997780300305e+02,1.000050228634507210e+00
3.100001915807427721e+01,1.209999997780272309e+02,1.000054243267177068e+00
3.100001941305102804e+01,1.209999997780249430e+02,1.000058474677455234e+00
3.100001966803766607e+01,1.209999997780254546e+02,1.000063776496253443e+00
3.100001992302650677e+01,1.209999997780296468e+02,1.000069612915434725e+00
3.100002017801019605e+01,1.209999997780328158e+02,1.000075952282878600e+00
3.100002043298455234e+01,1.209999997780320200e+02,1.000082504169190978e+00
3.100002068795766164e+01,1.209999997780333416e+02,1.000089219517525496e+00
3.100002094293664356e+01,1.209999997780368091e+02,1.000096517988552591e+00
3.100002119791843569e+01,1.209999997780473677e+02,1.000104405368370974e+00
3.100002145290087086e+01,1.209999997780531942e+02,1.000112316173455973e+00
3.100002170788505751e+01,1.209999997780585517e+02,1.000120456770865918e+00
3.100002196287412559e+01,1.209999997780512757e+02,1.000128861474519626e+00
3.100002221786745338e+01,1.209999997780403334e+02,1.000137649524098560e+00
3.100002247286406032e+01,1.209999997780288652e+02,1.000145759616274610e+00
3.100002272786086976e+01,1.209999997780174397e+02,1.000153760650485335e+00
3.100002298285256686e+01,1.209999997780118974e+02,1.000161601203475081e+00
3.100002323784815772e+01,1.209999997780124801e+02,1.000168964930944204e+00
3.100002349284897818e+01,1.209999997780183776e+02,1.000175403580540134e+00
3.100002374784564907e+01,1.209999997780202676e+02,1.000182167126099531e+00
3.100002400284579451e+01,1.209999997780239482e+02,1.000190708868398337e+00
3.100002425785068283e+01,1.209999997780318921e+02,1.000199848284508919e+00
3.100002451285227778e+01,1.209999997780353738e+02,1.000209609521456100e+00
3.100002476785367023e+01,1.209999997780234651e+02,1.000219705218594157e+00
3.100002502285165207e+01,1.209999997780157628e+02,1.000230298442892574e+00
