gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
4.573581646888203595e-02,6.553902327883498469e-02,2.632870394087800589e-02
3.832015994472065708e-03,-5.121118416536688672e-02,5.809672350212254088e-02
-1.663909873088924643e-02,1.390227120014538888e-02,-2.404335061028875162e-02
5.626555532302942447e-02,5.229322914552136242e-02,-5.131694105685263851e-02
8.102449547539918029e-02,3.799526110329829592e-02,-5.852702297601962596e-03
-4.003159460273909148e-02,-1.013464191001567649e-01,4.584799875892144050e-03
9.781333949133308447e-02,-2.520038559447845133e-02,-1.939490082864421538e-02
-1.443128989155670252e-03,-2.228511486117889292e-03,6.475441832216943805e-02
6.695254340551863581e-02,9.052592896884724405e-03,-5.084713378533022715e-02
2.704290214978701326e-02,4.542792915340676529e-02,-8.616218671952335061e-04
8.029075136515885502e-03,-2.692638282599657540e-02,4.874298124438174173e-02
-5.627925091172540639e-02,-6.436841220898421867e-02,-3.420807220427456163e-02
-9.850691844838433547e-03,3.520504026637123751e-02,8.681950190403018783e-03
3.780416320926772294e-02,-1.481905407308231788e-02,1.062972614133809481e-02
1.971383742796265631e-02,-6.736327107568202896e-03,-6.513693227539883723e-02
-7.117368518014860826e-03,-1.444723123839309481e-02,5.967781200588510339e-03
-2.636391471632610652e-03,-1.955493839327239122e-02,-1.858393867800647165e-02
-2.947488423968805046e-02,2.419886259272554380e-02,7.374499367560139081e-03
-3.108017679023982252e-02,1.129231991221515095e-03,-1.981890125119742732e-02
-1.414063759801124215e-04,-1.374363770582325353e-02,3.667217657072919385e-02
5.071375879330344838e-02,7.527331276920984360e-03,-2.639421689008987493e-02
7.687237501100585568e-02,-2.372664646425910046e-02,4.308820383180509556e-03
-1.737311547947203647e-02,1.776134085674598365e-02,3.022283966086902057e-02
9.863785899893343784e-03,1.479985440784541660e-02,-7.648430431096901738e-02
2.918992100509811352e-02,2.176454644084017953e-02,5.388780158546632032e-02
4.742494762696469746e-02,2.150938193351267791e-02,1.789951498288160775e-02
-2.413058560783376896e-02,-2.320230242981645430e-02,-4.122430303562069770e-02
-1.112643230035173167e-02,4.796896613325393049e-02,3.073129065458582443e-02
1.911315425251246952e-02,-3.441629350985901670e-02,-5.651698345248882399e-02
-3.587513841949835358e-02,-2.712225824455893192e-02,-5.407899711024843903e-02
-6.681688779633855602e-02,7.668122762226982359e-02,-6.262082520708929512e-02
-5.309124431601943556e-02,5.749059873904613371e-02,3.351823854132567060e-02
-8.418763126544291653e-03,-3.332718540123244533e-02,8.150222695346587970e-03
-1.241312021172521519e-02,9.613585625663384482e-02,-5.113262892340113275e-02
-3.734465693866952096e-02,5.134066608011396415e-02,-1.656510139651819202e-02
-8.024658611964738050e-03,4.573085309487004424e-02,2.993209006286562390e-02
8.021063137945037835e-02,-1.008733390879892194e-02,3.174947223630417842e-02
8.325714951060690650e-02,1.051305038855543557e-02,6.818078145323998307e-02
4.099264507376541855e-02,6.978986342388204984e-03,-4.009903352345173949e-02
4.923843965337905415e-02,-5.917231142377371578e-02,-3.086303596865844212e-02
-4.023870572648075711e-02,-7.413835397339230138e-02,1.814032763898409950e-02
-3.310992167461646735e-02,3.060814998883103905e-02,-2.251487094402395209e-02
4.893799973400757286e-02,-3.878148974756393669e-02,1.700237638591011596e-02
5.820359527583845310e-03,-6.238419473919524540e-03,5.581490682852927043e-02
-3.816566601740975506e-02,-5.589512951891970061e-02,4.844042817174087912e-02
-4.151616594770962676e-02,7.861509957016791367e-03,6.264954003315259187e-03
8.255518577377631700e-03,-1.532614258155669609e-02,1.300764498918556902e-02
2.196359110394202271e-02,2.623001880078141765e-02,5.245144645845338516e-02
3.570594533177114116e-02,4.345831235259942776e-02,-1.341268807106763689e-02
8.181735377397453659e-04,1.282824981838507628e-01,3.281258731524011943e-03
9.520758418781444243e-03,7.273481733772733937e-02,-2.324844476859620757e-02
4.592583713436632770e-02,3.210797443204561202e-02,-2.488428163319067465e-02
4.460090866062346032e-02,-4.853517845509792289e-02,3.318008473067363823e-02
-2.012464175067513877e-02,1.525935490950152025e-02,-3.259548461235674960e-02
-2.432951341554464436e-02,-2.620081737895274196e-03,5.936312186008211450e-02
4.511500884303235037e-02,-1.724909517806315698e-02,2.160299488888095532e-02
-3.734900352791625106e-02,5.995122183372151442e-02,-3.527050854565553367e-02
3.117081841589124103e-02,-2.795851736233501833e-02,6.721122975091788077e-02
