pos_lat (deg),pos_lon (deg),pos_alt (m)
3.099999977900000303e+01,1.205680000000000121e+02,0.000000000000000000e+00
3.099999995939232278e+01,1.205680000000000121e+02,0.000000000000000000e+00
3.100000013978065283e+01,1.205680000000070891e+02,2.755869565040127316e-07
3.100000032016910367e+01,1.205680000000150471e+02,1.893165023035620438e-07
3.100000050056365808e+01,1.205680000000155587e+02,-3.448100243211371990e-07
3.100000068096271733e+01,1.205680000000216694e+02,-8.681919318131847273e-07
3.100000086136138577e+01,1.205680000000218115e+02,-1.145851367851953351e-06
3.100000104176076121e+01,1.205680000000245400e+02,-1.024049803284781571e-06
3.100000122216222564e+01,1.205680000000397598e+02,-1.147548727134597628e-06
3.100000140256793557e+01,1.205680000000505174e+02,-1.076138187519771062e-06
3.100000158298231767e+01,1.205680000000589729e+02,-7.899218160745779606e-07
3.100000176339847968e+01,1.205680000000737522e+02,-4.284709443941846303e-07
3.100000194381941299e+01,1.205680000000858314e+02,4.820675139189866022e-07
3.100000212423826085e+01,1.205680000000975696e+02,1.618000633012193545e-06
3.100000230465537143e+01,1.205680000001092935e+02,3.081770394978417756e-06
3.100000248507377520e+01,1.205680000001259629e+02,4.265265523282049301e-06
3.100000266549624683e+01,1.205680000001388095e+02,5.611336394782862209e-06
3.100000284591529720e+01,1.205680000001513292e+02,7.298419823976044418e-06
3.100000302634150984e+01,1.205680000001659806e+02,9.360102088667901065e-06
3.100000320677482435e+01,1.205680000001851511e+02,1.194410126876825599e-05
3.100000338720793280e+01,1.205680000002115833e+02,1.572482368890484734e-05
3.100000356763874976e+01,1.205680000002481904e+02,1.924612498866186801e-05
3.100000374806459646e+01,1.205680000002918604e+02,2.271450906326429324e-05
3.100000392848442843e+01,1.205680000003316081e+02,2.578121940761627444e-05
3.100000410890609359e+01,1.205680000003669932e+02,2.914707870048104211e-05
3.100000428932210994e+01,1.205680000003989818e+02,3.259159558466637679e-05
3.100000446973700718e+01,1.205680000004302741e+02,3.657529960030964360e-05
3.100000465015652296e+01,1.205680000004720540e+02,4.045135437810225786e-05
3.100000483057303668e+01,1.205680000005157950e+02,4.490015502101625392e-05
3.100000501098609362e+01,1.205680000005659025e+02,4.857563207221822943e-05
3.100000519140412081e+01,1.205680000006100698e+02,5.323941138256176720e-05
3.100000537182472371e+01,1.205680000006543224e+02,5.758167503283867749e-05
3.100000555225072674e+01,1.205680000007022272e+02,6.210746461053646549e-05
3.100000573267595882e+01,1.205680000007466788e+02,6.693216237330637172e-05
3.100000591309146714e+01,1.205680000007958910e+02,7.238570670179253670e-05
3.100000609351487668e+01,1.205680000008361930e+02,7.748059075535402868e-05
3.100000627393799846e+01,1.205680000008701853e+02,8.259593799223477841e-05
3.100000645435622815e+01,1.205680000009011508e+02,8.761289668896627065e-05
3.100000663476621554e+01,1.205680000009326562e+02,9.252156752337037057e-05
3.100000681517506251e+01,1.205680000009621153e+02,9.759763148612677090e-05
3.100000699558406936e+01,1.205680000009858617e+02,1.032990336318321298e-04
3.100000717598322098e+01,1.205680000010100059e+02,1.098676950829346880e-04
3.100000735638768745e+01,1.205680000010433304e+02,1.163273346837290944e-04
3.100000753679078969e+01,1.205680000010887483e+02,1.222712620629339843e-04
3.100000771719616566e+01,1.205680000011348625e+02,1.275105270888567501e-04
3.100000789760132136e+01,1.205680000011795414e+02,1.325848334818787192e-04
3.100000807801460923e+01,1.205680000012309563e+02,1.370071278145845164e-04
3.100000825842884566e+01,1.205680000012841901e+02,1.413151877773872924e-04
3.100000843885030832e+01,1.205680000013416446e+02,1.447399808560356457e-04
3.100000861926612572e+01,1.205680000014006197e+02,1.484699923288220098e-04
3.100000879968206746e+01,1.205680000014625080e+02,1.523645376471653343e-04
3.100000898009512440e+01,1.205680000015214404e+02,1.565678267408954227e-04
3.100000916050648669e+01,1.205680000015796338e+02,1.607113095585217875e-04
3.100000934091857729e+01,1.205680000016421189e+02,1.652954283387011872e-04
3.100000952133457588e+01,1.205680000017084836e+02,1.696137173491565474e-04
3.100000970174388470e+01,1.205680000017764399e+02,1.728913009913188325e-04
3.100000988214335607e+01,1.205680000018424494e+02,1.761386988526265657e-04
3.100001006253344116e+01,1.205680000019128499e+02,1.788669023934858816e-04
3.100001024292069829e+01,1.205680000019847284e+02,1.817070668905573566e-04
3.100001042330077539e+01,1.205680000020523295e+02,1.852689767748690660e-04
3.100001060367886652e+01,1.205680000021221048e+02,1.893512405855013740e-04
3.100001078404781651e+01,1.205680000021880005e+02,1.933800415755207718e-04
3.100001096441618742e+01,1.205680000022537968e+02,1.974534953312222143e-04
3.100001114477775488e+01,1.205680000023203178e+02,2.016080294364826957e-04
3.100001132514200464e+01,1.205680000023958911e+02,2.054353019527039030e-04
3.100001150551226559e+01,1.205680000024682812e+02,2.103519870188588759e-04
3.100001168588157796e+01,1.205680000025414245e+02,2.156001975558976213e-04
3.100001186624078997e+01,1.205680000026205789e+02,2.211608040762326564e-04
3.100001204659897525e+01,1.205680000026975733e+02,2.260750888742522836e-04
3.100001222695964032e+01,1.205680000027773531e+02,2.315146982654072664e-04
3.100001240732059316e+01,1.205680000028583407e+02,2.366378515208587797e-04
3.100001258768384460e+01,1.205680000029369552e+02,2.411575241375028854e-04
3.100001276804305661e+01,1.205680000030103400e+02,2.460198091507487272e-04
3.100001294839699995e+01,1.205680000030982058e+02,2.507936021310734859e-04
3.100001312875021497e+01,1.205680000031841814e+02,2.562228526045671486e-04
3.100001330910210484e+01,1.205680000032760830e+02,2.615026772320522210e-04
3.100001348945911417e+01,1.205680000033766390e+02,2.665007365245698756e-04
3.100001366981896922e+01,1.205680000034707291e+02,2.721238033559392091e-04
3.100001385017996114e+01,1.205680000035732036e+02,2.776021916459040645e-04
3.100001403053918025e+01,1.205680000036826556e+02,2.824919146740275484e-04
3.100001421089754672e+01,1.205680000037928892e+02,2.884380325034359969e-04
3.100001439126365455e+01,1.205680000038993995e+02,2.944588317684364537e-04
3.100001457163596896e+01,1.205680000040058815e+02,3.007308051242161325e-04
3.100001475200376078e+01,1.205680000041180904e+02,3.073336316496088857e-04
3.100001493238075412e+01,1.205680000042295177e+02,3.140581028752294744e-04
3.100001511276200716e+01,1.205680000043480078e+02,3.201461632988351143e-04
3.100001529314848270e+01,1.205680000044665547e+02,3.254140101358642600e-04
3.100001547353812015e+01,1.205680000045896065e+02,3.304375077847618780e-04
3.100001565392987501e+01,1.205680000047098304e+02,3.354556773186607587e-04
3.100001583431731689e+01,1.205680000048284768e+02,3.410937149998753823e-04
3.100001601470820844e+01,1.205680000049500507e+02,3.467167629525996493e-04
3.100001619510113926e+01,1.205680000050750351e+02,3.531873480424398983e-04
3.100001637549422284e+01,1.205680000051975185e+02,3.601387865623730412e-04
3.100001655588328831e+01,1.205680000053176002e+02,3.672435209115692580e-04
3.100001673626945831e+01,1.205680000054416325e+02,3.745125408250520277e-04
3.100001691665318404e+01,1.205680000055652670e+02,3.810677425062762060e-04
