vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000007469009661421e+00,2.744812253880090614e-05,-4.386321817009068003e-06
1.999925658357130542e+00,-1.635324063815560229e-05,-4.731961410271355811e-05
1.999884533391809605e+00,-4.183467384617801379e-05,1.369570019888782022e-05
1.999946835320347782e+00,-7.549598628579315689e-06,1.198185965512040687e-05
2.000001133181021462e+00,-7.050277313937906626e-05,-7.001465420384174476e-05
2.000039163353923843e+00,-8.553269615341152173e-05,-6.360042733685366200e-05
1.999938245075936871e+00,-9.778203852006252619e-05,-1.501084149495150223e-04
1.999985697324725642e+00,-1.343107999162738238e-04,-9.406746777672382880e-05
1.999952392161672865e+00,-9.343247376294908752e-05,-8.750832256873873139e-05
1.999975966508769076e+00,-1.295267698290379524e-04,-1.423646374895890247e-04
1.999908093510039730e+00,-1.897473482135881293e-04,-2.135834157286663811e-04
1.999853718357196497e+00,-1.885404228079125765e-04,-1.332312004823530348e-04
1.999921176609568363e+00,-1.699233089789047642e-04,-1.593355532917686075e-04
2.000018818156420242e+00,-1.989375267841155925e-04,-8.772890212158839310e-05
2.000036242531530117e+00,-1.359347658205282657e-04,-1.071080849196461764e-04
2.000024108088078734e+00,-1.018483065687026795e-04,-1.960725964633181515e-04
2.000078693663554397e+00,-1.750150562382860996e-04,-1.687077328271160840e-04
2.000133602732149907e+00,-2.113376561178109876e-04,-2.100648709317684765e-04
2.000099932772145817e+00,-2.249202292305497249e-04,-1.920470223593619607e-04
2.000099531242714779e+00,-1.925671138716574524e-04,-2.961621723351619707e-04
2.000055041046712390e+00,-2.184168641374226736e-04,-3.456814460800535643e-04
1.999964782799160234e+00,-1.511379608260397973e-04,-2.813262304145315129e-04
1.999878510661418529e+00,-1.057976156821896285e-04,-2.440457182902654816e-04
1.999822542698161065e+00,-1.652799191928102469e-04,-2.048968938383336825e-04
1.999800334892310794e+00,-1.706528153690604422e-04,-2.434703238951271614e-04
1.999757066234250535e+00,-1.814702487584212061e-04,-2.360914603360737439e-04
1.999800236992171687e+00,-1.916067124052535581e-04,-2.353121419729023195e-04
1.999716249338854057e+00,-1.843287480112288724e-04,-2.512599658461353710e-04
1.999707204342190403e+00,-1.993715711188034532e-04,-2.743288660902276459e-04
