ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.099999863500000430e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099999881539232405e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099999899578464735e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099999917617696710e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099999935656929040e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099999953696161015e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099999971735393345e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099999989774625320e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000007813857650e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000025853089625e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000043892321955e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000061931553930e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000079970785904e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000098010018235e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000116049249854e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000134088481829e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000152127714159e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000170166946134e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000188206178109e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000206245410439e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000224284642414e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000242323874744e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000260363106719e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000278402339049e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000296441571024e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000314480803354e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000332520035329e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000350559267659e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000368598499634e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000386637731609e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000404676963939e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000422716195914e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000440755428244e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000458794660219e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000476833892549e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000494873123813e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000512912356143e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000530951588118e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000548990820448e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000567030052423e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000585069284753e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000603108516728e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000621147749058e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000639186981033e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000657226213008e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.100000675265445338e+01,1.199999999999999858e+02,0.000000000000000000e+00
