Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.164728020405033444e-04,-7.501427829265875768e-04,3.652213595039870641e-04
4.930341298363718881e-05,-1.103914370545200320e-03,2.546963673074024862e-04
4.761918819129898290e-05,-1.131374847184798320e-03,-4.535520242315658882e-04
2.339031058138000641e-04,-1.172465403672231848e-03,-1.658935570372463452e-04
-2.807865359868974347e-04,-1.309840409376130917e-03,-1.859540728951933558e-04
2.216066712030711290e-04,-1.455233547759859610e-03,-3.517209916091426983e-04
3.312125339849388938e-04,-1.365611501927770912e-03,-1.471777774402364730e-04
-1.130964447179743493e-04,-1.366703078357689840e-03,-7.194291901175090291e-04
9.952511702091649615e-05,-1.166510565033752585e-03,3.494453590934073930e-04
5.201001896182893972e-04,-1.297971926919116743e-03,-1.806757757052655517e-04
3.970348573432334557e-04,-9.622160370867348378e-04,-5.203319688027915326e-04
-5.509287014709860148e-05,-1.167674529732492736e-03,-2.516883626046980240e-04
-3.278870038760907596e-04,-1.206042422031839215e-03,1.985777390389449430e-04
1.208350955949594023e-04,-1.906053079158621553e-04,-1.504499534400685233e-04
-2.498866307184161874e-04,-1.250496726616193730e-04,-4.675362132186530783e-04
-4.506215701094634977e-04,3.988778655671431435e-04,-4.766509855755941849e-04
-1.081671357878579397e-03,-7.550203782417834258e-05,-8.785208816917334422e-04
-1.283245493618233009e-03,-3.054279807747944833e-04,-1.555811782303837204e-03
-3.695215379526141375e-04,-2.150888214998159247e-04,-1.284033638078567376e-03
4.126542404936679319e-04,-1.232829237310003581e-05,-2.076138246968064864e-03
-2.691690849610292439e-04,-2.303687281155548830e-04,-2.424967146428483149e-03
-6.995481086291853228e-04,-2.985159051530323986e-04,-2.628633073945645625e-03
-1.234483772096947769e-03,-5.415595224875863417e-04,-2.314498153744333139e-03
-1.204011106716246357e-03,-3.813305780461879926e-04,-1.825855263817136899e-03
-1.201626222529972440e-03,2.036698976572979853e-04,-1.983778548312030172e-03
-1.429269649007519323e-03,3.200090898254466737e-04,-1.868416225495837845e-03
-1.601241394672318690e-03,4.941018527268882917e-05,-1.890618595940857152e-03
-1.502578508210299221e-03,-5.421981004374343315e-04,-1.465088493258180418e-03
-1.944793708335919866e-03,-9.937566409636544845e-04,-1.603218279601676451e-03
-2.247116290669261187e-03,-1.660205606285187737e-03,-1.701959133156102314e-03
-2.804746621161964201e-03,-1.941700981058520859e-03,-1.623323170203113622e-03
-2.596170212112103998e-03,-2.170472335913508060e-03,-1.302012536065797182e-03
-2.570121427508052694e-03,-1.700089918870865361e-03,-1.583196069140409149e-03
-2.303777013826590388e-03,-1.634316853010824543e-03,-2.207562732634733849e-03
-2.084630158777263549e-03,-2.079885277426889254e-03,-2.613137533989339043e-03
-2.015001508103421955e-03,-2.256470781433006847e-03,-2.239607386189370643e-03
-2.659889826406800113e-03,-1.872029158455421408e-03,-2.514342082949596550e-03
-2.904564930124337897e-03,-1.695722259489800725e-03,-2.537535593920933752e-03
-3.266082910052395868e-03,-1.135329165750343598e-03,-3.130497844654096980e-03
-3.512410886909327328e-03,-1.663366983512812097e-03,-2.417195624437294861e-03
-3.513291297596133917e-03,-1.179923522684421175e-03,-1.786383331524410032e-03
-2.873461610959635645e-03,-1.256255590364456498e-03,-2.064865858943841764e-03
-3.095069069184762725e-03,-1.925947462890479972e-03,-2.511518964273748000e-03
-3.032422111545675803e-03,-1.489967033711601680e-03,-2.387394487301081579e-03
-2.486645143306348560e-03,-1.931917917322703484e-03,-2.301797611535977631e-03
-2.400367415206312513e-03,-2.692130039955105674e-03,-1.737187584989733800e-03
-1.843779774676210801e-03,-2.703437460492008615e-03,-2.268954697938239430e-03
-9.108302238109251478e-04,-2.538812917875811481e-03,-3.455928943179630355e-03
-8.462056007213932494e-04,-2.725645356326493116e-03,-4.094444228258586546e-03
-8.966050824357532905e-04,-2.806612445965828498e-03,-4.735834433483140406e-03
-3.718023466074830193e-04,-2.299442954088137120e-03,-4.396139112769735686e-03
-6.796033256780483096e-04,-1.860349853191921050e-03,-4.840785406349601763e-03
-9.576836826630448799e-04,-2.609574172111762697e-03,-4.770936935421519684e-03
-5.935229394705368198e-04,-2.917813999590658080e-03,-4.492096228734589539e-03
-5.673209678905426255e-04,-3.289198780797435075e-03,-4.154006028136448050e-03
-9.996646117434405607e-04,-3.874352229149965673e-03,-3.469269015085449468e-03
-8.397538097765142300e-04,-4.152134912409130053e-03,-3.938455376893754481e-03
-2.692262661719939902e-06,-5.118637602850145338e-03,-4.031763430096236243e-03
1.199459772815295505e-04,-4.587339964171541391e-03,-4.055226171455533248e-03
5.504660834622374412e-06,-4.718023340522811346e-03,-4.462806885410352392e-03
1.794080905900259803e-05,-4.389612525667850595e-03,-4.996923371691078426e-03
9.793163529523366418e-05,-3.847872583591673695e-03,-5.002236214450490534e-03
-4.485790327745258529e-05,-3.930131971277145420e-03,-5.532533584867673458e-03
-2.773051586503849186e-04,-4.120900456698158715e-03,-6.021272051467610811e-03
-5.337639444237519092e-04,-3.224299963282972834e-03,-5.944174339968700746e-03
-7.465444532562200727e-05,-3.569809161272896256e-03,-5.280445906224081817e-03
8.499808355118595039e-05,-3.917840682110700079e-03,-4.885849527862542140e-03
1.935998712032912313e-04,-3.916669727864782562e-03,-4.664343953969538395e-03
2.086916160755141966e-04,-3.788967159423751833e-03,-4.793293169476907888e-03
-2.744207262012299470e-04,-4.467629233401202750e-03,-4.564830309219268002e-03
-2.746423650137815877e-04,-5.182722920499613015e-03,-4.278812740801451325e-03
1.220595744210357800e-04,-4.720941759066541593e-03,-4.479691081393383408e-03
-2.244340426065799933e-04,-5.038342596080417138e-03,-4.543908015660695979e-03
-9.889135661153057935e-04,-5.255105349156675293e-03,-4.830916725998941723e-03
-1.205793276270523528e-03,-5.815239004778648656e-03,-5.238749157694271713e-03
-1.866973413394901063e-03,-5.237806253715528854e-03,-5.538338917057553448e-03
-2.179383874025843035e-03,-6.133137210805364795e-03,-5.666618973636763229e-03
-2.957931807887107922e-03,-6.282502982082679641e-03,-5.938199501030342990e-03
-3.954584123678221014e-03,-6.378425397803895794e-03,-5.911314076521598064e-03
-4.120759207121965292e-03,-6.717048467432392908e-03,-5.464690688837224586e-03
-4.132162221250664479e-03,-6.664240036135508742e-03,-5.327573992067828439e-03
-3.741990080595695642e-03,-6.680902129478958652e-03,-6.147410719822518285e-03
-4.887416271616321778e-03,-6.854370602971616468e-03,-6.402021954961459663e-03
-5.053167225066966702e-03,-6.136045674768778740e-03,-6.458327677100834420e-03
-4.879064257762171647e-03,-6.121142430968421963e-03,-6.551956947170194112e-03
-4.193683617288415828e-03,-5.248325074034188367e-03,-6.929155041327112081e-03
-4.549903841854553189e-03,-5.563427209803581755e-03,-6.925637867502627137e-03
-4.192721257099042524e-03,-5.692476006122877512e-03,-7.864895955698471969e-03
-4.750980150671474563e-03,-6.037279879027942012e-03,-7.574483195039716926e-03
-4.525992468868395013e-03,-7.439398594586347016e-03,-7.494672635736682013e-03
-4.130261229651260337e-03,-7.007197910590158563e-03,-7.736164521437088187e-03
-4.336176089701337250e-03,-6.945061747696584104e-03,-8.008702189826872458e-03
-3.270753517679767484e-03,-6.324503086009015430e-03,-7.515031188574557153e-03
-3.082555821457677332e-03,-6.490796719991818835e-03,-7.662001375775915474e-03
