ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.099937308699999505e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937326739233612e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937344778467008e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937362817701114e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937380856935221e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937398896169327e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937416935402723e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937434974636830e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937453013870581e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937471053104332e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937489092338083e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937507131572190e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937525170806296e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937543210039692e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937561249273799e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937579288507905e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937597327741301e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937615366975407e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937633406209159e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937651445443265e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937669484676661e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937687523910768e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937705563144874e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937723602378270e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937741641612376e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937759680846483e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937777720079879e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937795759313630e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937813798547737e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937831837781843e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937849877015239e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937867916249346e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937885955483452e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937903994716848e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937922033950954e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937940073185061e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937958112418457e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937976151652208e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099937994190886315e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938012230119710e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938030269353817e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938048308587923e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938066347822030e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938084387055426e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938102426289532e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938120465523284e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938138504756679e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938156543990786e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938174583224892e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938192622458288e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938210661692395e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938228700926501e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938246740159897e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938264779394004e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938282818627755e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099938300857861506e+01,1.199999999999999858e+02,0.000000000000000000e+00
