ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.090668799999999905e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668818039493004e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668836078985748e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668854118478137e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668872157971236e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668890197463980e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668908236957080e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668926276449824e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668944315942923e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668962355435312e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668980394928056e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668998434421155e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669016473913899e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669034513406999e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669052552899387e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669070592392131e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669088631885231e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669106671377975e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669124710871074e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669142750363463e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669160789856207e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669178829349306e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669196868842050e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669214908335150e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669232947827538e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669250987320282e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669269026813382e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669287066306126e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669305105799225e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669323145291614e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669341184784358e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669359224277457e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669377263770201e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669395303263300e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669413342755689e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669431382248433e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669449421741533e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669467461234277e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669485500727376e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669503540219765e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669521579712509e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669539619205608e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669557658698352e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669575698191451e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669593737683840e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090669611777176584e+01,1.199999999999999858e+02,0.000000000000000000e+00
