accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-9.715255199822882964e-03,1.277850052071799990e-02,-9.794345273473870961e+00
-6.392834645829024824e-03,-3.687059302949742892e-03,-9.796880794228941980e+00
3.198771363240721782e-03,1.124603798810751764e-03,-9.791663749986225795e+00
2.307932195195490203e-04,9.254857577908358118e-04,-9.804583476843481193e+00
1.420269416317429360e-03,-1.822779631589441186e-03,-9.800487004122718560e+00
-2.661126839136658800e-03,-3.824826840408401211e-03,-9.792990833858702615e+00
-4.477493736236897760e-03,-1.545466331128331899e-05,-9.790187006534207370e+00
2.814941271406580427e-03,-6.334459273756041023e-04,-9.785063267057527270e+00
5.063915894241615215e-03,-3.041935923321347282e-03,-9.787024741486218815e+00
-6.218068293063440909e-03,8.840612293140047472e-04,-9.787920974483508729e+00
6.149355017959645502e-03,7.591522432016557798e-03,-9.795044825072539041e+00
-2.757145246115712788e-03,2.096955507709067669e-03,-9.790352987699547427e+00
7.293123106450061753e-03,-3.018558638548290811e-03,-9.798990792577988884e+00
-2.716722558260608396e-04,4.285811493166413570e-03,-9.800754351246192542e+00
1.722765568211548576e-03,7.807950158902969041e-03,-9.791248570984709687e+00
5.624737759619654817e-03,2.946352793679730617e-03,-9.796841860972863358e+00
-5.306670547269309174e-03,-1.149654407451055705e-03,-9.788023625829541885e+00
7.201963538152175628e-04,-1.437932316478966787e-03,-9.798433203646641942e+00
-5.749125997461361232e-04,6.189175794710682563e-03,-9.797015206152524414e+00
6.074610199845592584e-03,-1.838682759902688204e-03,-9.793783201499765667e+00
1.773151254923233935e-03,-5.867376920699518897e-03,-9.789668310501074444e+00
3.974749603885936559e-03,3.415391181649141301e-04,-9.794692554772431947e+00
5.913815289157103861e-03,3.954100218990600282e-03,-9.795526733782896400e+00
2.385256888975721256e-03,5.547643463295543094e-03,-9.791401966949221602e+00
-2.805783779552185452e-03,-2.093669008274974715e-03,-9.792151087006086385e+00
9.203259932606925806e-03,7.163264630088777944e-03,-9.788025751665301755e+00
9.616297930805919533e-03,4.891211686648830152e-03,-9.797636789647183875e+00
-5.291258993555168766e-03,2.186119727740297534e-03,-9.792566993588238233e+00
-4.936242228591829033e-03,-1.243599222331585874e-02,-9.795698909899240192e+00
-4.703968064303253038e-03,1.294759132870238784e-02,-9.794529213418838864e+00
3.342742256846115883e-04,2.532579081561737912e-03,-9.797615274749597702e+00
-3.776366109364940032e-03,3.077762611484640646e-03,-9.787457855202131185e+00
6.514046623007757261e-03,3.435962428582689607e-03,-9.789824165103073739e+00
-6.745588738813329370e-03,-1.408786680950587303e-02,-9.796935659535542129e+00
2.750160124045120721e-03,1.725643488362304384e-03,-9.800810892921603568e+00
9.266596448006069950e-03,-6.013792924784238346e-03,-9.789804540194840143e+00
-1.693787034828713248e-03,5.821595832865907039e-03,-9.785011396337761624e+00
-6.653513064164722803e-03,-2.144885222771301860e-03,-9.789915977694935378e+00
4.604639081292762450e-04,9.891042345584804760e-04,-9.789474680004685681e+00
6.697279879404415166e-03,3.422181034817948705e-03,-9.794822668562600754e+00
-5.226925287113446186e-03,-4.103998398571786881e-03,-9.798183965850887134e+00
1.129218690251445299e-02,-3.174145541389519765e-03,-9.798378890822093013e+00
2.329616894844844122e-03,-5.831125987056692828e-03,-9.795742841716529981e+00
-1.847440656117292981e-03,4.040123473616607369e-03,-9.792310396654292148e+00
1.696383690747073347e-03,1.271621845191171427e-02,-9.791582728078534359e+00
-6.675039119294949586e-03,-2.891923214707866306e-03,-9.793384392348528422e+00
9.218488941966684934e-04,2.415583329318488504e-03,-9.792420118087527214e+00
-1.098979590166335868e-03,-8.053676385013499445e-03,-9.794529518911717858e+00
8.269149237391087634e-03,7.147102852862972748e-03,-9.792030518874339506e+00
-7.837685400982270442e-03,-9.256812618926852157e-03,-9.804018004990973978e+00
-6.527744806202312629e-03,5.279665036528144884e-04,-9.796486705521200378e+00
-6.068969960894346743e-04,-2.750240327995283861e-03,-9.790697426112060953e+00
-1.592974226451326697e-03,-4.800525680495771642e-03,-9.796268716164874490e+00
-3.615762983650160252e-03,7.420134417937374917e-03,-9.799431743329575895e+00
-3.359734540277891073e-03,6.117367967132248709e-03,-9.791173905654064313e+00
6.565350179894176557e-04,-3.348967666466644896e-03,-9.804729022199087041e+00
-4.384952563288093373e-03,4.177802719447815984e-03,-9.786597118407701856e+00
3.237732638675991977e-03,2.518304269421942510e-03,-9.785445542182850787e+00
-5.072990214568426706e-03,1.155497051045384404e-03,-9.792048765028743773e+00
-2.736025258445102086e-05,-9.515696203138792816e-03,-9.794108924042895126e+00
