ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.097760512000000332e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760530039294835e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760548078589693e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760566117884196e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760584157179409e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760602196473911e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760620235768414e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760638275063627e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760656314357774e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760674353652988e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760692392947490e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760710432241993e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760728471537206e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760746510831709e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760764550126211e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760782589421069e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760800628715572e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760818668010785e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760836707305288e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760854746599790e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760872785894648e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760890825189151e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760908864483653e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760926903778866e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760944943073369e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760962982368582e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760981021663085e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097760999060957587e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761017100252445e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761035139546948e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761053178841451e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761071218136664e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761089257431166e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761107296726024e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761125336020527e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761143375315029e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761161414610243e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761179453904745e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761197493199248e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761215532494461e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761233571788964e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761251611083111e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761269650378324e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761287689672827e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761305728968040e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761323768262542e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761341807557045e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761359846851903e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761377886146406e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761395925440908e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761413964736121e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761432004030624e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761450043325127e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761468082619984e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761486121914487e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761504161208990e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761522200504203e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761540239798705e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761558279093919e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761576318388421e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761594357682924e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761612396977782e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761630436272284e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761648475566787e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761666514862000e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761684554156503e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761702593451005e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761720632745863e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761738672040366e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761756711334868e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761774750630082e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761792789924584e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761810829219087e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761828868514300e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761846907808447e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761864947102950e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761882986398163e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761901025692666e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761919064987168e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761937104282381e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761955143576884e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761973182871031e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097761991222166245e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097762009261460747e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097762027300755250e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097762045340050463e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097762063379344966e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.097762081418639468e+01,1.199999999999999858e+02,0.000000000000000000e+00
