ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.499571283363863730e-04,-9.793986953783891281e+00
0.000000000000000000e+00,-1.499571291240878743e-04,-9.793986953927591443e+00
0.000000000000000000e+00,-1.499571299117894026e-04,-9.793986954071289830e+00
0.000000000000000000e+00,-1.499571306994908768e-04,-9.793986954214988216e+00
0.000000000000000000e+00,-1.499571314871923509e-04,-9.793986954358684827e+00
0.000000000000000000e+00,-1.499571322748938251e-04,-9.793986954502386766e+00
0.000000000000000000e+00,-1.499571330625953534e-04,-9.793986954646085152e+00
0.000000000000000000e+00,-1.499571338502968276e-04,-9.793986954789783539e+00
0.000000000000000000e+00,-1.499571346379982746e-04,-9.793986954933480149e+00
0.000000000000000000e+00,-1.499571354256997759e-04,-9.793986955077182088e+00
0.000000000000000000e+00,-1.499571362134012771e-04,-9.793986955220880475e+00
0.000000000000000000e+00,-1.499571370011027513e-04,-9.793986955364578861e+00
0.000000000000000000e+00,-1.499571377888041983e-04,-9.793986955508277248e+00
0.000000000000000000e+00,-1.499571385765056995e-04,-9.793986955651977411e+00
0.000000000000000000e+00,-1.499571393642071737e-04,-9.793986955795675797e+00
0.000000000000000000e+00,-1.499571401519086478e-04,-9.793986955939374184e+00
0.000000000000000000e+00,-1.499571409396100949e-04,-9.793986956083072570e+00
0.000000000000000000e+00,-1.499571417273115961e-04,-9.793986956226772733e+00
0.000000000000000000e+00,-1.499571425150130703e-04,-9.793986956370469343e+00
0.000000000000000000e+00,-1.499571433027145173e-04,-9.793986956514167730e+00
0.000000000000000000e+00,-1.499571440904159914e-04,-9.793986956657866116e+00
0.000000000000000000e+00,-1.499571448781174656e-04,-9.793986956801568056e+00
0.000000000000000000e+00,-1.499571456658189126e-04,-9.793986956945266442e+00
0.000000000000000000e+00,-1.499571464535203868e-04,-9.793986957088964829e+00
0.000000000000000000e+00,-1.499571472412218609e-04,-9.793986957232663215e+00
0.000000000000000000e+00,-1.499571480289233079e-04,-9.793986957376365154e+00
0.000000000000000000e+00,-1.499571488166247821e-04,-9.793986957520061765e+00
0.000000000000000000e+00,-1.499571496043262020e-04,-9.793986957663760151e+00
0.000000000000000000e+00,-1.499571503920276762e-04,-9.793986957807458538e+00
0.000000000000000000e+00,-1.499571511797291503e-04,-9.793986957951156924e+00
0.000000000000000000e+00,-1.499571519674305702e-04,-9.793986958094857087e+00
0.000000000000000000e+00,-1.499571527551320173e-04,-9.793986958238555474e+00
0.000000000000000000e+00,-1.499571535428335185e-04,-9.793986958382253860e+00
0.000000000000000000e+00,-1.499571543305349385e-04,-9.793986958525954023e+00
0.000000000000000000e+00,-1.499571551182363584e-04,-9.793986958669652410e+00
0.000000000000000000e+00,-1.499571559059378054e-04,-9.793986958813350796e+00
0.000000000000000000e+00,-1.499571566936392796e-04,-9.793986958957050959e+00
0.000000000000000000e+00,-1.499571574813406995e-04,-9.793986959100749345e+00
0.000000000000000000e+00,-1.499571582690421194e-04,-9.793986959244447732e+00
0.000000000000000000e+00,-1.499571590567435665e-04,-9.793986959388146118e+00
0.000000000000000000e+00,-1.499571598444450406e-04,-9.793986959531846281e+00
0.000000000000000000e+00,-1.499571606321464605e-04,-9.793986959675544668e+00
0.000000000000000000e+00,-1.499571614198478534e-04,-9.793986959819243054e+00
0.000000000000000000e+00,-1.499571622075493004e-04,-9.793986959962941441e+00
0.000000000000000000e+00,-1.499571629952507474e-04,-9.793986960106641604e+00
0.000000000000000000e+00,-1.499571637829521674e-04,-9.793986960250339990e+00
0.000000000000000000e+00,-1.499571645706535873e-04,-9.793986960394040153e+00
0.000000000000000000e+00,-1.499571653583550344e-04,-9.793986960537738540e+00
0.000000000000000000e+00,-1.499571661460564543e-04,-9.793986960681436926e+00
0.000000000000000000e+00,-1.499571669337579013e-04,-9.793986960825135313e+00
0.000000000000000000e+00,-1.499571677214592942e-04,-9.793986960968833699e+00
0.000000000000000000e+00,-1.499571685091606870e-04,-9.793986961112535639e+00
0.000000000000000000e+00,-1.499571692968621611e-04,-9.793986961256234025e+00
0.000000000000000000e+00,-1.499571700845635540e-04,-9.793986961399932412e+00
0.000000000000000000e+00,-1.499571708722649468e-04,-9.793986961543630798e+00
0.000000000000000000e+00,-1.499571716599663667e-04,-9.793986961687329185e+00
0.000000000000000000e+00,-1.499571724476677866e-04,-9.793986961831031124e+00
0.000000000000000000e+00,-1.499571732353692066e-04,-9.793986961974729510e+00
0.000000000000000000e+00,-1.499571740230706265e-04,-9.793986962118427897e+00
0.000000000000000000e+00,-1.499571748107720193e-04,-9.793986962262124507e+00
0.000000000000000000e+00,-1.499571755984734122e-04,-9.793986962405824670e+00
0.000000000000000000e+00,-1.499571763861748050e-04,-9.793986962549524833e+00
0.000000000000000000e+00,-1.499571771738762249e-04,-9.793986962693223219e+00
0.000000000000000000e+00,-1.499571779615776178e-04,-9.793986962836919830e+00
0.000000000000000000e+00,-1.499571787492790106e-04,-9.793986962980619992e+00
0.000000000000000000e+00,-1.499571795369804576e-04,-9.793986963124318379e+00
0.000000000000000000e+00,-1.499571803246818233e-04,-9.793986963268016765e+00
0.000000000000000000e+00,-1.499571811123832162e-04,-9.793986963411718705e+00
0.000000000000000000e+00,-1.499571819000846090e-04,-9.793986963555417091e+00
0.000000000000000000e+00,-1.499571826877859747e-04,-9.793986963699115478e+00
0.000000000000000000e+00,-1.499571834754874218e-04,-9.793986963842813864e+00
0.000000000000000000e+00,-1.499571842631887875e-04,-9.793986963986514027e+00
0.000000000000000000e+00,-1.499571850508901803e-04,-9.793986964130212414e+00
0.000000000000000000e+00,-1.499571858385915460e-04,-9.793986964273910800e+00
0.000000000000000000e+00,-1.499571866262929660e-04,-9.793986964417607410e+00
0.000000000000000000e+00,-1.499571874139943317e-04,-9.793986964561307573e+00
0.000000000000000000e+00,-1.499571882016957245e-04,-9.793986964705007736e+00
0.000000000000000000e+00,-1.499571889893970902e-04,-9.793986964848706123e+00
0.000000000000000000e+00,-1.499571897770984560e-04,-9.793986964992404509e+00
0.000000000000000000e+00,-1.499571905647998488e-04,-9.793986965136104672e+00
0.000000000000000000e+00,-1.499571913525012145e-04,-9.793986965279803059e+00
0.000000000000000000e+00,-1.499571921402025802e-04,-9.793986965423499669e+00
