pos_lat (deg),pos_lon (deg),pos_alt (m)
3.093779199999999818e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.093779218039405876e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.093779236079049610e+01,1.199999999999926104e+02,-4.505886344928096266e-07
3.093779254117817956e+01,1.199999999999834301e+02,-4.997560426514137175e-07
3.093779272156296400e+01,1.199999999999748326e+02,-2.172831200138888383e-07
3.093779290195236342e+01,1.199999999999689209e+02,-1.215591781849230094e-07
3.093779308234249825e+01,1.199999999999640181e+02,-6.711650001268933854e-07
3.093779326273149977e+01,1.199999999999509299e+02,-1.074739296415879718e-06
3.093779344311433377e+01,1.199999999999302673e+02,-1.346564052714032883e-06
3.093779362349597051e+01,1.199999999999217692e+02,-1.531466603623464478e-06
3.093779380387956479e+01,1.199999999999131433e+02,-2.240337019987192013e-06
3.093779398427309246e+01,1.199999999998995435e+02,-2.878878920339308542e-06
3.093779416467006982e+01,1.199999999998831726e+02,-4.201391555243677071e-06
3.093779434507318626e+01,1.199999999998663043e+02,-4.503669051652853436e-06
3.093779452548399433e+01,1.199999999998593836e+02,-4.914477046701605943e-06
3.093779470588854252e+01,1.199999999998551914e+02,-5.901687964251128892e-06
3.093779488629581920e+01,1.199999999998577778e+02,-7.112278161694589407e-06
3.093779506670168900e+01,1.199999999998665601e+02,-7.747554022976183051e-06
3.093779524710404871e+01,1.199999999998685496e+02,-7.868201514675460169e-06
3.093779542750816347e+01,1.199999999998642437e+02,-7.712201548771949978e-06
3.093779560790760996e+01,1.199999999998610321e+02,-7.372892970229293381e-06
3.093779578829715149e+01,1.199999999998643005e+02,-6.919163571099400014e-06
3.093779596868896320e+01,1.199999999998628653e+02,-6.787952599691529301e-06
3.093779614907959186e+01,1.199999999998597957e+02,-5.855247860095620534e-06
3.093779632946985103e+01,1.199999999998497628e+02,-5.545205478546460384e-06
3.093779650985655039e+01,1.199999999998399147e+02,-5.079994386897017451e-06
3.093779669024957002e+01,1.199999999998391047e+02,-4.207473836521286430e-06
3.093779687063165795e+01,1.199999999998435101e+02,-3.045577408527500679e-06
3.093779705100712363e+01,1.199999999998418048e+02,-1.545105187137482878e-06
3.093779723138671400e+01,1.199999999998382947e+02,3.414796504617275183e-07
3.093779741176865983e+01,1.199999999998283187e+02,1.615205023356936210e-06
3.093779759214914549e+01,1.199999999998162252e+02,3.700295399533508254e-06
3.093779777252366259e+01,1.199999999998130704e+02,5.157680374846572094e-06
3.093779795289701440e+01,1.199999999998082387e+02,7.107304844739405458e-06
3.093779813326622019e+01,1.199999999998071729e+02,1.003962263088271391e-05
3.093779831363248434e+01,1.199999999998074713e+02,1.255524064352612332e-05
3.093779849399199477e+01,1.199999999998109104e+02,1.473092460995793632e-05
3.093779867435512543e+01,1.199999999998211422e+02,1.603937511860488980e-05
3.093779885471882807e+01,1.199999999998244817e+02,1.761760201956822053e-05
3.093779903507590490e+01,1.199999999998238422e+02,1.861753773485079624e-05
3.093779921543885436e+01,1.199999999998241691e+02,1.989432179676585259e-05
3.093779939580826266e+01,1.199999999998259455e+02,2.083679491002091968e-05
3.093779957617951126e+01,1.199999999998185274e+02,2.081986584282626105e-05
3.093779975655064973e+01,1.199999999998055671e+02,2.183074988227139989e-05
3.093779993691722652e+01,1.199999999997907878e+02,2.390680584755732152e-05
3.093780011727423229e+01,1.199999999997791065e+02,2.639282481349727448e-05
3.093780029762322670e+01,1.199999999997680078e+02,2.893291724546504415e-05
3.093780047796937538e+01,1.199999999997542943e+02,3.131872689003676929e-05
3.093780065831078119e+01,1.199999999997378808e+02,3.331453203632501656e-05
3.093780083864894337e+01,1.199999999997234141e+02,3.537118869598472452e-05
3.093780101898926205e+01,1.199999999997089049e+02,3.691925335961570719e-05
3.093780119932525707e+01,1.199999999997009184e+02,3.787916378141024899e-05
3.093780137966308175e+01,1.199999999996975788e+02,3.909015978320184038e-05
3.093780155999878545e+01,1.199999999996958593e+02,4.105143730579695869e-05
3.093780174033589248e+01,1.199999999996849880e+02,4.264282826815621899e-05
3.093780192067286450e+01,1.199999999996763904e+02,4.437424572916576058e-05
3.093780210101296291e+01,1.199999999996689866e+02,4.656836193636917291e-05
3.093780228135529242e+01,1.199999999996560547e+02,4.903841634037255136e-05
3.093780246170179282e+01,1.199999999996410480e+02,5.088961483444092132e-05
3.093780264204456287e+01,1.199999999996285993e+02,5.233258380712030197e-05
3.093780282238459378e+01,1.199999999996286988e+02,5.343654709384849699e-05
3.093780300272557682e+01,1.199999999996326494e+02,5.493111176615800772e-05
3.093780318306296095e+01,1.199999999996448423e+02,5.635381502013863872e-05
3.093780336339971271e+01,1.199999999996532836e+02,5.824955336273959322e-05
3.093780354374038311e+01,1.199999999996649933e+02,6.052148872885196990e-05
3.093780372407431400e+01,1.199999999996879723e+02,6.232861794156630128e-05
3.093780390440759120e+01,1.199999999997029505e+02,6.431536236753746232e-05
3.093780408473511301e+01,1.199999999997179145e+02,6.609830937292852351e-05
3.093780426505643177e+01,1.199999999997314006e+02,6.789834102089172094e-05
3.093780444537718921e+01,1.199999999997531575e+02,7.036838154568812514e-05
3.093780462570207845e+01,1.199999999997676809e+02,7.366346992652205512e-05
3.093780480602994842e+01,1.199999999997791349e+02,7.774863973235911587e-05
3.093780498635634402e+01,1.199999999997866098e+02,8.188886214882079941e-05
3.093780516668624969e+01,1.199999999998002522e+02,8.641781216915959875e-05
3.093780534701765816e+01,1.199999999998133546e+02,9.088835369232025187e-05
