accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
5.368643046311424513e-03,3.577584361947644138e-03,-9.793011412971161178e+00
7.321963851203157347e-03,-1.085039520801962983e-02,-9.788902369448232221e+00
-1.280404257645894922e-04,-4.955177156733128925e-03,-9.800057899342165868e+00
-5.568947249231550635e-03,3.415794472167815905e-03,-9.790039001269732921e+00
8.371612288865456358e-03,2.840715652633108747e-03,-9.797836065662313132e+00
1.620358542553211254e-03,4.986674354033924323e-04,-9.797178661948278133e+00
-1.202450164562936241e-02,-1.555670990045489484e-03,-9.799881386399162508e+00
-8.553002654215997869e-03,-9.623784064708394703e-03,-9.796062735610311378e+00
-4.126363520832528227e-03,9.532683408719660675e-03,-9.780496006172141321e+00
1.362048864179553256e-03,2.096765132766090656e-03,-9.801519612492633371e+00
-4.626602399133226094e-03,-5.307909841056519980e-03,-9.799790610978899252e+00
1.135915295902139308e-03,5.118586553781395362e-03,-9.792863429864004488e+00
-1.331602196895215542e-02,-9.637237335306726065e-04,-9.788078998875910486e+00
1.112048163984811350e-02,-1.189816532572059160e-02,-9.800651989891067117e+00
5.188553331542596373e-04,6.764826528318378454e-03,-9.789951676856659901e+00
-8.009218984131925498e-03,-5.832387507212527696e-03,-9.796281956149083925e+00
-1.692130041156875023e-03,-4.753277095033254032e-03,-9.803891778881556718e+00
7.269186971908000007e-04,-4.034654096021800251e-03,-9.793819398644373564e+00
-3.141290072999055293e-03,7.823960650013785448e-03,-9.799468106181093319e+00
5.919417617075775628e-03,1.537370434476446500e-03,-9.799654667081219017e+00
2.114632862639472032e-04,1.399211180506740879e-03,-9.800277590168231967e+00
5.492685993881595702e-03,2.685601996905657117e-03,-9.802651971737365244e+00
1.773141205084735432e-03,2.311307636176545763e-03,-9.801503133277417845e+00
3.873224862079857812e-05,-5.513500820515910596e-03,-9.795123196728889425e+00
2.823559528735179996e-03,-2.752211100754128632e-03,-9.797247865757999108e+00
2.329470199874459149e-03,-2.472355593908288516e-04,-9.795641643600237813e+00
-3.303885612791063880e-03,2.990587790976592230e-03,-9.790680244640267205e+00
2.202701083480152529e-03,-1.833773271460229751e-04,-9.797450676728574948e+00
1.094852192473240362e-03,6.865807393135051236e-03,-9.787384652823138964e+00
1.211434033760366152e-02,5.050676792942500326e-03,-9.791893978942136201e+00
2.135323772885843602e-03,-3.061904265601178695e-04,-9.786194651746502160e+00
-7.365830234777797974e-04,6.875451509588365734e-03,-9.798982343597790745e+00
5.405102184774563875e-03,-1.507994001951121470e-03,-9.785250359659215746e+00
1.220938758055687312e-04,-7.444355827064670812e-03,-9.798660890420178404e+00
6.184736040522242385e-03,-3.204440496386881491e-04,-9.802204198323755335e+00
5.190456425329810193e-04,-5.871162661325202148e-03,-9.798848798995699383e+00
-4.890976425572219830e-03,-3.684673380379834256e-03,-9.783653216722640877e+00
-4.100867573725906420e-03,4.815097241398444590e-03,-9.794103013251229228e+00
5.490289344262201839e-03,2.716353242469757290e-04,-9.791757153701722061e+00
-8.228986736954818550e-04,3.973774616468957709e-03,-9.799490359182861710e+00
-6.084883494899468760e-03,-1.347248504338647776e-03,-9.785503254462760481e+00
-3.954155362098363442e-03,5.635397836122823211e-04,-9.795021335504522142e+00
